country,sex,age,lx,ex
JPN,male,40-44,98481.961,42.7219
JPN,male,45-49,97951.883,37.9386
JPN,male,50-54,97090.029,33.2514
JPN,male,55-59,95695.856,28.6967
JPN,male,60-64,93502.61,24.307
JPN,male,65-69,90060.818,20.1335
JPN,male,70-74,84745.358,16.2291
JPN,male,75-79,76986.021,12.5986
JPN,male,80-84,65794.26,9.2902
JPN,male,85-89,49255.7,6.5225
JPN,male,90-94,28400.657,4.4533
JPN,male,95+,10586.975,3.0247
KAZ,female,<1,100000.0,78.515
KAZ,female,1-4,99415.004,77.9762
KAZ,female,5-9,99298.481,74.0659
KAZ,female,10-14,99202.72,69.1352
KAZ,female,15-19,99110.46,64.197
KAZ,female,20-24,98924.945,59.3123
KAZ,female,25-29,98692.726,54.4459
KAZ,female,30-34,98398.64,49.6007
KAZ,female,35-39,97935.975,44.8223
KAZ,female,40-44,97227.501,40.1296
KAZ,female,45-49,96245.882,35.5122
KAZ,female,50-54,94916.87,30.9727
KAZ,female,55-59,93082.071,26.5313
KAZ,female,60-64,90395.54,22.2405
KAZ,female,65-69,86324.734,18.1639
KAZ,female,70-74,80209.211,14.3453
KAZ,female,75-79,70798.211,10.8971
KAZ,female,80-84,56721.418,7.9445
KAZ,female,85-89,37952.684,5.5988
KAZ,female,90-94,18615.643,3.8828
KAZ,female,95+,5604.29,2.7239
KAZ,male,<1,100000.0,70.2659
KAZ,male,1-4,99251.861,69.7945
KAZ,male,5-9,99124.391,65.8822
KAZ,male,10-14,98993.304,60.9663
KAZ,male,15-19,98850.984,56.0501
KAZ,male,20-24,98508.866,51.235
KAZ,male,25-29,97917.538,46.5284
KAZ,male,30-34,97097.486,41.8991
KAZ,male,35-39,95862.151,37.4045
KAZ,male,40-44,93988.299,33.0975
KAZ,male,45-49,91510.195,28.9237
KAZ,male,50-54,88307.141,24.8777
KAZ,male,55-59,83876.122,21.053
KAZ,male,60-64,77798.512,17.4928
KAZ,male,65-69,69674.277,14.2283
KAZ,male,70-74,59187.993,11.2893
KAZ,male,75-79,46312.813,8.714
KAZ,male,80-84,31794.653,6.5394
KAZ,male,85-89,17704.906,4.7994
KAZ,male,90-94,7166.353,3.4515
KAZ,male,95+,1764.286,2.5011
KEN,female,<1,100000.0,66.1217
KEN,female,1-4,97431.367,66.861
KEN,female,5-9,96279.728,63.6429
KEN,female,10-14,95859.025,58.9123
KEN,female,15-19,95502.339,54.1225
KEN,female,20-24,94858.086,49.4714
KEN,female,25-29,93810.804,44.994
KEN,female,30-34,92285.455,40.6941
KEN,female,35-39,90250.841,36.5528
KEN,female,40-44,87606.667,32.5778
KEN,female,45-49,84372.645,28.7279
KEN,female,50-54,80407.41,25.017
KEN,female,55-59,75512.72,21.4716
KEN,female,60-64,69537.15,18.0945
KEN,female,65-69,61924.557,14.999
KEN,female,70-74,52592.186,12.2079
KEN,female,75-79,41940.232,9.6617
KEN,female,80-84,30472.581,7.3533
KEN,female,85-89,18735.198,5.3879
KEN,female,90-94,8592.865,3.9586
KEN,female,95+,2643.792,2.9284
KEN,male,<1,100000.0,61.637
KEN,male,1-4,96765.784,62.6925
KEN,male,5-9,95695.487,59.3763
KEN,male,10-14,95245.53,54.646
KEN,male,15-19,94843.191,49.8666
KEN,male,20-24,94029.31,45.2739
KEN,male,25-29,92662.158,40.9029
KEN,male,30-34,90796.926,36.6894
KEN,male,35-39,88307.214,32.6501
KEN,male,40-44,84985.451,28.8244
KEN,male,45-49,80767.606,25.1946
KEN,male,50-54,75495.341,21.7734
KEN,male,55-59,69020.572,18.575
KEN,male,60-64,61329.977,15.5817
KEN,male,65-69,51986.064,12.9207
KEN,male,70-74,41602.496,10.5186
KEN,male,75-79,30856.297,8.3089
KEN,male,80-84,20349.004,6.3219
KEN,male,85-89,10926.464,4.6749
KEN,male,90-94,4221.821,3.4714
KEN,male,95+,1047.348,2.6152
KGZ,female,<1,100000.0,75.4031
KGZ,female,1-4,98906.758,75.2352
KGZ,female,5-9,98664.75,71.4162
KGZ,female,10-14,98592.047,66.4671
KGZ,female,15-19,98476.029,61.5421
KGZ,female,20-24,98289.494,56.6539
KGZ,female,25-29,98049.017,51.7866
KGZ,female,30-34,97775.864,46.924
KGZ,female,35-39,97357.118,42.1142
KGZ,female,40-44,96676.031,37.3921
KGZ,female,45-49,95674.175,32.7557
KGZ,female,50-54,94157.296,28.241
KGZ,female,55-59,92102.963,23.8119
KGZ,female,60-64,88812.469,19.5941
KGZ,female,65-69,83742.468,15.6195
KGZ,female,70-74,75697.242,11.991
KGZ,female,75-79,62240.034,9.0081
KGZ,female,80-84,44880.834,6.5005
KGZ,female,85-89,25874.462,4.4383
KGZ,female,90-94,9788.978,2.8674
KGZ,female,95+,1671.723,1.7814
KGZ,male,<1,100000.0,68.3075
KGZ,male,1-4,98677.608,68.2213
KGZ,male,5-9,98419.907,64.3956
KGZ,male,10-14,98284.006,59.4813
KGZ,male,15-19,98091.1,54.5929
KGZ,male,20-24,97780.638,49.7578
KGZ,male,25-29,97321.873,44.9799
KGZ,male,30-34,96693.726,40.255
KGZ,male,35-39,95698.358,35.6453
KGZ,male,40-44,93921.608,31.2684
KGZ,male,45-49,91289.199,27.0943
KGZ,male,50-54,87662.616,23.1065
KGZ,male,55-59,82776.569,19.3162
KGZ,male,60-64,76109.178,15.7771
KGZ,male,65-69,66704.158,12.6323
KGZ,male,70-74,54815.061,9.8125
KGZ,male,75-79,40412.967,7.396
KGZ,male,80-84,25023.186,5.4163
KGZ,male,85-89,11864.052,3.7725
KGZ,male,90-94,3466.296,2.5202
KGZ,male,95+,437.134,1.6261
KHM,female,<1,100000.0,73.3566
KHM,female,1-4,98387.182,73.5575
KHM,female,5-9,98051.563,69.8023
KHM,female,10-14,97652.043,65.0782
KHM,female,15-19,97356.772,60.2679
KHM,female,20-24,96881.266,55.5503
KHM,female,25-29,96224.114,50.9122
KHM,female,30-34,95450.834,46.3039
KHM,female,35-39,94610.531,41.6928
KHM,female,40-44,93635.207,37.0998
KHM,female,45-49,92256.118,32.6154
KHM,female,50-54,90527.94,28.188
KHM,female,55-59,87966.88,23.9317
KHM,female,60-64,84589.166,19.7827
KHM,female,65-69,79395.714,15.9005
KHM,female,70-74,71350.709,12.393
KHM,female,75-79,59421.395,9.3504
KHM,female,80-84,43480.537,6.8283
KHM,female,85-89,25381.931,4.9164
KHM,female,90-94,10627.095,3.5032
KHM,female,95+,2704.492,2.452
KHM,male,<1,100000.0,68.149
KHM,male,1-4,97898.613,68.6096
KHM,male,5-9,97515.87,64.8699
KHM,male,10-14,96709.244,60.3904
KHM,male,15-19,96143.319,55.7314
KHM,male,20-24,95168.565,51.2735
KHM,male,25-29,93777.114,46.9969
KHM,male,30-34,92353.705,42.6825
KHM,male,35-39,90836.54,38.3532
KHM,male,40-44,89180.041,34.018
KHM,male,45-49,87161.313,29.7463
KHM,male,50-54,84640.821,25.5537
KHM,male,55-59,80961.955,21.5954
KHM,male,60-64,76256.055,17.7672
KHM,male,65-69,69408.67,14.2574
KHM,male,70-74,59866.811,11.1132
KHM,male,75-79,47273.295,8.3803
KHM,male,80-84,32131.776,6.1323
KHM,male,85-89,17084.952,4.3756
KHM,male,90-94,6148.963,3.109
KHM,male,95+,1252.156,2.176
KOR,female,<1,100000.0,87.2828
KOR,female,1-4,99817.703,86.4419
KOR,female,5-9,99757.603,82.4929
KOR,female,10-14,99720.869,77.5225
KOR,female,15-19,99696.607,72.5407
KOR,female,20-24,99658.589,67.5674
KOR,female,25-29,99606.573,62.6013
KOR,female,30-34,99545.224,57.6383
KOR,female,35-39,99457.395,52.6868
KOR,female,40-44,99325.923,47.7531
KOR,female,45-49,99133.458,42.8406
KOR,female,50-54,98834.208,37.9622
KOR,female,55-59,98402.734,33.1171
KOR,female,60-64,97652.951,28.3503
KOR,female,65-69,96246.607,23.724
KOR,female,70-74,93262.672,19.395
KOR,female,75-79,88623.277,15.2694
KOR,female,80-84,80025.627,11.6164
KOR,female,85-89,66319.847,8.4659
KOR,female,90-94,46527.614,5.9564
KOR,female,95+,24459.893,4.1
KOR,male,<1,100000.0,81.3172
KOR,male,1-4,99789.533,80.4884
KOR,male,5-9,99732.121,76.5337
KOR,male,10-14,99693.271,71.5626
KOR,male,15-19,99664.985,66.5822
KOR,male,20-24,99609.627,61.6177
KOR,male,25-29,99534.335,56.6624
KOR,male,30-34,99444.893,51.711
KOR,male,35-39,99311.987,46.7766
KOR,male,40-44,99075.469,41.8817
KOR,male,45-49,98634.937,37.0565
KOR,male,50-54,97868.267,32.3255
KOR,male,55-59,96586.292,27.7186
KOR,male,60-64,94340.486,23.3139
KOR,male,65-69,90559.913,19.1737
KOR,male,70-74,84139.158,15.4345
KOR,male,75-79,75761.963,11.8496
KOR,male,80-84,62510.243,8.7949
KOR,male,85-89,44692.013,6.2723
KOR,male,90-94,24751.634,4.3148
KOR,male,95+,8789.654,2.9521
LAO,female,<1,100000.0,71.5299
LAO,female,1-4,97374.748,72.4549
LAO,female,5-9,96715.569,68.9378
LAO,female,10-14,96459.821,64.1148
LAO,female,15-19,96250.535,59.2485
LAO,female,20-24,95910.517,54.449
LAO,female,25-29,95432.395,49.7088
LAO,female,30-34,94854.772,44.9958
LAO,female,35-39,94151.161,40.3127
LAO,female,40-44,93234.438,35.6834
LAO,female,45-49,91968.079,31.1383
LAO,female,50-54,90098.184,26.7294
LAO,female,55-59,87358.45,22.4846
LAO,female,60-64,83347.627,18.4387
LAO,female,65-69,77314.628,14.6694
LAO,female,70-74,68118.007,11.29
LAO,female,75-79,54760.22,8.4029
LAO,female,80-84,37644.307,6.055
LAO,female,85-89,19726.471,4.3266
LAO,female,90-94,6993.627,3.0806
LAO,female,95+,1397.461,2.1604
LAO,male,<1,100000.0,67.0205
LAO,male,1-4,96581.892,68.3874
LAO,male,5-9,95856.841,64.8914
LAO,male,10-14,95430.755,60.1711
LAO,male,15-19,95082.958,55.3816
LAO,male,20-24,94468.038,50.7242
LAO,male,25-29,93604.724,46.1687
LAO,male,30-34,92735.947,41.5777
LAO,male,35-39,91767.212,36.9894
LAO,male,40-44,90533.392,32.4579
LAO,male,45-49,88788.375,28.0436
LAO,male,50-54,86152.3,23.8201
LAO,male,55-59,82176.879,19.8436
LAO,male,60-64,76230.751,16.1844
LAO,male,65-69,67786.165,12.8731
LAO,male,70-74,56389.514,9.9473
LAO,male,75-79,42071.819,7.4582
LAO,male,80-84,26306.93,5.4264
LAO,male,85-89,12366.788,3.8547
LAO,male,90-94,3701.718,2.6749
LAO,male,95+,543.388,1.9726
LBN,female,<1,100000.0,79.8574
LBN,female,1-4,98607.488,79.9839
LBN,female,5-9,98314.421,76.2177
LBN,female,10-14,98217.743,71.2906
LBN,female,15-19,98139.994,66.345
LBN,female,20-24,98016.19,61.4254
LBN,female,25-29,97839.619,56.5316
LBN,female,30-34,97623.475,51.651
LBN,female,35-39,97357.28,46.7852
LBN,female,40-44,97001.042,41.9473
LBN,female,45-49,96485.132,37.1573
LBN,female,50-54,95672.174,32.4503
LBN,female,55-59,94439.348,27.8391
LBN,female,60-64,92537.076,23.3565
LBN,female,65-69,89551.791,19.0451
LBN,female,70-74,84358.41,15.0497
LBN,female,75-79,75611.234,11.4795
LBN,female,80-84,61877.96,8.4349
LBN,female,85-89,42675.25,6.0659
LBN,female,90-94,22649.406,4.2672
LBN,female,95+,7931.977,2.9202
LBN,male,<1,100000.0,75.8765
LBN,male,1-4,98327.915,76.1653
LBN,male,5-9,98066.278,72.3641
LBN,male,10-14,97958.939,67.4411
LBN,male,15-19,97871.207,62.4991
LBN,male,20-24,97675.841,57.6185
LBN,male,25-29,97386.655,52.7821
LBN,male,30-34,97107.501,47.9267
LBN,male,35-39,96809.06,43.0665
LBN,male,40-44,96426.44,38.227
LBN,male,45-49,95835.349,33.446
LBN,male,50-54,94775.751,28.7894
LBN,male,55-59,92940.042,24.3042
LBN,male,60-64,89685.812,20.0877
LBN,male,65-69,84501.243,16.156
LBN,male,70-74,76292.883,12.6056
LBN,male,75-79,64030.331,9.5146
LBN,male,80-84,47622.823,6.8979
LBN,male,85-89,28397.592,4.862
LBN,male,90-94,11823.926,3.3845
LBN,male,95+,2832.057,2.3119
LBR,female,<1,100000.0,63.6286
LBR,female,1-4,95021.113,65.9496
LBR,female,5-9,93583.107,62.9397
LBR,female,10-14,93027.51,58.3023
LBR,female,15-19,92586.409,53.5677
LBR,female,20-24,91893.275,48.9515
LBR,female,25-29,90940.406,44.4372
LBR,female,30-34,89737.286,39.9982
LBR,female,35-39,88216.125,35.6431
LBR,female,40-44,86240.221,31.4001
LBR,female,45-49,83682.617,27.2804
LBR,female,50-54,80356.598,23.3014
LBR,female,55-59,75919.296,19.5109
LBR,female,60-64,70116.224,15.9094
LBR,female,65-69,62221.011,12.5955
LBR,female,70-74,51585.869,9.6527
LBR,female,75-79,37807.91,7.2316
LBR,female,80-84,22849.405,5.3394
LBR,female,85-89,10379.444,3.914
LBR,female,90-94,3140.773,2.8976
LBR,female,95+,556.083,2.1876
LBR,male,<1,100000.0,61.0159
LBR,male,1-4,93973.761,63.9136
LBR,male,5-9,92412.32,60.9677
LBR,male,10-14,91791.753,56.3647
LBR,male,15-19,91295.948,51.6567
LBR,male,20-24,90425.534,47.1274
LBR,male,25-29,89149.282,42.7652
LBR,male,30-34,87693.226,38.4329
LBR,male,35-39,85959.204,34.156
LBR,male,40-44,83754.613,29.9866
LBR,male,45-49,80881.443,25.9593
LBR,male,50-54,77055.215,22.1182
LBR,male,55-59,71880.029,18.5226
LBR,male,60-64,65127.042,15.1728
LBR,male,65-69,56215.861,12.1653
LBR,male,70-74,45210.779,9.5018
LBR,male,75-79,32471.235,7.233
LBR,male,80-84,19519.561,5.3952
LBR,male,85-89,8929.273,3.9865
LBR,male,90-94,2764.928,2.9938
LBR,male,95+,523.613,2.2833
LBY,female,<1,100000.0,72.6794
LBY,female,1-4,98770.191,72.5828
LBY,female,5-9,98486.886,68.7864
LBY,female,10-14,98280.686,63.9259
LBY,female,15-19,98085.761,59.0475
LBY,female,20-24,97692.991,54.274
LBY,female,25-29,97211.612,49.5303
LBY,female,30-34,96661.788,44.7973
LBY,female,35-39,95960.616,40.1055
LBY,female,40-44,94979.792,35.4924
LBY,female,45-49,93551.419,30.9937
LBY,female,50-54,91409.682,26.6576
LBY,female,55-59,88308.557,22.5009
LBY,female,60-64,83866.29,18.5529
LBY,female,65-69,77567.664,14.8449
LBY,female,70-74,68495.55,11.4606
LBY,female,75-79,55660.86,8.4971
LBY,female,80-84,38853.454,6.0561
LBY,female,85-89,20701.35,4.1992
LBY,female,90-94,7072.51,2.8934
LBY,female,95+,1239.513,2.0234
LBY,male,<1,100000.0,69.6254
LBY,male,1-4,98802.015,69.4681
LBY,male,5-9,98542.695,65.6462
LBY,male,10-14,98370.396,60.7572
LBY,male,15-19,98193.771,55.8614
LBY,male,20-24,97596.3,51.1854
LBY,male,25-29,96602.901,46.6858
LBY,male,30-34,95594.359,42.1519
LBY,male,35-39,94527.174,37.599
LBY,male,40-44,93231.074,33.0855
LBY,male,45-49,91463.1,28.674
LBY,male,50-54,88839.281,24.4421
LBY,male,55-59,84889.396,20.4556
LBY,male,60-64,79043.054,16.7725
LBY,male,65-69,70678.291,13.4458
LBY,male,70-74,59388.299,10.5065
LBY,male,75-79,45282.713,7.9786
LBY,male,80-84,29550.276,5.888
LBY,male,85-89,15006.786,4.2534
LBY,male,90-94,5161.64,3.0593
LBY,male,95+,1017.082,2.2508
LKA,female,<1,100000.0,80.7459
LKA,female,1-4,99553.903,80.1071
LKA,female,5-9,99433.166,76.2025
LKA,female,10-14,99383.916,71.2391
LKA,female,15-19,99325.696,66.2793
LKA,female,20-24,99217.693,61.3485
LKA,female,25-29,99062.001,56.4408
LKA,female,30-34,98873.8,51.5434
LKA,female,35-39,98626.429,46.666
LKA,female,40-44,98265.969,41.8275
LKA,female,45-49,97745.264,37.0362
LKA,female,50-54,96951.334,32.3175
LKA,female,55-59,95710.282,27.702
LKA,female,60-64,93765.065,23.2208
LKA,female,65-69,90569.919,18.9448
LKA,female,70-74,85281.853,14.9516
LKA,female,75-79,76548.745,11.3505
LKA,female,80-84,62750.291,8.259
LKA,female,85-89,43241.257,5.8134
LKA,female,90-94,22158.6,4.0042
LKA,female,95+,7014.91,2.7751
LKA,male,<1,100000.0,74.447
LKA,male,1-4,99452.622,73.856
LKA,male,5-9,99328.288,69.9464
LKA,male,10-14,99250.789,64.9991
LKA,male,15-19,99161.963,60.0549
LKA,male,20-24,98979.811,55.1602
LKA,male,25-29,98665.541,50.3275
LKA,male,30-34,98267.277,45.521
LKA,male,35-39,97716.0,40.7628
LKA,male,40-44,96851.139,36.1029
LKA,male,45-49,95535.258,31.5635
LKA,male,50-54,93526.516,27.184
LKA,male,55-59,90467.661,23.0132
LKA,male,60-64,85895.214,19.0966
LKA,male,65-69,79126.357,15.5034
LKA,male,70-74,69596.638,12.2677
LKA,male,75-79,57061.605,9.3901
LKA,male,80-84,41414.446,6.9682
LKA,male,85-89,24630.04,5.0236
LKA,male,90-94,10609.192,3.5403
LKA,male,95+,2739.464,2.5326
LSO,female,<1,100000.0,60.4381
LSO,female,1-4,95076.629,62.555
LSO,female,5-9,93607.846,59.513
LSO,female,10-14,93047.133,54.8579
LSO,female,15-19,92552.855,50.1367
LSO,female,20-24,91643.576,45.6069
LSO,female,25-29,90160.838,41.3132
LSO,female,30-34,88010.063,37.2585
LSO,female,35-39,85189.045,33.4063
LSO,female,40-44,81620.613,29.7541
LSO,female,45-49,77404.458,26.2354
LSO,female,50-54,72424.133,22.8626
LSO,female,55-59,66536.005,19.6594
LSO,female,60-64,59657.202,16.6302
LSO,female,65-69,51331.999,13.9085
LSO,female,70-74,41820.107,11.5009
LSO,female,75-79,32111.962,9.2216
LSO,female,80-84,22717.4,7.0134
LSO,female,85-89,13587.579,5.04
LSO,female,90-94,5820.438,3.631
LSO,female,95+,1564.592,2.6499
LSO,male,<1,100000.0,55.0316
LSO,male,1-4,94000.976,57.5287
LSO,male,5-9,92543.204,54.4103
LSO,male,10-14,91932.034,49.7568
LSO,male,15-19,91384.537,45.0391
LSO,male,20-24,90299.068,40.5468
LSO,male,25-29,88431.212,36.3469
LSO,male,30-34,85766.04,32.3948
LSO,male,35-39,82155.694,28.7034
LSO,male,40-44,77417.66,25.3015
LSO,male,45-49,71687.857,22.119
LSO,male,50-54,64982.409,19.1373
LSO,male,55-59,57352.709,16.3458
LSO,male,60-64,48975.18,13.7073
LSO,male,65-69,39533.92,11.3748
LSO,male,70-74,29783.591,9.285
LSO,male,75-79,20474.334,7.3847
LSO,male,80-84,12325.332,5.664
LSO,male,85-89,5915.44,4.2325
LSO,male,90-94,2000.057,3.1673
LSO,male,95+,420.301,2.4121
LTU,female,<1,100000.0,80.7984
LTU,female,1-4,99705.411,80.0367
LTU,female,5-9,99640.569,76.0877
LTU,female,10-14,99584.941,71.1288
LTU,female,15-19,99516.847,66.1755
LTU,female,20-24,99396.918,61.2519
LTU,female,25-29,99247.661,56.3403
LTU,female,30-34,99043.912,51.4507
LTU,female,35-39,98675.971,46.6323
LTU,female,40-44,98117.667,41.8826
LTU,female,45-49,97304.384,37.2099
LTU,female,50-54,96091.903,32.6462
LTU,female,55-59,94384.276,28.189
LTU,female,60-64,92046.814,23.8371
LTU,female,65-69,88449.115,19.6985
LTU,female,70-74,83200.989,15.7757
LTU,female,75-79,75747.63,12.0648
LTU,female,80-84,64493.781,8.7038
LTU,female,85-89,47031.409,5.9507
LTU,female,90-94,25003.477,3.9883
LTU,female,95+,7887.524,2.6826
LTU,male,<1,100000.0,71.4146
LTU,male,1-4,99677.612,70.6451
LTU,male,5-9,99608.771,66.6927
LTU,male,10-14,99554.248,61.7278
LTU,male,15-19,99454.127,56.787
LTU,male,20-24,99146.929,51.9538
LTU,male,25-29,98666.681,47.1939
LTU,male,30-34,97894.28,42.5444
LTU,male,35-39,96740.133,38.0197
LTU,male,40-44,95020.339,33.659
LTU,male,45-49,92679.74,29.4433
LTU,male,50-54,89438.264,25.4153
LTU,male,55-59,85010.106,21.601
LTU,male,60-64,78905.46,18.0703
LTU,male,65-69,70342.432,14.9512
LTU,male,70-74,59535.502,12.2037
LTU,male,75-79,47500.468,9.6538
LTU,male,80-84,34678.768,7.2994
LTU,male,85-89,21521.47,5.2431
LTU,male,90-94,9796.879,3.6474
LTU,male,95+,2632.289,2.5537
LUX,female,<1,100000.0,83.9409
LUX,female,1-4,99763.486,83.1396
LUX,female,5-9,99660.634,79.224
LUX,female,10-14,99552.036,74.3069
LUX,female,15-19,99388.572,69.4247
LUX,female,20-24,99191.166,64.5577
LUX,female,25-29,99001.933,59.6764
LUX,female,30-34,98780.815,54.804
LUX,female,35-39,98516.589,49.9444
LUX,female,40-44,98307.102,45.0454
LUX,female,45-49,97968.33,40.1917
LUX,female,50-54,97369.926,35.4222
LUX,female,55-59,96425.528,30.7428
LUX,female,60-64,94980.826,26.1699
LUX,female,65-69,92582.306,21.7779
LUX,female,70-74,88810.512,17.5893
LUX,female,75-79,83011.064,13.6298
LUX,female,80-84,73750.671,10.0053
LUX,female,85-89,58352.932,6.9315
LUX,female,90-94,36079.166,4.6145
LUX,female,95+,14245.876,3.0336
LUX,male,<1,100000.0,80.7491
LUX,male,1-4,99667.653,80.0179
LUX,male,5-9,99604.248,76.0681
LUX,male,10-14,99581.8,71.0847
LUX,male,15-19,99550.729,66.106
LUX,male,20-24,99434.277,61.1799
LUX,male,25-29,99263.121,56.2814
LUX,male,30-34,99083.385,51.3785
LUX,male,35-39,98860.398,46.4889
LUX,male,40-44,98561.432,41.6216
LUX,male,45-49,98105.438,36.8025
LUX,male,50-54,97246.821,32.1031
LUX,male,55-59,95699.798,27.5785
LUX,male,60-64,93179.471,23.251
LUX,male,65-69,89222.871,19.1648
LUX,male,70-74,83309.804,15.3349
LUX,male,75-79,74666.733,11.8046
LUX,male,80-84,62582.329,8.5758
LUX,male,85-89,44842.322,5.9219
LUX,male,90-94,23640.717,3.9964
LUX,male,95+,7507.922,2.7081
LVA,female,<1,100000.0,80.6016
LVA,female,1-4,99737.728,79.8132
LVA,female,5-9,99667.444,75.8683
LVA,female,10-14,99607.116,70.9129
LVA,female,15-19,99543.895,65.9562
LVA,female,20-24,99419.109,61.0355
LVA,female,25-29,99226.979,56.1489
LVA,female,30-34,99022.941,51.2595
LVA,female,35-39,98685.285,46.4255
LVA,female,40-44,98177.209,41.6517
LVA,female,45-49,97357.094,36.9802
LVA,female,50-54,96126.829,32.4195
LVA,female,55-59,94375.694,27.972
LVA,female,60-64,91823.806,23.6773
LVA,female,65-69,88126.154,19.5593
LVA,female,70-74,82782.771,15.6509
LVA,female,75-79,74908.91,12.0194
LVA,female,80-84,63384.183,8.7217
LVA,female,85-89,45991.13,6.0187
LVA,female,90-94,24711.572,4.0322
LVA,female,95+,7953.243,2.7285
LVA,male,<1,100000.0,71.7518
LVA,male,1-4,99714.176,70.9571
LVA,male,5-9,99648.381,67.0028
LVA,male,10-14,99593.752,62.0381
LVA,male,15-19,99514.563,57.0853
LVA,male,20-24,99211.171,52.2501
LVA,male,25-29,98723.926,47.4949
LVA,male,30-34,97996.493,42.8276
LVA,male,35-39,96864.634,38.2963
LVA,male,40-44,95289.053,33.8855
LVA,male,45-49,93008.603,29.6521
LVA,male,50-54,90021.366,25.5492
LVA,male,55-59,85582.697,21.7345
LVA,male,60-64,79415.902,18.2182
LVA,male,65-69,71115.501,15.0377
LVA,male,70-74,60560.171,12.2099
LVA,male,75-79,48387.489,9.6356
LVA,male,80-84,35287.48,7.2806
LVA,male,85-89,21595.584,5.3266
LVA,male,90-94,9924.544,3.7888
LVA,male,95+,2871.211,2.7056
MAR,female,<1,100000.0,77.7772
MAR,female,1-4,98787.514,77.7308
MAR,female,5-9,98522.798,73.935
MAR,female,10-14,98373.671,69.0437
MAR,female,15-19,98249.909,64.1274
MAR,female,20-24,98067.14,59.2419
MAR,female,25-29,97819.178,54.3855
MAR,female,30-34,97519.812,49.5446
MAR,female,35-39,97153.322,44.7217
MAR,female,40-44,96669.806,39.9323
MAR,female,45-49,95979.748,35.2002
MAR,female,50-54,94905.139,30.5685
MAR,female,55-59,93287.166,26.0525
MAR,female,60-64,90816.923,21.6885
MAR,female,65-69,86979.858,17.5266
MAR,female,70-74,80533.321,13.7126
MAR,female,75-79,70107.444,10.3545
MAR,female,80-84,54669.524,7.5321
MAR,female,85-89,34778.539,5.3833
MAR,female,90-94,16216.631,3.8016
MAR,female,95+,4711.347,2.7136
MAR,male,<1,100000.0,73.3472
MAR,male,1-4,98458.043,73.4945
MAR,male,5-9,98214.537,69.6722
MAR,male,10-14,98034.471,64.796
MAR,male,15-19,97879.185,59.8946
MAR,male,20-24,97591.623,55.063
MAR,male,25-29,97201.74,50.2738
MAR,male,30-34,96823.149,45.4606
MAR,male,35-39,96400.196,40.6487
MAR,male,40-44,95845.044,35.8689
MAR,male,45-49,94980.567,31.1706
MAR,male,50-54,93467.572,26.6312
MAR,male,55-59,90914.586,22.303
MAR,male,60-64,86584.855,18.2834
MAR,male,65-69,79908.683,14.5886
MAR,male,70-74,69914.217,11.2944
MAR,male,75-79,55928.382,8.4658
MAR,male,80-84,38619.457,6.113
MAR,male,85-89,20601.085,4.3059
MAR,male,90-94,7239.689,3.0398
MAR,male,95+,1406.115,2.2121
MDA,female,<1,100000.0,75.6721
MDA,female,1-4,99158.137,75.3135
MDA,female,5-9,98976.084,71.449
MDA,female,10-14,98889.456,66.5095
MDA,female,15-19,98775.992,61.5828
MDA,female,20-24,98638.403,56.6652
MDA,female,25-29,98476.487,51.7541
MDA,female,30-34,98224.895,46.8797
MDA,female,35-39,97799.669,42.0717
MDA,female,40-44,97058.847,37.3722
MDA,female,45-49,95885.916,32.7967
MDA,female,50-54,94145.684,28.354
MDA,female,55-59,91582.117,24.073
MDA,female,60-64,87601.994,20.0453
MDA,female,65-69,81795.595,16.2815
MDA,female,70-74,73480.605,12.8221
MDA,female,75-79,60825.72,9.9398
MDA,female,80-84,44876.681,7.5645
MDA,female,85-89,27887.276,5.6568
MDA,female,90-94,13418.441,4.1914
MDA,female,95+,4476.519,3.1264
MDA,male,<1,100000.0,66.699
MDA,male,1-4,98881.266,66.4522
MDA,male,5-9,98674.479,62.5879
MDA,male,10-14,98557.171,57.6596
MDA,male,15-19,98409.439,52.7419
MDA,male,20-24,98058.204,47.9209
MDA,male,25-29,97513.569,43.1739
MDA,male,30-34,96727.987,38.5029
MDA,male,35-39,95515.858,33.9573
MDA,male,40-44,93469.454,29.6416
MDA,male,45-49,90343.203,25.5758
MDA,male,50-54,85846.635,21.7768
MDA,male,55-59,79612.039,18.2777
MDA,male,60-64,71426.993,15.0722
MDA,male,65-69,60724.824,12.2749
MDA,male,70-74,48993.488,9.61
MDA,male,75-79,35780.411,7.2114
MDA,male,80-84,21415.733,5.3835
MDA,male,85-89,9779.291,3.9911
MDA,male,90-94,3035.964,2.9821
MDA,male,95+,568.35,2.2749
MDG,female,<1,100000.0,65.6014
MDG,female,1-4,96014.883,67.3172
MDG,female,5-9,94138.265,64.6226
MDG,female,10-14,92893.277,60.4592
MDG,female,15-19,92150.488,55.9266
MDG,female,20-24,91203.102,51.4801
MDG,female,25-29,90016.235,47.1252
MDG,female,30-34,88642.144,42.8161
MDG,female,35-39,87120.467,38.5197
MDG,female,40-44,85393.206,34.2466
MDG,female,45-49,83257.592,30.0594
MDG,female,50-54,80798.39,25.8956
MDG,female,55-59,77499.428,21.8865
MDG,female,60-64,73245.563,18.0059
MDG,female,65-69,67097.19,14.412
MDG,female,70-74,58226.942,11.2058
MDG,female,75-79,46089.005,8.4707
MDG,female,80-84,31464.459,6.2245
