country,sex,age,lx,ex
COL,male,40-44,93543.578,38.8284
COL,male,45-49,92427.745,34.2664
COL,male,50-54,91050.232,29.7453
COL,male,55-59,89164.298,25.3186
COL,male,60-64,86345.193,21.0579
COL,male,65-69,81988.023,17.0351
COL,male,70-74,75481.749,13.2748
COL,male,75-79,65640.07,9.863
COL,male,80-84,50537.552,7.0216
COL,male,85-89,31348.939,4.7499
COL,male,90-94,12656.737,3.2518
COL,male,95+,2811.662,2.276
COM,female,<1,100000.0,69.199
COM,female,1-4,96700.373,70.5542
COM,female,5-9,95808.124,67.1958
COM,female,10-14,95412.436,62.4654
COM,female,15-19,95103.945,57.6595
COM,female,20-24,94598.752,52.9532
COM,female,25-29,93977.359,48.2865
COM,female,30-34,93253.328,43.6414
COM,female,35-39,92350.845,39.0425
COM,female,40-44,91151.393,34.5217
COM,female,45-49,89522.138,30.1022
COM,female,50-54,87245.675,25.8188
COM,female,55-59,84044.057,21.7021
COM,female,60-64,79555.246,17.7774
COM,female,65-69,72973.597,14.1414
COM,female,70-74,63384.091,10.8801
COM,female,75-79,49753.198,8.1423
COM,female,80-84,33024.124,5.9816
COM,female,85-89,16963.906,4.3481
COM,female,90-94,5976.054,3.1958
COM,female,95+,1282.155,2.374
COM,male,<1,100000.0,65.0148
COM,male,1-4,96154.821,66.6084
COM,male,5-9,95237.67,63.2335
COM,male,10-14,94784.364,58.5254
COM,male,15-19,94414.237,53.7443
COM,male,20-24,93635.612,49.1681
COM,male,25-29,92585.865,44.6973
COM,male,30-34,91570.792,40.165
COM,male,35-39,90448.495,35.6314
COM,male,40-44,89002.658,31.1677
COM,male,45-49,86982.365,26.8301
COM,male,50-54,83980.943,22.6938
COM,male,55-59,79494.041,18.8248
COM,male,60-64,72930.858,15.2806
COM,male,65-69,63627.276,12.1307
COM,male,70-74,51411.106,9.3975
COM,male,75-79,36816.052,7.1126
COM,male,80-84,21864.184,5.2912
COM,male,85-89,9841.99,3.8754
COM,male,90-94,2920.666,2.8924
COM,male,95+,515.416,2.1969
CPV,female,<1,100000.0,79.3671
CPV,female,1-4,99124.712,79.0668
CPV,female,5-9,98922.072,75.2257
CPV,female,10-14,98859.497,70.2719
CPV,female,15-19,98791.521,65.3184
CPV,female,20-24,98676.483,60.3914
CPV,female,25-29,98503.232,55.493
CPV,female,30-34,98313.84,50.595
CPV,female,35-39,97984.893,45.7554
CPV,female,40-44,97392.094,41.0181
CPV,female,45-49,96772.628,36.2642
CPV,female,50-54,95813.24,31.6002
CPV,female,55-59,94458.327,27.0164
CPV,female,60-64,92606.351,22.5031
CPV,female,65-69,89900.006,18.1026
CPV,female,70-74,85267.673,13.9341
CPV,female,75-79,75814.971,10.326
CPV,female,80-84,59140.053,7.4884
CPV,female,85-89,37609.055,5.3149
CPV,female,90-94,17238.306,3.7664
CPV,female,95+,4936.606,2.6956
CPV,male,<1,100000.0,73.0503
CPV,male,1-4,98969.797,72.8093
CPV,male,5-9,98762.97,68.9586
CPV,male,10-14,98680.33,64.0144
CPV,male,15-19,98577.226,59.0785
CPV,male,20-24,98365.306,54.1996
CPV,male,25-29,97902.557,49.4429
CPV,male,30-34,97323.481,44.7221
CPV,male,35-39,96535.25,40.0652
CPV,male,40-44,95235.341,35.5756
CPV,male,45-49,93481.065,31.1943
CPV,male,50-54,91010.804,26.9689
CPV,male,55-59,87517.751,22.9404
CPV,male,60-64,82944.158,19.063
CPV,male,65-69,77629.791,15.1934
CPV,male,70-74,69767.849,11.5996
CPV,male,75-79,56897.221,8.6178
CPV,male,80-84,39171.778,6.3616
CPV,male,85-89,21429.369,4.6008
CPV,male,90-94,8199.995,3.3088
CPV,male,95+,1875.841,2.4211
CRI,female,<1,100000.0,83.5752
CRI,female,1-4,99402.739,83.0766
CRI,female,5-9,99291.218,79.168
CRI,female,10-14,99231.116,74.2145
CRI,female,15-19,99153.508,69.2705
CRI,female,20-24,99022.658,64.3585
CRI,female,25-29,98827.231,59.4805
CRI,female,30-34,98581.165,54.6226
CRI,female,35-39,98282.391,49.7807
CRI,female,40-44,97863.228,44.9826
CRI,female,45-49,97297.133,40.2291
CRI,female,50-54,96495.72,35.5413
CRI,female,55-59,95368.526,30.9301
CRI,female,60-64,93668.486,26.4429
CRI,female,65-69,91039.184,22.1295
CRI,female,70-74,87237.321,17.9797
CRI,female,75-79,81692.599,14.016
CRI,female,80-84,71427.016,10.6386
CRI,female,85-89,56248.214,7.8034
CRI,female,90-94,36895.462,5.5532
CRI,female,95+,17853.894,3.8891
CRI,male,<1,100000.0,78.3681
CRI,male,1-4,99312.827,77.9094
CRI,male,5-9,99204.285,73.9927
CRI,male,10-14,99125.885,69.0493
CRI,male,15-19,99018.923,64.1208
CRI,male,20-24,98614.723,59.3714
CRI,male,25-29,97885.161,54.7949
CRI,male,30-34,97133.038,50.1998
CRI,male,35-39,96354.898,45.5848
CRI,male,40-44,95509.062,40.9659
CRI,male,45-49,94470.072,36.3879
CRI,male,50-54,93132.278,31.873
CRI,male,55-59,91206.599,27.4899
CRI,male,60-64,88432.385,23.2692
CRI,male,65-69,84338.397,19.2701
CRI,male,70-74,78919.241,15.4164
CRI,male,75-79,71603.185,11.716
CRI,male,80-84,58566.642,8.723
CRI,male,85-89,41297.991,6.2999
CRI,male,90-94,22645.382,4.4471
CRI,male,95+,8337.098,3.1242
CUB,female,<1,100000.0,80.6824
CUB,female,1-4,99607.898,79.9994
CUB,female,5-9,99503.711,76.0814
CUB,female,10-14,99438.082,71.13
CUB,female,15-19,99361.318,66.1829
CUB,female,20-24,99225.524,61.2698
CUB,female,25-29,99063.554,56.3658
CUB,female,30-34,98863.452,51.4746
CUB,female,35-39,98581.662,46.6142
CUB,female,40-44,98156.953,41.8043
CUB,female,45-49,97543.255,37.0507
CUB,female,50-54,96600.446,32.3861
CUB,female,55-59,95041.734,27.8728
CUB,female,60-64,92412.835,23.5887
CUB,female,65-69,88186.711,19.5912
CUB,female,70-74,81953.185,15.8801
CUB,female,75-79,73070.253,12.4902
CUB,female,80-84,60803.32,9.4805
CUB,female,85-89,44759.943,6.9522
CUB,female,90-94,26736.974,4.9516
CUB,female,95+,11365.784,3.4569
CUB,male,<1,100000.0,75.8638
CUB,male,1-4,99492.213,75.2503
CUB,male,5-9,99374.959,71.337
CUB,male,10-14,99285.589,66.399
CUB,male,15-19,99178.35,61.4679
CUB,male,20-24,98946.89,56.6052
CUB,male,25-29,98612.122,51.7886
CUB,male,30-34,98203.001,46.9936
CUB,male,35-39,97688.975,42.2272
CUB,male,40-44,96973.226,37.5192
CUB,male,45-49,95873.536,32.9189
CUB,male,50-54,94162.726,28.4682
CUB,male,55-59,91371.356,24.2555
CUB,male,60-64,86935.169,20.3569
CUB,male,65-69,80418.16,16.7929
CUB,male,70-74,71520.228,13.5569
CUB,male,75-79,59967.885,10.6687
CUB,male,80-84,45867.8,8.1604
CUB,male,85-89,30303.344,6.0606
CUB,male,90-94,15771.261,4.4135
CUB,male,95+,5740.453,3.1562
CYP,female,<1,100000.0,83.7996
CYP,female,1-4,99747.025,83.0117
CYP,female,5-9,99706.862,79.0445
CYP,female,10-14,99683.03,74.0628
CYP,female,15-19,99662.906,69.0772
CYP,female,20-24,99626.536,64.1015
CYP,female,25-29,99574.11,59.1338
CYP,female,30-34,99505.426,54.1728
CYP,female,35-39,99404.339,49.2252
CYP,female,40-44,99241.901,44.3014
CYP,female,45-49,98974.47,39.4138
CYP,female,50-54,98515.163,34.5848
CYP,female,55-59,97712.093,29.8467
CYP,female,60-64,96337.467,25.2339
CYP,female,65-69,93931.707,20.8105
CYP,female,70-74,89875.826,16.6275
CYP,female,75-79,82933.082,12.7922
CYP,female,80-84,71332.843,9.4344
CYP,female,85-89,53506.536,6.6972
CYP,female,90-94,31428.985,4.6294
CYP,female,95+,12409.828,3.1253
CYP,male,<1,100000.0,79.8414
CYP,male,1-4,99739.344,79.0497
CYP,male,5-9,99704.7,75.0765
CYP,male,10-14,99677.783,70.0962
CYP,male,15-19,99649.466,65.1153
CYP,male,20-24,99562.113,60.1698
CYP,male,25-29,99420.144,55.2522
CYP,male,30-34,99276.893,50.3282
CYP,male,35-39,99079.327,45.4232
CYP,male,40-44,98757.367,40.5625
CYP,male,45-49,98254.712,35.7564
CYP,male,50-54,97468.712,31.0229
CYP,male,55-59,96074.259,26.4336
CYP,male,60-64,93676.192,22.041
CYP,male,65-69,89600.762,17.92
CYP,male,70-74,82863.008,14.1592
CYP,male,75-79,72520.6,10.7981
CYP,male,80-84,57509.054,7.9308
CYP,male,85-89,38369.03,5.6083
CYP,male,90-94,18935.062,3.8626
CYP,male,95+,5874.96,2.4956
CZE,female,<1,100000.0,82.7469
CZE,female,1-4,99819.36,81.8964
CZE,female,5-9,99773.49,77.9333
CZE,female,10-14,99738.189,72.96
CZE,female,15-19,99701.736,67.9856
CZE,female,20-24,99620.344,63.0389
CZE,female,25-29,99517.602,58.1013
CZE,female,30-34,99403.388,53.1651
CZE,female,35-39,99236.876,48.2498
CZE,female,40-44,98977.48,43.3692
CZE,female,45-49,98582.477,38.5322
CZE,female,50-54,97896.12,33.7834
CZE,female,55-59,96814.183,29.1309
CZE,female,60-64,95042.892,24.6231
CZE,female,65-69,92170.912,20.3068
CZE,female,70-74,87681.743,16.2097
CZE,female,75-79,80581.222,12.402
CZE,female,80-84,69473.997,8.9554
CZE,female,85-89,51696.991,6.1182
CZE,female,90-94,28330.213,4.0717
CZE,female,95+,9295.409,2.7223
CZE,male,<1,100000.0,77.1769
CZE,male,1-4,99761.036,76.3615
CZE,male,5-9,99709.856,72.3998
CZE,male,10-14,99671.932,67.4265
CZE,male,15-19,99628.042,62.455
CZE,male,20-24,99462.328,57.5537
CZE,male,25-29,99157.467,52.7228
CZE,male,30-34,98829.057,47.8896
CZE,male,35-39,98431.56,43.0725
CZE,male,40-44,97901.99,38.2916
CZE,male,45-49,97106.36,33.5834
CZE,male,50-54,95755.019,29.0188
CZE,male,55-59,93477.234,24.6609
CZE,male,60-64,89858.394,20.5449
CZE,male,65-69,83916.794,16.809
CZE,male,70-74,75427.047,13.4048
CZE,male,75-79,63862.088,10.3602
CZE,male,80-84,49614.421,7.5901
CZE,male,85-89,32363.915,5.2736
CZE,male,90-94,15055.481,3.5488
CZE,male,95+,3894.929,2.4211
DEU,female,<1,100000.0,83.8783
DEU,female,1-4,99741.483,83.0953
DEU,female,5-9,99688.752,79.1385
DEU,female,10-14,99659.919,74.1607
DEU,female,15-19,99624.238,69.1863
DEU,female,20-24,99555.772,64.232
DEU,female,25-29,99477.721,59.2804
DEU,female,30-34,99379.104,54.3366
DEU,female,35-39,99221.624,49.4187
DEU,female,40-44,98986.831,44.5295
DEU,female,45-49,98614.768,39.6873
DEU,female,50-54,97977.611,34.9277
DEU,female,55-59,96895.903,30.2874
DEU,female,60-64,95113.564,25.8047
DEU,female,65-69,92361.262,21.4944
DEU,female,70-74,88303.853,17.3602
DEU,female,75-79,82341.054,13.4257
DEU,female,80-84,73345.57,9.7413
DEU,female,85-89,57711.016,6.6465
DEU,female,90-94,34635.73,4.3497
DEU,female,95+,12616.482,2.8345
DEU,male,<1,100000.0,79.214
DEU,male,1-4,99695.614,78.4554
DEU,male,5-9,99632.194,74.5045
DEU,male,10-14,99594.278,69.5319
DEU,male,15-19,99555.146,64.5582
DEU,male,20-24,99424.782,59.639
DEU,male,25-29,99231.516,54.7502
DEU,male,30-34,99014.535,49.8645
DEU,male,35-39,98711.576,45.0095
DEU,male,40-44,98274.198,40.198
DEU,male,45-49,97605.413,35.4551
DEU,male,50-54,96504.014,30.8289
DEU,male,55-59,94607.35,26.3922
DEU,male,60-64,91374.087,22.2307
DEU,male,65-69,86346.77,18.3701
DEU,male,70-74,79337.752,14.762
DEU,male,75-79,70028.116,11.3776
DEU,male,80-84,57587.877,8.268
DEU,male,85-89,40328.101,5.6868
DEU,male,90-94,20464.819,3.7996
DEU,male,95+,5977.913,2.5581
DJI,female,<1,100000.0,68.7409
DJI,female,1-4,96828.696,69.9875
DJI,female,5-9,95591.556,66.8694
DJI,female,10-14,94741.742,62.4493
DJI,female,15-19,94200.844,57.7936
DJI,female,20-24,93464.244,53.228
DJI,female,25-29,92509.918,48.7507
DJI,female,30-34,91398.85,44.3123
DJI,female,35-39,90177.657,39.8782
DJI,female,40-44,88783.097,35.4638
DJI,female,45-49,86973.358,31.148
DJI,female,50-54,84826.981,26.8705
DJI,female,55-59,81836.694,22.7563
DJI,female,60-64,77949.177,18.7608
DJI,female,65-69,72185.815,15.0451
DJI,female,70-74,63628.235,11.7125
DJI,female,75-79,51517.342,8.8497
DJI,female,80-84,36278.678,6.4894
DJI,female,85-89,20147.4,4.7096
DJI,female,90-94,7962.811,3.3952
DJI,female,95+,1915.183,2.4054
DJI,male,<1,100000.0,63.7263
DJI,male,1-4,96091.801,65.3118
DJI,male,5-9,94602.453,62.3096
DJI,male,10-14,93338.916,58.1227
DJI,male,15-19,92560.614,53.5905
DJI,male,20-24,91370.702,49.2527
DJI,male,25-29,89683.961,45.1312
DJI,male,30-34,87957.12,40.968
DJI,male,35-39,86131.884,36.7827
DJI,male,40-44,84136.695,32.5942
DJI,male,45-49,81740.488,28.4744
DJI,male,50-54,78819.435,24.4329
DJI,male,55-59,74775.246,20.613
DJI,male,60-64,69692.591,16.9265
DJI,male,65-69,62569.555,13.5526
DJI,male,70-74,52970.24,10.5366
DJI,male,75-79,40689.408,7.9365
DJI,male,80-84,26604.748,5.8025
DJI,male,85-89,13423.379,4.13
DJI,male,90-94,4469.721,2.8622
DJI,male,95+,762.011,2.0988
DNK,female,<1,100000.0,83.9755
DNK,female,1-4,99752.7,83.1833
DNK,female,5-9,99704.484,79.223
DNK,female,10-14,99685.707,74.2374
DNK,female,15-19,99666.077,69.2515
DNK,female,20-24,99617.589,64.2839
DNK,female,25-29,99552.286,59.3244
DNK,female,30-34,99468.399,54.3722
DNK,female,35-39,99345.244,49.4363
DNK,female,40-44,99144.867,44.5307
DNK,female,45-49,98825.213,39.6661
DNK,female,50-54,98263.593,34.8771
DNK,female,55-59,97217.954,30.2227
DNK,female,60-64,95440.637,25.7352
DNK,female,65-69,92545.114,21.4568
DNK,female,70-74,88334.502,17.3541
DNK,female,75-79,82085.286,13.4713
DNK,female,80-84,72212.75,9.945
DNK,female,85-89,56316.593,6.9982
DNK,female,90-94,34913.118,4.7147
DNK,female,95+,14144.931,3.1255
DNK,male,<1,100000.0,80.2054
DNK,male,1-4,99686.858,79.4569
DNK,male,5-9,99625.204,75.5053
DNK,male,10-14,99603.374,70.5213
DNK,male,15-19,99575.584,65.5402
DNK,male,20-24,99486.186,60.5965
DNK,male,25-29,99318.972,55.6941
DNK,male,30-34,99121.441,50.8
DNK,male,35-39,98874.735,45.9202
DNK,male,40-44,98534.564,41.0697
DNK,male,45-49,98012.54,36.274
DNK,male,50-54,97064.013,31.6017
DNK,male,55-59,95463.967,27.0861
DNK,male,60-64,92666.518,22.8218
DNK,male,65-69,88236.704,18.8341
DNK,male,70-74,81966.426,15.0739
DNK,male,75-79,73246.478,11.5537
DNK,male,80-84,60760.126,8.3842
DNK,male,85-89,42933.594,5.7787
DNK,male,90-94,22227.888,3.8377
DNK,male,95+,6615.561,2.5719
DOM,female,<1,100000.0,77.1045
DOM,female,1-4,97684.838,77.9286
DOM,female,5-9,97082.346,74.4046
DOM,female,10-14,97022.104,69.4495
DOM,female,15-19,96939.445,64.5063
DOM,female,20-24,96733.764,59.6375
DOM,female,25-29,96383.26,54.8448
DOM,female,30-34,95965.628,50.0723
DOM,female,35-39,95403.943,45.3515
DOM,female,40-44,94598.869,40.7151
DOM,female,45-49,93493.027,36.1655
DOM,female,50-54,91917.898,31.7401
DOM,female,55-59,89836.118,27.4154
DOM,female,60-64,87035.861,23.2123
DOM,female,65-69,82726.765,19.2816
DOM,female,70-74,76135.033,15.7213
DOM,female,75-79,66834.705,12.5437
DOM,female,80-84,54512.705,9.7919
DOM,female,85-89,39710.0,7.4923
DOM,female,90-94,24382.775,5.6453
DOM,female,95+,11651.679,4.2263
DOM,male,<1,100000.0,70.663
DOM,male,1-4,97263.078,71.6481
DOM,male,5-9,96630.053,68.1089
DOM,male,10-14,96551.023,63.1631
DOM,male,15-19,96445.004,58.2291
DOM,male,20-24,95883.082,53.5525
DOM,male,25-29,94806.113,49.1318
DOM,male,30-34,93671.53,44.6966
DOM,male,35-39,92544.983,40.21
DOM,male,40-44,91206.477,35.762
DOM,male,45-49,89435.259,31.4182
DOM,male,50-54,86941.376,27.2439
DOM,male,55-59,83632.126,23.2189
DOM,male,60-64,79217.327,19.3665
DOM,male,65-69,72992.468,15.7926
DOM,male,70-74,64166.732,12.6029
DOM,male,75-79,52450.447,9.8381
DOM,male,80-84,38324.734,7.5242
DOM,male,85-89,23626.986,5.6634
DOM,male,90-94,11339.893,4.2299
DOM,male,95+,3821.582,3.1767
DZA,female,<1,100000.0,77.9123
DZA,female,1-4,98485.439,78.1087
DZA,female,5-9,98157.844,74.364
DZA,female,10-14,98017.244,69.4674
DZA,female,15-19,97883.913,64.5584
DZA,female,20-24,97703.916,59.6726
DZA,female,25-29,97501.783,54.791
DZA,female,30-34,97252.97,49.9246
DZA,female,35-39,96925.153,45.0845
DZA,female,40-44,96447.686,40.2946
DZA,female,45-49,95758.076,35.5657
DZA,female,50-54,94770.251,30.9089
DZA,female,55-59,93365.227,26.3344
DZA,female,60-64,91164.663,21.9047
DZA,female,65-69,87500.816,17.7089
DZA,female,70-74,81381.406,13.836
DZA,female,75-79,71070.099,10.4525
DZA,female,80-84,55251.075,7.6891
DZA,female,85-89,35411.806,5.5737
DZA,female,90-94,16886.983,4.0609
DZA,female,95+,5419.821,2.9678
DZA,male,<1,100000.0,75.0962
DZA,male,1-4,98106.733,75.5432
DZA,male,5-9,97754.854,71.8093
DZA,male,10-14,97589.868,66.9268
DZA,male,15-19,97414.489,62.0424
DZA,male,20-24,97124.325,57.2198
DZA,male,25-29,96725.04,52.4454
DZA,male,30-34,96301.884,47.6648
DZA,male,35-39,95847.979,42.8785
DZA,male,40-44,95295.496,38.112
DZA,male,45-49,94546.886,33.3929
DZA,male,50-54,93465.846,28.7483
DZA,male,55-59,91777.458,24.228
DZA,male,60-64,88953.31,19.9106
DZA,male,65-69,84047.724,15.9143
DZA,male,70-74,75797.864,12.3528
DZA,male,75-79,63272.2,9.274
DZA,male,80-84,46041.2,6.7744
DZA,male,85-89,26897.702,4.8182
DZA,male,90-94,10827.301,3.5
DZA,male,95+,2746.336,2.6004
ECU,female,<1,100000.0,80.3049
ECU,female,1-4,99203.522,79.9486
ECU,female,5-9,99003.424,76.1066
ECU,female,10-14,98876.554,71.2012
ECU,female,15-19,98720.414,66.3095
ECU,female,20-24,98467.732,61.473
ECU,female,25-29,98183.733,56.6435
ECU,female,30-34,97872.192,51.8156
ECU,female,35-39,97466.696,47.0203
ECU,female,40-44,96916.267,42.2725
ECU,female,45-49,96189.507,37.5721
ECU,female,50-54,95150.75,32.9533
ECU,female,55-59,93603.254,28.4541
ECU,female,60-64,91296.587,24.1059
ECU,female,65-69,87943.184,19.9243
ECU,female,70-74,83200.023,15.9097
ECU,female,75-79,76065.833,12.1497
ECU,female,80-84,64082.482,8.9156
ECU,female,85-89,46150.29,6.3645
ECU,female,90-94,25778.403,4.4274
ECU,female,95+,9457.164,3.0671
ECU,male,<1,100000.0,74.876
ECU,male,1-4,98835.601,74.7566
ECU,male,5-9,98589.349,70.9389
ECU,male,10-14,98419.914,66.057
ECU,male,15-19,98211.429,61.1913
ECU,male,20-24,97663.584,56.5185
ECU,male,25-29,96760.822,52.0218
ECU,male,30-34,95788.155,47.5246
ECU,male,35-39,94784.191,43.0011
ECU,male,40-44,93644.522,38.4935
ECU,male,45-49,92371.847,33.9885
ECU,male,50-54,90732.167,29.5553
ECU,male,55-59,88464.389,25.2452
ECU,male,60-64,85127.52,21.1309
ECU,male,65-69,80454.401,17.2057
ECU,male,70-74,74012.922,13.4744
ECU,male,75-79,64745.346,10.0208
ECU,male,80-84,50010.678,7.1857
ECU,male,85-89,30859.006,5.0708
ECU,male,90-94,13503.323,3.5302
ECU,male,95+,3468.344,2.4937
EGY,female,<1,100000.0,74.0092
EGY,female,1-4,98793.654,73.9114
EGY,female,5-9,98494.6,70.1313
EGY,female,10-14,98331.072,65.2445
EGY,female,15-19,98218.04,60.3164
EGY,female,20-24,98028.845,55.4279
EGY,female,25-29,97825.101,50.538
EGY,female,30-34,97573.355,45.6617
EGY,female,35-39,97232.757,40.8124
EGY,female,40-44,96756.181,36.0004
EGY,female,45-49,96045.037,31.2472
EGY,female,50-54,94809.165,26.6185
EGY,female,55-59,92410.355,22.2381
EGY,female,60-64,88277.258,18.1533
EGY,female,65-69,81757.553,14.3875
EGY,female,70-74,71934.53,10.9903
EGY,female,75-79,57610.152,8.064
EGY,female,80-84,38715.609,5.7499
EGY,female,85-89,19513.745,3.9968
EGY,female,90-94,6160.787,2.8116
EGY,female,95+,1008.655,2.0312
EGY,male,<1,100000.0,69.6523
EGY,male,1-4,98577.664,69.6555
EGY,male,5-9,98273.975,65.8661
EGY,male,10-14,98057.817,61.0065
EGY,male,15-19,97862.874,56.1223
EGY,male,20-24,97467.354,51.3393
EGY,male,25-29,97006.302,46.5714
EGY,male,30-34,96514.525,41.7957
EGY,male,35-39,95920.035,37.0387
EGY,male,40-44,95157.453,32.3145
EGY,male,45-49,94047.071,27.6644
EGY,male,50-54,92033.559,23.2088
EGY,male,55-59,88011.726,19.1436
EGY,male,60-64,81318.373,15.5002
EGY,male,65-69,71553.983,12.2544
EGY,male,70-74,58317.4,9.4473
EGY,male,75-79,42252.702,7.064
EGY,male,80-84,25191.657,5.1728
EGY,male,85-89,11160.29,3.7024
EGY,male,90-94,3105.535,2.6813
EGY,male,95+,460.86,1.9962
ERI,female,<1,100000.0,70.9443
ERI,female,1-4,97773.955,71.5568
ERI,female,5-9,97072.328,68.0598
ERI,female,10-14,96416.976,63.5069
ERI,female,15-19,95982.8,58.7829
ERI,female,20-24,95349.976,54.1551
ERI,female,25-29,94510.258,49.6136
ERI,female,30-34,93528.536,45.1075
ERI,female,35-39,92454.01,40.6024
ERI,female,40-44,91220.863,36.1161
ERI,female,45-49,89570.281,31.7339
ERI,female,50-54,87575.973,27.3972
ERI,female,55-59,84734.436,23.2277
ERI,female,60-64,81022.758,19.1719
ERI,female,65-69,75444.061,15.3912
ERI,female,70-74,67030.112,11.9901
ERI,female,75-79,54905.22,9.0571
ERI,female,80-84,39285.192,6.6343
ERI,female,85-89,22286.953,4.8031
ERI,female,90-94,9040.164,3.4501
ERI,female,95+,2237.154,2.4361
ERI,male,<1,100000.0,66.7594
ERI,male,1-4,97043.013,67.7898
ERI,male,5-9,96165.937,64.3896
ERI,male,10-14,95255.275,59.9833
ERI,male,15-19,94659.294,55.3452
ERI,male,20-24,93656.2,50.9082
ERI,male,25-29,92226.011,46.6585
ERI,male,30-34,90761.127,42.3709
ERI,male,35-39,89201.12,38.0678
ERI,male,40-44,87496.061,33.7597
ERI,male,45-49,85423.125,29.5165
ERI,male,50-54,82848.269,25.3522
ERI,male,55-59,79132.28,21.4194
ERI,male,60-64,74395.176,17.6173
ERI,male,65-69,67550.287,14.1332
ERI,male,70-74,58075.977,11.0127
ERI,male,75-79,45639.573,8.3051
ERI,male,80-84,30819.857,6.0789
ERI,male,85-89,16240.385,4.341
ERI,male,90-94,5778.709,3.0889
ERI,male,95+,1161.472,2.1661
ESP,female,<1,100000.0,86.4356
ESP,female,1-4,99803.384,85.6056
ESP,female,5-9,99746.789,81.6534
ESP,female,10-14,99723.797,76.6717
ESP,female,15-19,99693.401,71.6942
ESP,female,20-24,99643.779,66.7286
ESP,female,25-29,99580.188,61.7696
ESP,female,30-34,99505.238,56.8142
ESP,female,35-39,99402.915,51.8699
ESP,female,40-44,99236.056,46.9526
ESP,female,45-49,98952.549,42.0793
ESP,female,50-54,98448.208,37.2809
ESP,female,55-59,97602.633,32.5806
ESP,female,60-64,96310.761,27.9821
ESP,female,65-69,94492.873,23.4699
ESP,female,70-74,91947.935,19.0461
ESP,female,75-79,87973.708,14.7842
ESP,female,80-84,80797.818,10.8526
ESP,female,85-89,67203.821,7.493
ESP,female,90-94,44666.6,4.9377
ESP,female,95+,19399.958,3.1996
ESP,male,<1,100000.0,81.1027
ESP,male,1-4,99757.426,80.2996
ESP,male,5-9,99684.808,76.3571
ESP,male,10-14,99654.007,71.38
ESP,male,15-19,99615.243,66.4067
ESP,male,20-24,99522.521,61.4659
ESP,male,25-29,99376.168,56.5526
ESP,male,30-34,99195.473,51.6509
ESP,male,35-39,98972.014,46.7617
ESP,male,40-44,98670.011,41.8967
ESP,male,45-49,98190.058,37.0882
ESP,male,50-54,97282.635,32.4083
ESP,male,55-59,95601.809,27.9303
ESP,male,60-64,92884.401,23.6693
ESP,male,65-69,88841.744,19.626
ESP,male,70-74,83134.189,15.7924
ESP,male,75-79,75117.649,12.1962
ESP,male,80-84,63436.575,8.9521
ESP,male,85-89,46594.994,6.2391
ESP,male,90-94,25960.03,4.1918
ESP,male,95+,8876.035,2.8222
EST,female,<1,100000.0,83.1693
EST,female,1-4,99868.811,82.2784
EST,female,5-9,99821.17,78.3168
EST,female,10-14,99773.213,73.3535
EST,female,15-19,99700.185,68.4052
EST,female,20-24,99555.969,63.5004
EST,female,25-29,99409.78,58.5901
EST,female,30-34,99230.92,53.6906
EST,female,35-39,98958.672,48.8309
EST,female,40-44,98615.419,43.9922
EST,female,45-49,98115.441,39.2026
EST,female,50-54,97393.508,34.4734
EST,female,55-59,96137.444,29.8889
EST,female,60-64,94356.223,25.4021
EST,female,65-69,91529.753,21.1051
EST,female,70-74,87316.752,16.9937
EST,female,75-79,80813.534,13.1486
EST,female,80-84,70951.153,9.5975
EST,female,85-89,54686.605,6.6597
EST,female,90-94,32400.458,4.4839
EST,female,95+,12206.581,3.012
EST,male,<1,100000.0,75.1244
EST,male,1-4,99804.672,74.2712
EST,male,5-9,99729.127,70.326
EST,male,10-14,99667.823,65.3679
EST,male,15-19,99607.474,60.4058
EST,male,20-24,99374.563,55.5407
EST,male,25-29,99062.602,50.7077
EST,male,30-34,98585.618,45.9403
EST,male,35-39,97856.172,41.2635
EST,male,40-44,96932.946,36.6319
EST,male,45-49,95619.662,32.0984
EST,male,50-54,93631.321,27.7251
EST,male,55-59,90434.214,23.6078
EST,male,60-64,85527.566,19.8103
EST,male,65-69,78385.671,16.3749
EST,male,70-74,68897.112,13.2728
EST,male,75-79,57161.31,10.4714
EST,male,80-84,43684.046,7.9166
EST,male,85-89,28737.18,5.7243
EST,male,90-94,14354.05,4.0174
EST,male,95+,4569.607,2.8126
ETH,female,<1,100000.0,71.0212
ETH,female,1-4,97258.543,72.0194
ETH,female,5-9,96270.1,68.741
ETH,female,10-14,95731.568,64.1153
ETH,female,15-19,95347.594,59.3632
ETH,female,20-24,94786.257,54.6989
ETH,female,25-29,94030.601,50.1178
ETH,female,30-34,93145.595,45.5697
ETH,female,35-39,92179.885,41.0207
ETH,female,40-44,91066.736,36.4902
ETH,female,45-49,89543.037,32.0669
ETH,female,50-54,87676.541,27.694
ETH,female,55-59,84976.245,23.4902
ETH,female,60-64,81436.09,19.3976
ETH,female,65-69,76065.753,15.5774
ETH,female,70-74,67880.68,12.1353
ETH,female,75-79,55951.457,9.1608
ETH,female,80-84,40369.349,6.7003
ETH,female,85-89,23135.715,4.8392
ETH,female,90-94,9483.665,3.4647
ETH,female,95+,2366.194,2.4356
ETH,male,<1,100000.0,64.3549
ETH,male,1-4,96385.728,65.7626
ETH,male,5-9,95126.391,62.607
ETH,male,10-14,93929.34,58.376
ETH,male,15-19,93180.856,53.8249
