age,sex,country,population
25-29,female,CZE,308887.0
30-34,female,CZE,335649.0
35-39,female,CZE,355984.0
40-44,female,CZE,439144.0
45-49,female,CZE,403263.0
50-54,female,CZE,333696.0
55-59,female,CZE,322940.0
60-64,female,CZE,333515.0
65-69,female,CZE,362550.0
70-74,female,CZE,337015.0
75-79,female,CZE,240561.0
80-84,female,CZE,147884.0
85-89,female,CZE,95966.0
90-94,female,CZE,39083.0
95+,female,CZE,8610.0
all-a,female,CZE,5353640.0
<1,male,CZE,57771.4
1-4,male,CZE,231085.6
5-9,male,CZE,284495.0
10-14,male,CZE,290344.0
15-19,male,CZE,247555.0
20-24,male,CZE,247749.0
25-29,male,CZE,330660.0
30-34,male,CZE,358546.0
35-39,male,CZE,381258.0
40-44,male,CZE,465825.0
45-49,male,CZE,425530.0
50-54,male,CZE,346187.0
55-59,male,CZE,325506.0
60-64,male,CZE,315290.0
65-69,male,CZE,315302.0
70-74,male,CZE,265206.0
75-79,male,CZE,167183.0
80-84,male,CZE,85968.0
85-89,male,CZE,45913.0
90-94,male,CZE,14304.0
95+,male,CZE,2124.0
all-a,male,CZE,5203802.0
<1,female,DEU,388222.60000000003
1-4,female,DEU,1552890.4
5-9,female,DEU,1824298.0
10-14,female,DEU,1810589.0
15-19,female,DEU,1913546.0
20-24,female,DEU,2209059.0
25-29,female,DEU,2453215.0
30-34,female,DEU,2679314.0
35-39,female,DEU,2619932.0
40-44,female,DEU,2458545.0
45-49,female,DEU,2641507.0
50-54,female,DEU,3344521.0
55-59,female,DEU,3376373.0
60-64,female,DEU,2878215.0
65-69,female,DEU,2552754.0
70-74,female,DEU,1968589.0
75-79,female,DEU,2144014.0
80-84,female,DEU,1920875.0
85-89,female,DEU,998060.0
90-94,female,DEU,472304.0
95+,female,DEU,130529.0
all-a,female,DEU,42337352.0
<1,male,DEU,408754.0
1-4,male,DEU,1635016.0
5-9,male,DEU,1927753.0
10-14,male,DEU,1918865.0
15-19,male,DEU,2053973.0
20-24,male,DEU,2436467.0
25-29,male,DEU,2650678.0
30-34,male,DEU,2843144.0
35-39,male,DEU,2695872.0
40-44,male,DEU,2491739.0
45-49,male,DEU,2669587.0
50-54,male,DEU,3401818.0
55-59,male,DEU,3383095.0
60-64,male,DEU,2791615.0
65-69,male,DEU,2320548.0
70-74,male,DEU,1737079.0
75-79,male,DEU,1747546.0
80-84,male,DEU,1377551.0
85-89,male,DEU,579605.0
90-94,male,DEU,196318.0
95+,male,DEU,30432.0
all-a,male,DEU,41297455.0
<1,female,DJI,11277.2
1-4,female,DJI,45108.8
5-9,female,DJI,56223.0
10-14,female,DJI,57020.0
15-19,female,DJI,57568.0
20-24,female,DJI,50803.0
25-29,female,DJI,46893.0
30-34,female,DJI,41565.0
35-39,female,DJI,37728.0
40-44,female,DJI,34959.0
45-49,female,DJI,30217.0
50-54,female,DJI,24091.0
55-59,female,DJI,18485.0
60-64,female,DJI,13910.0
65-69,female,DJI,10394.0
70-74,female,DJI,8019.0
75-79,female,DJI,4816.0
80-84,female,DJI,2436.0
85-89,female,DJI,918.0
90-94,female,DJI,228.0
95+,female,DJI,33.0
all-a,female,DJI,552692.0
<1,male,DJI,11595.800000000001
1-4,male,DJI,46383.2
5-9,male,DJI,57494.0
10-14,male,DJI,58069.0
15-19,male,DJI,58379.0
20-24,male,DJI,51129.0
25-29,male,DJI,46889.0
30-34,male,DJI,41194.0
35-39,male,DJI,36853.0
40-44,male,DJI,33680.0
45-49,male,DJI,28768.0
50-54,male,DJI,22592.0
55-59,male,DJI,16999.0
60-64,male,DJI,12440.0
65-69,male,DJI,8949.0
70-74,male,DJI,6668.0
75-79,male,DJI,3785.0
80-84,male,DJI,1771.0
85-89,male,DJI,598.0
90-94,male,DJI,118.0
95+,male,DJI,12.0
all-a,male,DJI,544366.0
<1,female,DNK,29918.800000000003
1-4,female,DNK,119675.2
5-9,female,DNK,149469.0
10-14,female,DNK,164873.0
15-19,female,DNK,167633.0
20-24,female,DNK,186932.0
25-29,female,DNK,196401.0
30-34,female,DNK,175503.0
35-39,female,DNK,162473.0
40-44,female,DNK,181666.0
45-49,female,DNK,195740.0
50-54,female,DNK,204381.0
55-59,female,DNK,193717.0
60-64,female,DNK,173704.0
65-69,female,DNK,163540.0
70-74,female,DNK,168087.0
75-79,female,DNK,128222.00000000001
80-84,female,DNK,83184.0
85-89,female,DNK,48654.0
90-94,female,DNK,23974.0
95+,female,DNK,8343.0
all-a,female,DNK,2926090.0
<1,male,DNK,31655.800000000003
1-4,male,DNK,126623.2
5-9,male,DNK,157122.0
10-14,male,DNK,173745.0
15-19,male,DNK,175644.0
20-24,male,DNK,194952.0
25-29,male,DNK,204408.0
30-34,male,DNK,182829.0
35-39,male,DNK,165975.0
40-44,male,DNK,182495.0
45-49,male,DNK,196143.0
50-54,male,DNK,207531.0
55-59,male,DNK,194814.0
60-64,male,DNK,170656.0
65-69,male,DNK,155727.0
70-74,male,DNK,156456.0
75-79,male,DNK,111610.0
80-84,male,DNK,64671.00000000001
85-89,male,DNK,30775.0
90-94,male,DNK,10837.0
95+,male,DNK,2185.0
all-a,male,DNK,2896854.0
<1,female,DOM,100707.20000000001
1-4,female,DOM,402828.8
5-9,female,DOM,504723.0
10-14,female,DOM,484073.0
15-19,female,DOM,488796.0
20-24,female,DOM,469321.0
25-29,female,DOM,456830.0
30-34,female,DOM,412398.0
35-39,female,DOM,374622.0
40-44,female,DOM,342107.0
45-49,female,DOM,309818.0
50-54,female,DOM,278292.0
55-59,female,DOM,250527.0
60-64,female,DOM,208608.0
65-69,female,DOM,152877.0
70-74,female,DOM,101437.0
75-79,female,DOM,65703.0
80-84,female,DOM,46873.0
85-89,female,DOM,27194.0
90-94,female,DOM,12486.0
95+,female,DOM,5434.0
all-a,female,DOM,5495655.0
<1,male,DOM,104621.20000000001
1-4,male,DOM,418484.8
5-9,male,DOM,525139.0
10-14,male,DOM,504718.0
15-19,male,DOM,508218.0
20-24,male,DOM,484871.0
25-29,male,DOM,466580.0
30-34,male,DOM,416613.0
35-39,male,DOM,375624.0
40-44,male,DOM,338938.0
45-49,male,DOM,301379.0
50-54,male,DOM,264606.0
55-59,male,DOM,232912.0
60-64,male,DOM,188781.0
65-69,male,DOM,134401.0
70-74,male,DOM,84982.0
75-79,male,DOM,50189.0
80-84,male,DOM,30831.0
85-89,male,DOM,14467.0
90-94,male,DOM,5070.0
95+,male,DOM,1493.0
all-a,male,DOM,5452918.0
<1,female,DZA,493362.0
1-4,female,DZA,1973448.0
5-9,female,DZA,2268355.0
10-14,female,DZA,1841758.0
15-19,female,DZA,1450962.0
20-24,female,DZA,1462994.0
25-29,female,DZA,1683074.0
30-34,female,DZA,1810698.0
35-39,female,DZA,1756750.0
40-44,female,DZA,1492921.0
45-49,female,DZA,1253218.0
50-54,female,DZA,1062143.0
55-59,female,DZA,835589.0
60-64,female,DZA,663002.0
65-69,female,DZA,514397.00000000006
70-74,female,DZA,336774.0
75-79,female,DZA,228418.0
80-84,female,DZA,149818.0
85-89,female,DZA,70221.0
90-94,female,DZA,19927.0
95+,female,DZA,3841.0
all-a,female,DZA,21371670.0
<1,male,DZA,513630.2
1-4,male,DZA,2054520.8
5-9,male,DZA,2365920.0
10-14,male,DZA,1927874.0
15-19,male,DZA,1512020.0
20-24,male,DZA,1549524.0
25-29,male,DZA,1801671.0
30-34,male,DZA,1914256.0
35-39,male,DZA,1863396.0
40-44,male,DZA,1577099.0
45-49,male,DZA,1314860.0
50-54,male,DZA,1114664.0
55-59,male,DZA,883620.0
60-64,male,DZA,686871.0
65-69,male,DZA,531490.0
70-74,male,DZA,315219.0
75-79,male,DZA,197433.0
80-84,male,DZA,121578.0
85-89,male,DZA,52497.0
90-94,male,DZA,13398.0
95+,male,DZA,2209.0
all-a,male,DZA,22313750.0
<1,female,ECU,143975.80000000002
1-4,female,ECU,575903.2
5-9,female,ECU,774873.0
10-14,female,ECU,780844.0
15-19,female,ECU,774816.0
20-24,female,ECU,777668.0
25-29,female,ECU,746010.0
30-34,female,ECU,686581.0
35-39,female,ECU,631264.0
40-44,female,ECU,555214.0
45-49,female,ECU,489569.0
50-54,female,ECU,426649.0
55-59,female,ECU,362885.0
60-64,female,ECU,302443.0
65-69,female,ECU,248714.0
70-74,female,ECU,188080.0
75-79,female,ECU,132879.0
80-84,female,ECU,82470.0
85-89,female,ECU,43419.0
90-94,female,ECU,16665.0
95+,female,ECU,4346.0
all-a,female,ECU,8745268.0
<1,male,ECU,150194.80000000002
1-4,male,ECU,600779.2
5-9,male,ECU,807695.0
10-14,male,ECU,813337.0
15-19,male,ECU,804439.0
20-24,male,ECU,800734.0
25-29,male,ECU,761338.0
30-34,male,ECU,695672.0
35-39,male,ECU,630895.0
40-44,male,ECU,548926.0
45-49,male,ECU,479233.0
50-54,male,ECU,411387.0
55-59,male,ECU,344457.0
60-64,male,ECU,281774.0
65-69,male,ECU,226546.0
70-74,male,ECU,165893.0
75-79,male,ECU,110529.0
80-84,male,ECU,60250.0
85-89,male,ECU,25287.0
90-94,male,ECU,7092.0
95+,male,ECU,1279.0
all-a,male,ECU,8727737.0
<1,female,EGY,1255237.6
1-4,female,EGY,5020950.4
5-9,female,EGY,6203675.0
10-14,female,EGY,5315363.0
15-19,female,EGY,4790133.0
20-24,female,EGY,4388892.0
25-29,female,EGY,4215592.0
30-34,female,EGY,4183131.0000000005
35-39,female,EGY,3691332.0
40-44,female,EGY,3133119.0
45-49,female,EGY,2644940.0
50-54,female,EGY,2307384.0
55-59,female,EGY,2007381.0
60-64,female,EGY,1647144.0
65-69,female,EGY,1242092.0
70-74,female,EGY,842666.0
75-79,female,EGY,445778.0
80-84,female,EGY,242451.0
85-89,female,EGY,96852.0
90-94,female,EGY,20668.0
95+,female,EGY,2253.0
all-a,female,EGY,53697034.0
<1,male,EGY,1315576.6
1-4,male,EGY,5262306.4
5-9,male,EGY,6504788.0
10-14,male,EGY,5571349.0
15-19,male,EGY,5002472.0
20-24,male,EGY,4605177.0
25-29,male,EGY,4410944.0
30-34,male,EGY,4295579.0
35-39,male,EGY,3798418.0
40-44,male,EGY,3253859.0
45-49,male,EGY,2763792.0
50-54,male,EGY,2367763.0
55-59,male,EGY,1958627.0
60-64,male,EGY,1493649.0
65-69,male,EGY,1027349.9999999999
70-74,male,EGY,636846.0
75-79,male,EGY,295004.0
80-84,male,EGY,139805.0
85-89,male,EGY,49052.0
90-94,male,EGY,9240.0
95+,male,EGY,965.0
all-a,male,EGY,54762562.0
<1,female,ERI,44094.200000000004
1-4,female,ERI,176376.8
5-9,female,ERI,221408.0
10-14,female,ERI,216207.0
15-19,female,ERI,190414.0
20-24,female,ERI,159641.0
25-29,female,ERI,116220.0
30-34,female,ERI,94376.0
35-39,female,ERI,77563.0
40-44,female,ERI,74839.0
45-49,female,ERI,66008.0
50-54,female,ERI,57482.0
55-59,female,ERI,47395.0
60-64,female,ERI,36357.0
65-69,female,ERI,27816.0
70-74,female,ERI,22008.0
75-79,female,ERI,15001.0
80-84,female,ERI,7696.0
85-89,female,ERI,2823.0
90-94,female,ERI,601.0
95+,female,ERI,36.0
all-a,female,ERI,1654362.0
<1,male,ERI,45108.200000000004
1-4,male,ERI,180432.8
5-9,male,ERI,225542.0
10-14,male,ERI,219351.0
15-19,male,ERI,192998.0
20-24,male,ERI,161961.0
25-29,male,ERI,117274.0
30-34,male,ERI,92944.0
35-39,male,ERI,73478.0
40-44,male,ERI,66798.0
45-49,male,ERI,57497.0
50-54,male,ERI,48925.0
55-59,male,ERI,39213.0
60-64,male,ERI,28894.0
65-69,male,ERI,21130.0
70-74,male,ERI,17441.0
75-79,male,ERI,11406.0
80-84,male,ERI,5372.0
85-89,male,ERI,1704.0
90-94,male,ERI,236.0
95+,male,ERI,3.0
all-a,male,ERI,1607708.0
<1,female,ESP,194651.6
1-4,female,ESP,778606.4
5-9,female,ESP,1120965.0
10-14,female,ESP,1218553.0
15-19,female,ESP,1157342.0
20-24,female,ESP,1157645.0
25-29,female,ESP,1283090.0
30-34,female,ESP,1426673.0
35-39,female,ESP,1672375.0
40-44,female,ESP,1948090.0
45-49,female,ESP,1914141.0
50-54,female,ESP,1861110.0
55-59,female,ESP,1748114.0
60-64,female,ESP,1512733.0
65-69,female,ESP,1270094.0
70-74,female,ESP,1198429.0
75-79,female,ESP,981124.0
80-84,female,ESP,766630.0
85-89,female,ESP,637788.0
90-94,female,ESP,301264.0
95+,female,ESP,89847.0
all-a,female,ESP,24239265.0
<1,male,ESP,206091.60000000003
1-4,male,ESP,824366.4000000001
5-9,male,ESP,1191432.0
10-14,male,ESP,1293025.0
15-19,male,ESP,1233472.0
20-24,male,ESP,1212900.0
25-29,male,ESP,1316249.0
30-34,male,ESP,1435909.0
35-39,male,ESP,1698341.0
40-44,male,ESP,2010919.0
45-49,male,ESP,1968723.0
50-54,male,ESP,1860378.0
55-59,male,ESP,1691690.0
60-64,male,ESP,1426372.0
65-69,male,ESP,1159946.0
70-74,male,ESP,1029464.9999999999
75-79,male,ESP,784292.0
80-84,male,ESP,524473.0
85-89,male,ESP,367976.0
90-94,male,ESP,133427.0
95+,male,ESP,28360.0
all-a,male,ESP,23397807.0
<1,female,EST,6891.6
1-4,female,EST,27566.4
5-9,female,EST,35512.0
10-14,female,EST,36283.0
15-19,female,EST,30701.0
20-24,female,EST,30694.0
25-29,female,EST,38958.0
30-34,female,EST,47901.0
35-39,female,EST,45758.0
40-44,female,EST,44080.0
45-49,female,EST,45307.0
50-54,female,EST,42693.0
55-59,female,EST,46041.0
60-64,female,EST,47345.0
65-69,female,EST,45393.0
70-74,female,EST,38893.0
75-79,female,EST,32226.0
80-84,female,EST,30295.0
85-89,female,EST,17491.0
90-94,female,EST,7850.0
95+,female,EST,1698.0
all-a,female,EST,699577.0
<1,male,EST,7355.400000000001
1-4,male,EST,29421.6
5-9,male,EST,37266.0
10-14,male,EST,38406.0
15-19,male,EST,32216.0
20-24,male,EST,32357.0
25-29,male,EST,42724.0
30-34,male,EST,53364.0
35-39,male,EST,49329.0
40-44,male,EST,46981.0
45-49,male,EST,46427.0
50-54,male,EST,41120.0
55-59,male,EST,41599.0
60-64,male,EST,38391.0
65-69,male,EST,32107.999999999996
70-74,male,EST,23816.0
75-79,male,EST,16407.0
80-84,male,EST,12166.0
85-89,male,EST,5636.0
90-94,male,EST,1898.0
95+,male,EST,292.0
all-a,male,EST,629280.0
<1,female,ETH,1710290.4000000001
1-4,female,ETH,6841161.6
5-9,female,ETH,7558894.0
10-14,female,ETH,7284327.0
15-19,female,ETH,6643052.0
20-24,female,ETH,5793417.0
25-29,female,ETH,4852659.0
30-34,female,ETH,3824279.0
35-39,female,ETH,2960227.0
40-44,female,ETH,2543421.0
45-49,female,ETH,2136000.0
50-54,female,ETH,1832636.0
55-59,female,ETH,1461952.0
60-64,female,ETH,1064990.0
65-69,female,ETH,766365.0
70-74,female,ETH,583994.0
75-79,female,ETH,357884.0
80-84,female,ETH,178532.0
85-89,female,ETH,65081.0
90-94,female,ETH,15738.0
95+,female,ETH,2298.0
all-a,female,ETH,58477198.0
<1,male,ETH,1786514.2000000002
1-4,male,ETH,7146056.8
5-9,male,ETH,7848098.0
10-14,male,ETH,7516316.0
15-19,male,ETH,6797430.0
20-24,male,ETH,5908717.0
25-29,male,ETH,4932899.0
30-34,male,ETH,3871904.0
35-39,male,ETH,2971321.0
40-44,male,ETH,2494039.0
45-49,male,ETH,1999223.0
50-54,male,ETH,1667022.0
55-59,male,ETH,1318723.0
60-64,male,ETH,949480.0
65-69,male,ETH,665359.0
70-74,male,ETH,485139.0
75-79,male,ETH,279538.0
80-84,male,ETH,129663.99999999999
85-89,male,ETH,43901.0
90-94,male,ETH,8850.0
95+,male,ETH,987.0
all-a,male,ETH,58821181.0
<1,female,FIN,25008.4
1-4,female,FIN,100033.6
5-9,female,FIN,149635.0
10-14,female,FIN,151113.0
15-19,female,FIN,144438.0
20-24,female,FIN,152268.0
25-29,female,FIN,172591.0
30-34,female,FIN,169651.0
35-39,female,FIN,174660.0
40-44,female,FIN,168547.0
45-49,female,FIN,154394.0
50-54,female,FIN,176606.0
55-59,female,FIN,185157.0
60-64,female,FIN,183336.0
65-69,female,FIN,185690.0
70-74,female,FIN,186046.0
75-79,female,FIN,118194.0
80-84,female,FIN,96235.0
85-89,female,FIN,63032.0
90-94,female,FIN,31694.0
95+,female,FIN,8705.0
all-a,female,FIN,2797034.0
<1,male,FIN,26177.2
1-4,male,FIN,104708.8
5-9,male,FIN,156655.0
10-14,male,FIN,157711.0
15-19,male,FIN,152227.0
20-24,male,FIN,161683.0
25-29,male,FIN,183100.0
30-34,male,FIN,181111.0
35-39,male,FIN,186130.0
40-44,male,FIN,177939.0
45-49,male,FIN,159977.0
50-54,male,FIN,179183.0
55-59,male,FIN,183721.0
60-64,male,FIN,176287.0
65-69,male,FIN,171275.0
70-74,male,FIN,163711.0
75-79,male,FIN,93986.0
80-84,male,FIN,65061.00000000001
85-89,male,FIN,33718.0
90-94,male,FIN,11883.0
95+,male,FIN,2067.0
all-a,male,FIN,2728311.0
<1,female,FJI,8543.2
1-4,female,FJI,34172.8
5-9,female,FJI,43326.0
10-14,female,FJI,42579.0
15-19,female,FJI,38729.0
20-24,female,FJI,37811.0
25-29,female,FJI,37348.0
30-34,female,FJI,35518.0
35-39,female,FJI,34687.0
40-44,female,FJI,29195.0
45-49,female,FJI,23824.0
50-54,female,FJI,23772.0
55-59,female,FJI,21881.0
60-64,female,FJI,17232.0
65-69,female,FJI,12228.0
70-74,female,FJI,8890.0
75-79,female,FJI,5441.0
80-84,female,FJI,2814.0
85-89,female,FJI,1071.0
90-94,female,FJI,272.0
95+,female,FJI,36.0
all-a,female,FJI,459370.0
<1,male,FJI,8989.4
1-4,male,FJI,35957.6
5-9,male,FJI,44117.0
10-14,male,FJI,42283.0
15-19,male,FJI,38371.0
20-24,male,FJI,37811.0
25-29,male,FJI,37692.0
30-34,male,FJI,35847.0
35-39,male,FJI,34902.0
40-44,male,FJI,29578.0
45-49,male,FJI,24304.0
50-54,male,FJI,23726.0
55-59,male,FJI,21339.0
60-64,male,FJI,16044.0
65-69,male,FJI,10460.0
70-74,male,FJI,6805.0
75-79,male,FJI,3724.0
80-84,male,FJI,1660.0
85-89,male,FJI,520.0
90-94,male,FJI,95.0
95+,male,FJI,6.0
all-a,male,FJI,454231.0
<1,female,FRA,346202.0
1-4,female,FRA,1384808.0
5-9,female,FRA,1914009.0
10-14,female,FRA,1983712.0
15-19,female,FRA,1959623.0
20-24,female,FRA,1894707.0
25-29,female,FRA,1852389.0
30-34,female,FRA,2007495.0
35-39,female,FRA,2071783.0
40-44,female,FRA,2038043.0
45-49,female,FRA,2228997.0
50-54,female,FRA,2201107.0
55-59,female,FRA,2207444.0
60-64,female,FRA,2126722.0
65-69,female,FRA,2049076.0
70-74,female,FRA,1848159.0
75-79,female,FRA,1200512.0
80-84,female,FRA,1085780.0
85-89,female,FRA,878902.0
90-94,female,FRA,484338.0
95+,female,FRA,173722.0
all-a,female,FRA,33937530.0
<1,male,FRA,362825.0
1-4,male,FRA,1451300.0
5-9,male,FRA,2006678.0
10-14,male,FRA,2083775.0
15-19,male,FRA,2071195.0000000002
20-24,male,FRA,1964888.0
25-29,male,FRA,1851192.0
30-34,male,FRA,1932468.0
35-39,male,FRA,1986522.0
40-44,male,FRA,2019079.0
45-49,male,FRA,2188914.0
50-54,male,FRA,2099723.0
55-59,male,FRA,2081525.0
60-64,male,FRA,1942140.0
65-69,male,FRA,1812735.0
70-74,male,FRA,1585833.0
75-79,male,FRA,962153.0
80-84,male,FRA,755180.0
85-89,male,FRA,483771.0
90-94,male,FRA,192422.0
95+,male,FRA,44944.0
all-a,male,FRA,31879262.0
<1,female,GAB,31676.800000000003
1-4,female,GAB,126707.2
5-9,female,GAB,141958.0
10-14,female,GAB,120109.0
15-19,female,GAB,103583.0
20-24,female,GAB,94460.0
25-29,female,GAB,92948.0
30-34,female,GAB,87167.0
35-39,female,GAB,75586.0
40-44,female,GAB,61247.0
45-49,female,GAB,48637.0
50-54,female,GAB,38397.0
55-59,female,GAB,30533.0
60-64,female,GAB,23797.0
65-69,female,GAB,18452.0
70-74,female,GAB,13160.0
75-79,female,GAB,8771.0
80-84,female,GAB,5298.0
85-89,female,GAB,2502.0
90-94,female,GAB,845.0
95+,female,GAB,213.0
all-a,female,GAB,1126047.0
<1,male,GAB,32087.800000000003
1-4,male,GAB,128351.2
5-9,male,GAB,143299.0
10-14,male,GAB,120617.0
15-19,male,GAB,104111.0
20-24,male,GAB,97056.0
25-29,male,GAB,99577.0
30-34,male,GAB,96889.0
35-39,male,GAB,85441.0
40-44,male,GAB,69221.0
45-49,male,GAB,54029.0
50-54,male,GAB,41347.0
55-59,male,GAB,31525.0
60-64,male,GAB,23355.0
65-69,male,GAB,17004.0
70-74,male,GAB,11629.0
75-79,male,GAB,7280.0
80-84,male,GAB,4082.0
85-89,male,GAB,1766.0
90-94,male,GAB,549.0
95+,male,GAB,150.0
all-a,male,GAB,1169366.0
<1,female,GBR,374537.80000000005
1-4,female,GBR,1498151.2
5-9,female,GBR,2046780.0
10-14,female,GBR,1979332.0
15-19,female,GBR,1812504.0
20-24,female,GBR,2027680.0
25-29,female,GBR,2227304.0
30-34,female,GBR,2242041.0
35-39,female,GBR,2264849.0
40-44,female,GBR,2083797.9999999998
45-49,female,GBR,2244159.0
50-54,female,GBR,2371946.0
55-59,female,GBR,2226137.0
60-64,female,GBR,1993018.0
65-69,female,GBR,1781904.0
70-74,female,GBR,1736169.0
75-79,female,GBR,1280856.0
80-84,female,GBR,961905.0
85-89,female,GBR,624921.0
90-94,female,GBR,311080.0
95+,female,GBR,106323.0
all-a,female,GBR,34195395.0
<1,male,GBR,394903.60000000003
1-4,male,GBR,1579614.4
5-9,male,GBR,2150951.0
10-14,male,GBR,2081244.0000000002
15-19,male,GBR,1915599.0
20-24,male,GBR,2151975.0
25-29,male,GBR,2302624.0
30-34,male,GBR,2220706.0
35-39,male,GBR,2218070.0
40-44,male,GBR,2059516.9999999998
45-49,male,GBR,2182472.0
50-54,male,GBR,2205962.0
55-59,male,GBR,2075621.9999999998
60-64,male,GBR,1861780.0
65-69,male,GBR,1620244.0
70-74,male,GBR,1601606.0
75-79,male,GBR,1077240.0
80-84,male,GBR,769828.0
85-89,male,GBR,420468.0
90-94,male,GBR,160637.0
95+,male,GBR,35430.0
all-a,male,GBR,33086493.0
<1,female,GEO,26977.4
1-4,female,GEO,107909.6
5-9,female,GEO,134513.0
10-14,female,GEO,115510.0
15-19,female,GEO,100105.0
20-24,female,GEO,107062.0
25-29,female,GEO,132151.0
30-34,female,GEO,145374.0
35-39,female,GEO,137348.0
40-44,female,GEO,129009.99999999999
45-49,female,GEO,126256.0
50-54,female,GEO,126936.0
55-59,female,GEO,145165.0
60-64,female,GEO,132246.0
65-69,female,GEO,113055.0
70-74,female,GEO,83057.0
75-79,female,GEO,60948.0
80-84,female,GEO,62379.0
85-89,female,GEO,28894.0
90-94,female,GEO,11374.0
95+,female,GEO,2384.0
all-a,female,GEO,2028654.0
<1,male,GEO,28856.800000000003
1-4,male,GEO,115427.2
5-9,male,GEO,143136.0
10-14,male,GEO,121777.0
15-19,male,GEO,107129.0
20-24,male,GEO,112015.0
25-29,male,GEO,129631.0
30-34,male,GEO,139469.0
35-39,male,GEO,128406.0
40-44,male,GEO,115420.0
45-49,male,GEO,109806.0
50-54,male,GEO,104601.0
55-59,male,GEO,113400.0
60-64,male,GEO,99117.0
65-69,male,GEO,77083.0
70-74,male,GEO,51197.0
75-79,male,GEO,32380.000000000004
80-84,male,GEO,27400.0
85-89,male,GEO,9409.0
90-94,male,GEO,2368.0
95+,male,GEO,194.0
all-a,male,GEO,1768222.0
<1,female,GHA,414726.19999999995
1-4,female,GHA,1658904.7999999998
5-9,female,GHA,1990156.0
10-14,female,GHA,1770098.0
15-19,female,GHA,1589436.0
20-24,female,GHA,1370940.0
25-29,female,GHA,1274933.0
30-34,female,GHA,1163992.0
35-39,female,GHA,1016897.0
40-44,female,GHA,860193.0
45-49,female,GHA,694138.0
50-54,female,GHA,586283.0
55-59,female,GHA,470233.0
60-64,female,GHA,323265.0
65-69,female,GHA,235156.0
70-74,female,GHA,164322.0
75-79,female,GHA,115222.0
80-84,female,GHA,64360.0
85-89,female,GHA,23809.0
90-94,female,GHA,5287.0
95+,female,GHA,674.0
all-a,female,GHA,15793025.0
<1,male,GHA,426536.4
1-4,male,GHA,1706145.6
5-9,male,GHA,2036516.0
10-14,male,GHA,1804909.0
15-19,male,GHA,1620165.0
20-24,male,GHA,1392237.0
25-29,male,GHA,1289051.0
30-34,male,GHA,1172873.0
35-39,male,GHA,1015866.0
40-44,male,GHA,851093.0
45-49,male,GHA,676209.0
50-54,male,GHA,560404.0
55-59,male,GHA,441986.0
60-64,male,GHA,301030.0
65-69,male,GHA,200519.0
70-74,male,GHA,133648.0
75-79,male,GHA,82741.0
80-84,male,GHA,43971.0
85-89,male,GHA,16697.0
90-94,male,GHA,3300.0
95+,male,GHA,299.0
all-a,male,GHA,15776196.0
<1,female,GIN,205882.00000000003
1-4,female,GIN,823528.0000000001
5-9,female,GIN,912049.0
10-14,female,GIN,810588.0
15-19,female,GIN,707652.0
20-24,female,GIN,638255.0
25-29,female,GIN,545180.0
30-34,female,GIN,436006.0
35-39,female,GIN,339013.0
40-44,female,GIN,275084.0
45-49,female,GIN,234913.0
50-54,female,GIN,201605.0
55-59,female,GIN,167702.0
60-64,female,GIN,134100.0
65-69,female,GIN,103698.0
70-74,female,GIN,73729.0
75-79,female,GIN,48118.0
80-84,female,GIN,25653.0
85-89,female,GIN,10020.0
90-94,female,GIN,2567.0
95+,female,GIN,372.0
all-a,female,GIN,6695714.0
<1,male,GIN,212212.40000000002
1-4,male,GIN,848849.6
5-9,male,GIN,936982.0
10-14,male,GIN,831879.0
15-19,male,GIN,726042.0
20-24,male,GIN,651549.0
25-29,male,GIN,544444.0
30-34,male,GIN,418706.0
35-39,male,GIN,305437.0
40-44,male,GIN,232485.0
45-49,male,GIN,195432.0
50-54,male,GIN,168270.0
55-59,male,GIN,137622.0
60-64,male,GIN,104843.0
65-69,male,GIN,77495.0
70-74,male,GIN,54044.0
75-79,male,GIN,34319.0
80-84,male,GIN,17770.0
85-89,male,GIN,6593.0
90-94,male,GIN,1412.0
95+,male,GIN,119.0
all-a,male,GIN,6506505.0
<1,female,GMB,37129.6
1-4,female,GMB,148518.4
5-9,female,GMB,179234.0
10-14,female,GMB,154963.0
15-19,female,GMB,132019.0
20-24,female,GMB,117454.0
25-29,female,GMB,102315.0
30-34,female,GMB,82146.0
35-39,female,GMB,63321.0
40-44,female,GMB,48761.0
45-49,female,GMB,44701.0
50-54,female,GMB,41442.0
55-59,female,GMB,34664.0
60-64,female,GMB,25020.0
65-69,female,GMB,15819.0
70-74,female,GMB,10184.0
75-79,female,GMB,6388.0
80-84,female,GMB,3052.0
85-89,female,GMB,1205.0
90-94,female,GMB,317.0
95+,female,GMB,48.0
all-a,female,GMB,1248701.0
<1,male,GMB,37960.200000000004
1-4,male,GMB,151840.8
5-9,male,GMB,182750.0
10-14,male,GMB,157759.0
15-19,male,GMB,134230.0
20-24,male,GMB,118476.0
25-29,male,GMB,102081.0
30-34,male,GMB,81368.0
35-39,male,GMB,62589.0
40-44,male,GMB,47689.0
45-49,male,GMB,41519.0
50-54,male,GMB,37291.0
55-59,male,GMB,29731.0
60-64,male,GMB,20524.0
65-69,male,GMB,12857.0
70-74,male,GMB,8760.0
75-79,male,GMB,5541.0
80-84,male,GMB,2672.0
85-89,male,GMB,1020.9999999999999
90-94,male,GMB,225.0
95+,male,GMB,17.0
