age,sex,country,population
50-54,female,PSE,79183.0
55-59,female,PSE,64242.99999999999
60-64,female,PSE,49239.0
65-69,female,PSE,36802.0
70-74,female,PSE,25830.0
75-79,female,PSE,17332.0
80-84,female,PSE,10192.0
85-89,female,PSE,4093.0
90-94,female,PSE,1075.0
95+,female,PSE,181.0
all-a,female,PSE,2522068.0
<1,male,PSE,74232.0
1-4,male,PSE,296928.0
5-9,male,PSE,339613.0
10-14,male,PSE,289718.0
15-19,male,PSE,251499.0
20-24,male,PSE,231441.0
25-29,male,PSE,222083.0
30-34,male,PSE,182284.0
35-39,male,PSE,140073.0
40-44,male,PSE,109124.0
45-49,male,PSE,88050.0
50-54,male,PSE,74476.0
55-59,male,PSE,61111.0
60-64,male,PSE,46434.0
65-69,male,PSE,34184.0
70-74,male,PSE,23816.0
75-79,male,PSE,14193.0
80-84,male,PSE,7073.0
85-89,male,PSE,2370.0
90-94,male,PSE,457.0
95+,male,PSE,49.0
all-a,male,PSE,2489208.0
<1,female,ROU,99282.20000000001
1-4,female,ROU,397128.8
5-9,female,ROU,497765.0
10-14,female,ROU,536393.0
15-19,female,ROU,494676.0
20-24,female,ROU,493291.0
25-29,female,ROU,531491.0
30-34,female,ROU,664456.0
35-39,female,ROU,609305.0
40-44,female,ROU,746371.0
45-49,female,ROU,741437.0
50-54,female,ROU,758158.0
55-59,female,ROU,553967.0
60-64,female,ROU,708980.0
65-69,female,ROU,688529.0
70-74,female,ROU,524906.0
75-79,female,ROU,395916.0
80-84,female,ROU,341997.0
85-89,female,ROU,180021.0
90-94,female,ROU,57815.0
95+,female,ROU,8284.0
all-a,female,ROU,10030169.0
<1,male,ROU,103866.79999999999
1-4,male,ROU,415467.19999999995
5-9,male,ROU,520043.0
10-14,male,ROU,558744.0
15-19,male,ROU,515772.00000000006
20-24,male,ROU,514864.00000000006
25-29,male,ROU,560392.0
30-34,male,ROU,706171.0
35-39,male,ROU,656502.0
40-44,male,ROU,783342.0
45-49,male,ROU,764661.0
50-54,male,ROU,756315.0
55-59,male,ROU,517975.0
60-64,male,ROU,590486.0
65-69,male,ROU,531597.0
70-74,male,ROU,376093.0
75-79,male,ROU,247012.0
80-84,male,ROU,183912.0
85-89,male,ROU,88574.0
90-94,male,ROU,26608.0
95+,male,ROU,4476.0
all-a,male,ROU,9422873.0
<1,female,RUS,840794.4
1-4,female,RUS,3363177.6
5-9,female,RUS,4501073.0
10-14,female,RUS,3887526.0
15-19,female,RUS,3510069.0
20-24,female,RUS,3469936.0
25-29,female,RUS,4699480.0
30-34,female,RUS,6342510.0
35-39,female,RUS,5991249.0
40-44,female,RUS,5544308.0
45-49,female,RUS,5144305.0
50-54,female,RUS,4648353.0
55-59,female,RUS,5779204.0
60-64,female,RUS,5832225.0
65-69,female,RUS,5079827.0
70-74,female,RUS,3531632.0
75-79,female,RUS,2147512.0
80-84,female,RUS,2538612.0
85-89,female,RUS,1053139.0
90-94,female,RUS,503705.0
95+,female,RUS,92587.0
all-a,female,RUS,78501224.0
<1,male,RUS,888565.0
1-4,male,RUS,3554260.0
5-9,male,RUS,4750986.0
10-14,male,RUS,4076114.0
15-19,male,RUS,3673478.0
20-24,male,RUS,3602151.0
25-29,male,RUS,4849573.0
30-34,male,RUS,6418995.0
35-39,male,RUS,5868558.0
40-44,male,RUS,5212950.0
45-49,male,RUS,4723293.0
50-54,male,RUS,4091795.0
55-59,male,RUS,4667650.0
60-64,male,RUS,4181622.0000000005
65-69,male,RUS,3193437.0
70-74,male,RUS,1945812.0
75-79,male,RUS,938818.0
80-84,male,RUS,944375.0
85-89,male,RUS,325970.0
90-94,male,RUS,126954.0
95+,male,RUS,18045.0
all-a,male,RUS,68053401.0
<1,female,RWA,181046.40000000002
1-4,female,RWA,724185.6
5-9,female,RWA,828453.0
10-14,female,RWA,804371.0
15-19,female,RWA,717555.0
20-24,female,RWA,577003.0
25-29,female,RWA,523371.99999999994
30-34,female,RWA,486401.0
35-39,female,RWA,429502.0
40-44,female,RWA,322250.0
45-49,female,RWA,241160.0
50-54,female,RWA,195933.0
55-59,female,RWA,182570.0
60-64,female,RWA,157383.0
65-69,female,RWA,111416.0
70-74,female,RWA,72534.0
75-79,female,RWA,45541.0
80-84,female,RWA,24645.0
85-89,female,RWA,9238.0
90-94,female,RWA,2070.0
95+,female,RWA,213.0
all-a,female,RWA,6636842.0
<1,male,RWA,183540.40000000002
1-4,male,RWA,734161.6
5-9,male,RWA,833892.0
10-14,male,RWA,803537.0
15-19,male,RWA,698411.0
20-24,male,RWA,557995.0
25-29,male,RWA,507775.0
30-34,male,RWA,467795.0
35-39,male,RWA,408788.0
40-44,male,RWA,280907.0
45-49,male,RWA,197692.0
50-54,male,RWA,164593.0
55-59,male,RWA,146793.0
60-64,male,RWA,122535.0
65-69,male,RWA,82085.0
70-74,male,RWA,47650.0
75-79,male,RWA,25294.0
80-84,male,RWA,13681.0
85-89,male,RWA,5311.0
90-94,male,RWA,1214.0
95+,male,RWA,126.0
all-a,male,RWA,6283776.0
<1,female,SAU,273059.4
1-4,female,SAU,1092237.6
5-9,female,SAU,1310600.0
10-14,female,SAU,1176202.0
15-19,female,SAU,1014142.0
20-24,female,SAU,1029250.0
25-29,female,SAU,1263459.0
30-34,female,SAU,1248317.0
35-39,female,SAU,1003336.0
40-44,female,SAU,744779.0
45-49,female,SAU,551256.0
50-54,female,SAU,423745.0
55-59,female,SAU,312025.0
60-64,female,SAU,211341.0
65-69,female,SAU,128195.0
70-74,female,SAU,91035.0
75-79,female,SAU,60772.0
80-84,female,SAU,36104.0
85-89,female,SAU,17774.0
90-94,female,SAU,6618.0
95+,female,SAU,1831.0
all-a,female,SAU,11996078.0
<1,male,SAU,285661.8
1-4,male,SAU,1142647.2
5-9,male,SAU,1378181.0
10-14,male,SAU,1227175.0
15-19,male,SAU,1082431.0
20-24,male,SAU,1378078.0
25-29,male,SAU,2168328.0
30-34,male,SAU,2603043.0
35-39,male,SAU,2303588.0
40-44,male,SAU,1670131.0
45-49,male,SAU,1217744.0
50-54,male,SAU,949534.0
55-59,male,SAU,619437.0
60-64,male,SAU,367100.0
65-69,male,SAU,170552.0
70-74,male,SAU,115250.0
75-79,male,SAU,72376.0
80-84,male,SAU,38859.0
85-89,male,SAU,16617.0
90-94,male,SAU,5103.0
95+,male,SAU,1111.0
all-a,male,SAU,18812947.0
<1,female,SDN,707545.8
1-4,female,SDN,2830183.2
5-9,female,SDN,3100446.0
10-14,female,SDN,2827942.0
15-19,female,SDN,2541297.0
20-24,female,SDN,2217730.0
25-29,female,SDN,1875505.0
30-34,female,SDN,1525519.0
35-39,female,SDN,1279249.0
40-44,female,SDN,1047252.9999999999
45-49,female,SDN,895694.0
50-54,female,SDN,735994.0
55-59,female,SDN,589859.0
60-64,female,SDN,447124.0
65-69,female,SDN,286672.0
70-74,female,SDN,159524.0
75-79,female,SDN,90864.0
80-84,female,SDN,55678.0
85-89,female,SDN,27646.0
90-94,female,SDN,9299.0
95+,female,SDN,1719.0
all-a,female,SDN,23252743.0
<1,male,SDN,730128.0
1-4,male,SDN,2920512.0
5-9,male,SDN,3179563.0
10-14,male,SDN,2889172.0
15-19,male,SDN,2583867.0
20-24,male,SDN,2237544.0
25-29,male,SDN,1827185.0
30-34,male,SDN,1415358.0
35-39,male,SDN,1125036.0
40-44,male,SDN,868792.0
45-49,male,SDN,759133.0
50-54,male,SDN,648777.0
55-59,male,SDN,546540.0
60-64,male,SDN,455986.0
65-69,male,SDN,334223.0
70-74,male,SDN,207585.0
75-79,male,SDN,113116.0
80-84,male,SDN,53083.0
85-89,male,SDN,20059.0
90-94,male,SDN,5054.0
95+,male,SDN,841.0
all-a,male,SDN,22921554.0
<1,female,SEN,231508.0
1-4,female,SEN,926032.0
5-9,female,SEN,1098226.0
10-14,female,SEN,999066.0
15-19,female,SEN,890238.0
20-24,female,SEN,775650.0
25-29,female,SEN,657017.0
30-34,female,SEN,562083.0
35-39,female,SEN,466884.0
40-44,female,SEN,377906.0
45-49,female,SEN,305749.0
50-54,female,SEN,244971.0
55-59,female,SEN,196093.0
60-64,female,SEN,161146.0
65-69,female,SEN,124478.0
70-74,female,SEN,83413.0
75-79,female,SEN,52058.0
80-84,female,SEN,28694.0
85-89,female,SEN,10365.0
90-94,female,SEN,1826.0
95+,female,SEN,140.0
all-a,female,SEN,8193543.0
<1,male,SEN,248498.80000000002
1-4,male,SEN,993995.2
5-9,male,SEN,1174045.0
10-14,male,SEN,1058429.0
15-19,male,SEN,915257.0
20-24,male,SEN,782117.0
25-29,male,SEN,648134.0
30-34,male,SEN,545625.0
35-39,male,SEN,464525.0
40-44,male,SEN,381260.0
45-49,male,SEN,299959.0
50-54,male,SEN,244556.0
55-59,male,SEN,191560.0
60-64,male,SEN,148230.0
65-69,male,SEN,113127.0
70-74,male,SEN,77269.0
75-79,male,SEN,56303.0
80-84,male,SEN,27374.0
85-89,male,SEN,6959.0
90-94,male,SEN,1012.9999999999999
95+,male,SEN,60.0
all-a,male,SEN,8378296.0
<1,female,SLB,9914.0
1-4,female,SLB,39656.0
5-9,female,SLB,47081.0
10-14,female,SLB,40547.0
15-19,female,SLB,37280.0
20-24,female,SLB,32375.0
25-29,female,SLB,26462.0
30-34,female,SLB,26188.0
35-39,female,SLB,22624.0
40-44,female,SLB,19232.0
45-49,female,SLB,16030.999999999998
50-54,female,SLB,12273.0
55-59,female,SLB,9099.0
60-64,female,SLB,6563.0
65-69,female,SLB,5429.0
70-74,female,SLB,3516.0
75-79,female,SLB,2332.0
80-84,female,SLB,1526.0
85-89,female,SLB,727.0
90-94,female,SLB,213.0
95+,female,SLB,34.0
all-a,female,SLB,359102.0
<1,male,SLB,10569.2
1-4,male,SLB,42276.8
5-9,male,SLB,50161.0
10-14,male,SLB,43681.0
15-19,male,SLB,38910.0
20-24,male,SLB,32796.0
25-29,male,SLB,27114.0
30-34,male,SLB,26159.0
35-39,male,SLB,23285.0
40-44,male,SLB,20534.0
45-49,male,SLB,17457.0
50-54,male,SLB,12927.0
55-59,male,SLB,9797.0
60-64,male,SLB,7060.0
65-69,male,SLB,5371.0
70-74,male,SLB,3412.0
75-79,male,SLB,2318.0
80-84,male,SLB,1615.0
85-89,male,SLB,717.0
90-94,male,SLB,186.0
95+,male,SLB,25.0
all-a,male,SLB,376371.0
<1,female,SLE,111184.20000000001
1-4,female,SLE,444736.8
5-9,female,SLE,520163.0
10-14,female,SLE,477215.0
15-19,female,SLE,427732.0
20-24,female,SLE,371035.0
25-29,female,SLE,312148.0
30-34,female,SLE,263341.0
35-39,female,SLE,220579.0
40-44,female,SLE,183993.0
45-49,female,SLE,151809.0
50-54,female,SLE,124888.0
55-59,female,SLE,100563.0
60-64,female,SLE,77323.0
65-69,female,SLE,56400.0
70-74,female,SLE,39278.0
75-79,female,SLE,24388.0
80-84,female,SLE,11352.0
85-89,female,SLE,3846.0
90-94,female,SLE,872.0
95+,female,SLE,127.0
all-a,female,SLE,3922973.0
<1,male,SLE,113056.40000000001
1-4,male,SLE,452225.6
5-9,male,SLE,526542.0
10-14,male,SLE,484142.0
15-19,male,SLE,435097.0
20-24,male,SLE,372666.0
25-29,male,SLE,313582.0
30-34,male,SLE,264802.0
35-39,male,SLE,220718.0
40-44,male,SLE,180983.0
45-49,male,SLE,146651.0
50-54,male,SLE,118130.0
55-59,male,SLE,92369.0
60-64,male,SLE,68158.0
65-69,male,SLE,47341.0
70-74,male,SLE,31694.0
75-79,male,SLE,18890.0
80-84,male,SLE,8282.0
85-89,male,SLE,2549.0
90-94,male,SLE,496.0
95+,male,SLE,59.0
all-a,male,SLE,3898433.0
<1,female,SLV,50831.8
1-4,female,SLV,203327.2
5-9,female,SLV,272081.0
10-14,female,SLV,273707.0
15-19,female,SLV,299471.0
20-24,female,SLV,323842.0
25-29,female,SLV,283962.0
30-34,female,SLV,230703.0
35-39,female,SLV,212965.0
40-44,female,SLV,210986.0
45-49,female,SLV,189056.0
50-54,female,SLV,168737.0
55-59,female,SLV,142827.0
60-64,female,SLV,117058.0
65-69,female,SLV,96019.0
70-74,female,SLV,74849.0
75-79,female,SLV,56021.0
80-84,female,SLV,35275.0
85-89,female,SLV,17210.0
90-94,female,SLV,5343.0
95+,female,SLV,1014.0
all-a,female,SLV,3265285.0
<1,male,SLV,53357.4
1-4,male,SLV,213429.6
5-9,male,SLV,290165.0
10-14,male,SLV,292581.0
15-19,male,SLV,316485.0
20-24,male,SLV,337396.0
25-29,male,SLV,288217.0
30-34,male,SLV,208931.0
35-39,male,SLV,167561.0
40-44,male,SLV,155758.0
45-49,male,SLV,137074.0
50-54,male,SLV,121747.0
55-59,male,SLV,99675.0
60-64,male,SLV,82792.0
65-69,male,SLV,67461.0
70-74,male,SLV,53756.0
75-79,male,SLV,37352.0
80-84,male,SLV,21817.0
85-89,male,SLV,9435.0
90-94,male,SLV,2551.0
95+,male,SLV,333.0
all-a,male,SLV,2957874.0
<1,female,SOM,306824.8
1-4,female,SOM,1227299.2
5-9,female,SOM,1223749.0
10-14,female,SOM,1030718.0000000001
15-19,female,SOM,889366.0
20-24,female,SOM,739492.0
25-29,female,SOM,552751.0
30-34,female,SOM,472898.0
35-39,female,SOM,396603.0
40-44,female,SOM,314912.0
45-49,female,SOM,252917.0
50-54,female,SOM,208678.0
55-59,female,SOM,170010.0
60-64,female,SOM,135689.0
65-69,female,SOM,103508.0
70-74,female,SOM,62726.0
75-79,female,SOM,35723.0
80-84,female,SOM,18427.0
85-89,female,SOM,6194.0
90-94,female,SOM,1435.0
95+,female,SOM,201.0
all-a,female,SOM,8150121.0
<1,male,SOM,316694.60000000003
1-4,male,SOM,1266778.4
5-9,male,SOM,1257016.0
10-14,male,SOM,1060561.0
15-19,male,SOM,911173.0
20-24,male,SOM,752088.0
25-29,male,SOM,555823.0
30-34,male,SOM,471785.0
35-39,male,SOM,390733.0
40-44,male,SOM,307745.0
45-49,male,SOM,241962.0
50-54,male,SOM,192071.0
55-59,male,SOM,152766.0
60-64,male,SOM,119228.0
65-69,male,SOM,88436.0
70-74,male,SOM,51465.0
75-79,male,SOM,27377.0
80-84,male,SOM,13103.0
85-89,male,SOM,4130.0
90-94,male,SOM,777.0
95+,male,SOM,75.0
all-a,male,SOM,8181787.0
<1,female,SRB,32031.800000000003
1-4,female,SRB,128127.2
5-9,female,SRB,162808.0
10-14,female,SRB,167780.0
15-19,female,SRB,177116.0
20-24,female,SRB,183966.0
25-29,female,SRB,204022.0
30-34,female,SRB,224033.0
35-39,female,SRB,244110.0
40-44,female,SRB,250096.0
45-49,female,SRB,241108.0
50-54,female,SRB,238579.0
55-59,female,SRB,252248.0
60-64,female,SRB,270844.0
65-69,female,SRB,289555.0
70-74,female,SRB,211418.0
75-79,female,SRB,146330.0
80-84,female,SRB,117173.0
85-89,female,SRB,64052.00000000001
90-94,female,SRB,21893.0
95+,female,SRB,5734.0
all-a,female,SRB,3633024.0
<1,male,SRB,32843.0
1-4,male,SRB,131372.0
5-9,male,SRB,165659.0
10-14,male,SRB,168233.0
15-19,male,SRB,175971.0
20-24,male,SRB,184486.0
25-29,male,SRB,203240.0
30-34,male,SRB,220907.0
35-39,male,SRB,239481.0
40-44,male,SRB,243954.0
45-49,male,SRB,229993.0
50-54,male,SRB,221789.0
55-59,male,SRB,226370.0
60-64,male,SRB,236797.0
65-69,male,SRB,241772.0
70-74,male,SRB,163756.0
75-79,male,SRB,103060.0
80-84,male,SRB,72833.0
85-89,male,SRB,33646.0
90-94,male,SRB,8660.0
95+,male,SRB,1277.0
all-a,male,SRB,3306099.0
<1,female,SSD,139868.6
1-4,female,SSD,559474.4
5-9,female,SSD,800458.0
10-14,female,SSD,742880.0
15-19,female,SSD,614073.0
20-24,female,SSD,403593.0
25-29,female,SSD,317760.0
30-34,female,SSD,284886.0
35-39,female,SSD,333141.0
40-44,female,SSD,311457.0
45-49,female,SSD,257892.0
50-54,female,SSD,190778.0
55-59,female,SSD,141155.0
60-64,female,SSD,103190.0
65-69,female,SSD,71152.0
70-74,female,SSD,47198.0
75-79,female,SSD,28324.0
80-84,female,SSD,13233.0
85-89,female,SSD,3920.0
90-94,female,SSD,464.0
95+,female,SSD,136.0
all-a,female,SSD,5365033.0
<1,male,SSD,143461.0
1-4,male,SSD,573844.0
5-9,male,SSD,822152.0
10-14,male,SSD,757948.0
15-19,male,SSD,626714.0
20-24,male,SSD,411773.0
25-29,male,SSD,305746.0
30-34,male,SSD,258301.0
35-39,male,SSD,299980.0
40-44,male,SSD,281131.0
45-49,male,SSD,229314.0
50-54,male,SSD,165122.0
55-59,male,SSD,119382.0
60-64,male,SSD,84243.0
65-69,male,SSD,54601.0
70-74,male,SSD,33381.0
75-79,male,SSD,18549.0
80-84,male,SSD,7990.0
85-89,male,SSD,1810.0
90-94,male,SSD,188.0
95+,male,SSD,171.0
all-a,male,SSD,5195801.0
<1,female,STP,2929.4
1-4,female,STP,11717.6
5-9,female,STP,14466.0
10-14,female,STP,14019.0
15-19,female,STP,11969.0
20-24,female,STP,9102.0
25-29,female,STP,7444.0
30-34,female,STP,6871.0
35-39,female,STP,6743.0
40-44,female,STP,5535.0
45-49,female,STP,4192.0
50-54,female,STP,3318.0
55-59,female,STP,2902.0
60-64,female,STP,2092.0
65-69,female,STP,1531.0
70-74,female,STP,1067.0
75-79,female,STP,963.0
80-84,female,STP,665.0
85-89,female,STP,273.0
90-94,female,STP,66.0
95+,female,STP,11.0
all-a,female,STP,107876.0
<1,male,STP,2973.6000000000004
1-4,male,STP,11894.4
5-9,male,STP,14531.0
10-14,male,STP,13941.0
15-19,male,STP,11553.0
20-24,male,STP,8860.0
25-29,male,STP,7392.0
30-34,male,STP,6730.0
35-39,male,STP,6760.0
40-44,male,STP,5729.0
45-49,male,STP,4527.0
50-54,male,STP,3560.0
55-59,male,STP,2851.0
60-64,male,STP,2094.0
65-69,male,STP,1490.0
70-74,male,STP,942.0
75-79,male,STP,690.0
80-84,male,STP,417.0
85-89,male,STP,152.0
90-94,male,STP,32.0
95+,male,STP,4.0
all-a,male,STP,107123.0
<1,female,SUR,5305.8
1-4,female,SUR,21223.2
5-9,female,SUR,27265.0
10-14,female,SUR,27047.0
15-19,female,SUR,27575.0
20-24,female,SUR,26121.0
25-29,female,SUR,22245.0
30-34,female,SUR,21521.0
35-39,female,SUR,20557.0
40-44,female,SUR,18000.0
45-49,female,SUR,18148.0
50-54,female,SUR,17010.0
55-59,female,SUR,15211.0
60-64,female,SUR,11991.0
65-69,female,SUR,9020.0
70-74,female,SUR,6123.0
75-79,female,SUR,4627.0
80-84,female,SUR,2632.0
85-89,female,SUR,1441.0
90-94,female,SUR,490.0
95+,female,SUR,126.0
all-a,female,SUR,303679.0
<1,male,SUR,5502.400000000001
1-4,male,SUR,22009.6
5-9,male,SUR,28176.0
10-14,male,SUR,27894.0
15-19,male,SUR,28365.0
20-24,male,SUR,26775.0
25-29,male,SUR,23332.0
30-34,male,SUR,22621.0
35-39,male,SUR,22532.0
40-44,male,SUR,18447.0
45-49,male,SUR,19238.0
50-54,male,SUR,17583.0
55-59,male,SUR,15114.0
60-64,male,SUR,10518.0
65-69,male,SUR,7277.0
70-74,male,SUR,4444.0
75-79,male,SUR,3032.0
80-84,male,SUR,1656.0
85-89,male,SUR,737.0
90-94,male,SUR,182.0
95+,male,SUR,27.0
all-a,male,SUR,305462.0
<1,female,SVK,28644.0
1-4,female,SVK,114576.0
5-9,female,SVK,141848.0
10-14,female,SVK,135779.0
15-19,female,SVK,127806.0
20-24,female,SVK,142467.0
25-29,female,SVK,179920.0
30-34,female,SVK,201471.0
35-39,female,SVK,211401.0
40-44,female,SVK,221227.0
45-49,female,SVK,196090.0
50-54,female,SVK,173967.0
55-59,female,SVK,182720.0
60-64,female,SVK,189838.0
65-69,female,SVK,181336.0
70-74,female,SVK,134985.0
75-79,female,SVK,100172.0
80-84,female,SVK,67582.0
85-89,female,SVK,39297.0
90-94,female,SVK,15856.0
95+,female,SVK,3334.0
all-a,female,SVK,2790316.0
<1,male,SVK,30182.800000000003
1-4,male,SVK,120731.2
5-9,male,SVK,148215.0
10-14,male,SVK,143747.0
15-19,male,SVK,134949.0
20-24,male,SVK,149778.0
25-29,male,SVK,187915.0
30-34,male,SVK,209913.0
35-39,male,SVK,224689.0
40-44,male,SVK,234091.0
45-49,male,SVK,202461.0
50-54,male,SVK,173016.0
55-59,male,SVK,175195.0
60-64,male,SVK,170064.0
65-69,male,SVK,148056.0
70-74,male,SVK,96310.0
75-79,male,SVK,59184.0
80-84,male,SVK,32575.000000000004
85-89,male,SVK,16263.000000000002
90-94,male,SVK,5770.0
95+,male,SVK,965.0
all-a,male,SVK,2664070.0
<1,female,SVN,9771.2
1-4,female,SVN,39084.8
5-9,female,SVN,53440.0
10-14,female,SVN,50867.0
15-19,female,SVN,45344.0
20-24,female,SVN,47869.0
25-29,female,SVN,53130.0
30-34,female,SVN,63621.0
35-39,female,SVN,71546.0
40-44,female,SVN,75045.0
45-49,female,SVN,70915.0
50-54,female,SVN,74655.0
55-59,female,SVN,74678.0
60-64,female,SVN,72581.0
65-69,female,SVN,68758.0
70-74,female,SVN,51975.0
75-79,female,SVN,45002.0
80-84,female,SVN,35230.0
85-89,female,SVN,24236.0
90-94,female,SVN,10985.0
95+,female,SVN,3113.0
all-a,female,SVN,1041846.0
<1,male,SVN,10385.6
1-4,male,SVN,41542.4
5-9,male,SVN,56819.0
10-14,male,SVN,53891.0
15-19,male,SVN,48393.0
20-24,male,SVN,55209.0
25-29,male,SVN,60745.0
30-34,male,SVN,72640.0
35-39,male,SVN,80987.0
40-44,male,SVN,84685.0
45-49,male,SVN,78048.0
50-54,male,SVN,78084.0
55-59,male,SVN,75700.0
60-64,male,SVN,72164.0
65-69,male,SVN,65542.0
70-74,male,SVN,44689.0
75-79,male,SVN,33353.0
80-84,male,SVN,21436.0
85-89,male,SVN,10634.0
90-94,male,SVN,3344.0
95+,male,SVN,602.0
all-a,male,SVN,1048893.0
<1,female,SWE,58430.4
1-4,female,SWE,233721.6
5-9,female,SWE,303100.0
10-14,female,SWE,295668.0
15-19,female,SWE,272838.0
20-24,female,SWE,277079.0
25-29,female,SWE,359717.0
30-34,female,SWE,348709.0
35-39,female,SWE,316702.0
40-44,female,SWE,309321.0
45-49,female,SWE,328882.0
50-54,female,SWE,333598.0
55-59,female,SWE,306752.0
60-64,female,SWE,283542.0
65-69,female,SWE,272936.0
70-74,female,SWE,287025.0
75-79,female,SWE,223341.0
80-84,female,SWE,151432.0
85-89,female,SWE,99607.0
90-94,female,SWE,52095.0
95+,female,SWE,17438.0
all-a,female,SWE,5131934.0
<1,male,SWE,61914.0
1-4,male,SWE,247656.0
5-9,male,SWE,320988.0
10-14,male,SWE,313355.0
15-19,male,SWE,296071.0
20-24,male,SWE,310619.0
25-29,male,SWE,379988.0
30-34,male,SWE,367186.0
35-39,male,SWE,333894.0
40-44,male,SWE,321943.0
45-49,male,SWE,338204.0
50-54,male,SWE,344164.0
55-59,male,SWE,313355.0
60-64,male,SWE,284846.0
65-69,male,SWE,267109.0
70-74,male,SWE,273394.0
75-79,male,SWE,205253.0
80-84,male,SWE,121587.0
85-89,male,SWE,63968.0
90-94,male,SWE,24810.0
95+,male,SWE,5638.0
all-a,male,SWE,5195942.0
<1,female,SWZ,14139.6
1-4,female,SWZ,56558.4
5-9,female,SWZ,68697.0
10-14,female,SWZ,67013.0
15-19,female,SWZ,62875.0
20-24,female,SWZ,57262.0
25-29,female,SWZ,53740.0
30-34,female,SWZ,48452.0
35-39,female,SWZ,40192.0
40-44,female,SWZ,29988.0
45-49,female,SWZ,23098.0
50-54,female,SWZ,21887.0
55-59,female,SWZ,17883.0
60-64,female,SWZ,15137.0
65-69,female,SWZ,10803.0
70-74,female,SWZ,7943.0
75-79,female,SWZ,4803.0
80-84,female,SWZ,2360.0
85-89,female,SWZ,896.0
90-94,female,SWZ,299.0
95+,female,SWZ,69.0
all-a,female,SWZ,604095.0
<1,male,SWZ,14345.400000000001
1-4,male,SWZ,57381.6
5-9,male,SWZ,68775.0
10-14,male,SWZ,66720.0
15-19,male,SWZ,63975.0
20-24,male,SWZ,58843.0
25-29,male,SWZ,52312.0
30-34,male,SWZ,47433.0
35-39,male,SWZ,40160.0
40-44,male,SWZ,30196.0
45-49,male,SWZ,20870.0
50-54,male,SWZ,17534.0
55-59,male,SWZ,12999.0
60-64,male,SWZ,11277.0
65-69,male,SWZ,8203.0
70-74,male,SWZ,5118.0
75-79,male,SWZ,2934.0
80-84,male,SWZ,1514.0
85-89,male,SWZ,534.0
90-94,male,SWZ,151.0
95+,male,SWZ,29.0
all-a,male,SWZ,581304.0
<1,female,SYR,187370.6
1-4,female,SYR,749482.4
5-9,female,SYR,1269858.0
10-14,female,SYR,1361894.0
15-19,female,SYR,1240552.0
20-24,female,SYR,976098.0
25-29,female,SYR,647520.0
30-34,female,SYR,619680.0
35-39,female,SYR,618480.0
40-44,female,SYR,587176.0
45-49,female,SYR,517600.0
50-54,female,SYR,443891.0
55-59,female,SYR,359271.0
60-64,female,SYR,280233.0
65-69,female,SYR,207181.0
70-74,female,SYR,141598.0
75-79,female,SYR,87236.0
80-84,female,SYR,52259.0
85-89,female,SYR,23838.0
90-94,female,SYR,6471.0
95+,female,SYR,819.0
all-a,female,SYR,10378508.0
<1,male,SYR,196243.2
1-4,male,SYR,784972.8
5-9,male,SYR,1336733.0
10-14,male,SYR,1428691.0
15-19,male,SYR,1291181.0
20-24,male,SYR,1022892.0
25-29,male,SYR,686211.0
30-34,male,SYR,624436.0
35-39,male,SYR,592902.0
40-44,male,SYR,551275.0
45-49,male,SYR,476498.0
50-54,male,SYR,402218.0
55-59,male,SYR,318300.0
60-64,male,SYR,242705.0
65-69,male,SYR,172502.0
70-74,male,SYR,123364.0
75-79,male,SYR,69609.0
80-84,male,SYR,34464.0
85-89,male,SYR,13836.0
90-94,male,SYR,3112.0
95+,male,SYR,253.0
all-a,male,SYR,10372398.0
<1,female,TCD,316866.4
1-4,female,TCD,1267465.6
5-9,female,TCD,1328760.0
10-14,female,TCD,1099741.0
15-19,female,TCD,889086.0
20-24,female,TCD,734034.0
25-29,female,TCD,602049.0
30-34,female,TCD,481126.0
35-39,female,TCD,397221.0
40-44,female,TCD,342166.0
45-49,female,TCD,283959.0
50-54,female,TCD,219033.0
55-59,female,TCD,166310.0
60-64,female,TCD,120607.0
65-69,female,TCD,85367.0
70-74,female,TCD,51543.0
75-79,female,TCD,30526.0
80-84,female,TCD,15341.0
85-89,female,TCD,5647.0
90-94,female,TCD,1322.0
95+,female,TCD,194.0
all-a,female,TCD,8438364.0
<1,male,TCD,326199.60000000003
1-4,male,TCD,1304798.4
5-9,male,TCD,1367066.0
10-14,male,TCD,1133798.0
15-19,male,TCD,912907.0
20-24,male,TCD,748515.0
25-29,male,TCD,606489.0
30-34,male,TCD,477912.0
35-39,male,TCD,389795.0
40-44,male,TCD,333484.0
45-49,male,TCD,274013.0
50-54,male,TCD,205955.0
55-59,male,TCD,152061.0
60-64,male,TCD,107223.0
65-69,male,TCD,73358.0
70-74,male,TCD,43447.0
75-79,male,TCD,24556.0
80-84,male,TCD,11411.0
85-89,male,TCD,3635.0
90-94,male,TCD,692.0
95+,male,TCD,79.0
all-a,male,TCD,8497394.0
<1,female,TGO,127699.20000000001
1-4,female,TGO,510796.8
5-9,female,TGO,581550.0
10-14,female,TGO,513534.99999999994
15-19,female,TGO,432249.0
20-24,female,TGO,370102.0
25-29,female,TGO,326547.0
30-34,female,TGO,285653.0
35-39,female,TGO,248725.0
40-44,female,TGO,213439.0
45-49,female,TGO,175813.0
50-54,female,TGO,140693.0
55-59,female,TGO,110903.0
60-64,female,TGO,85398.0
