country,sex,cause,age,source_country,death_rate_per_1000
ATG,female,CHD,<1,ATG,0.0
ATG,female,CKD,1-4,ATG,0.0098
ATG,female,CKD,10-14,ATG,0.0
ATG,female,CKD,15-19,ATG,0.0
ATG,female,CKD,20-24,ATG,0.0
ATG,female,CKD,25-29,ATG,0.0219
ATG,female,CKD,30-34,ATG,0.0
ATG,female,CKD,35-39,ATG,0.0
ATG,female,CKD,40-44,ATG,0.09119999999999999
ATG,female,CKD,45-49,ATG,0.0
ATG,female,CKD,5-9,ATG,0.0
ATG,female,CKD,50-54,ATG,0.0
ATG,female,CKD,55-59,ATG,0.8969
ATG,female,CKD,60-64,ATG,0.434
ATG,female,CKD,65-69,ATG,1.4012000000000002
ATG,female,CKD,70-74,ATG,1.9416
ATG,female,CKD,75-79,ATG,2.4279
ATG,female,CKD,80-84,ATG,4.3979
ATG,female,CKD,85-89,ATG,6.573799999999999
ATG,female,CKD,90-94,ATG,6.573799999999999
ATG,female,CKD,95+,ATG,6.573799999999999
ATG,female,CKD,<1,ATG,0.0377
ATG,female,CRC,1-4,ATG,0.0
ATG,female,CRC,10-14,ATG,0.0
ATG,female,CRC,15-19,ATG,0.0
ATG,female,CRC,20-24,ATG,0.0
ATG,female,CRC,25-29,ATG,0.0
ATG,female,CRC,30-34,ATG,0.0
ATG,female,CRC,35-39,ATG,0.0832
ATG,female,CRC,40-44,ATG,0.0
ATG,female,CRC,45-49,ATG,0.0
ATG,female,CRC,5-9,ATG,0.0
ATG,female,CRC,50-54,ATG,0.525
ATG,female,CRC,55-59,ATG,0.4242
ATG,female,CRC,60-64,ATG,0.5057
ATG,female,CRC,65-69,ATG,0.0
ATG,female,CRC,70-74,ATG,1.1679000000000002
ATG,female,CRC,75-79,ATG,1.4634
ATG,female,CRC,80-84,ATG,1.3613
ATG,female,CRC,85-89,ATG,4.2787
ATG,female,CRC,90-94,ATG,4.2787
ATG,female,CRC,95+,ATG,4.2787
ATG,female,CRC,<1,ATG,0.0
ATG,female,HaemorrhagicStroke,1-4,ATG,0.0
ATG,female,HaemorrhagicStroke,10-14,ATG,0.0
ATG,female,HaemorrhagicStroke,15-19,ATG,0.0
ATG,female,HaemorrhagicStroke,20-24,ATG,0.0
ATG,female,HaemorrhagicStroke,25-29,ATG,0.0
ATG,female,HaemorrhagicStroke,30-34,ATG,0.0
ATG,female,HaemorrhagicStroke,35-39,ATG,0.1807
ATG,female,HaemorrhagicStroke,40-44,ATG,0.0
ATG,female,HaemorrhagicStroke,45-49,ATG,0.0
ATG,female,HaemorrhagicStroke,5-9,ATG,0.0
ATG,female,HaemorrhagicStroke,50-54,ATG,0.0
ATG,female,HaemorrhagicStroke,55-59,ATG,0.0
ATG,female,HaemorrhagicStroke,60-64,ATG,0.9396
ATG,female,HaemorrhagicStroke,65-69,ATG,0.0
ATG,female,HaemorrhagicStroke,70-74,ATG,0.0
ATG,female,HaemorrhagicStroke,75-79,ATG,1.9623
ATG,female,HaemorrhagicStroke,80-84,ATG,1.8674000000000002
ATG,female,HaemorrhagicStroke,85-89,ATG,8.8361
ATG,female,HaemorrhagicStroke,90-94,ATG,8.8361
ATG,female,HaemorrhagicStroke,95+,ATG,8.8361
ATG,female,HaemorrhagicStroke,<1,ATG,0.0
ATG,female,StomachCancer,1-4,ATG,0.0
ATG,female,StomachCancer,10-14,ATG,0.0
ATG,female,StomachCancer,15-19,ATG,0.0
ATG,female,StomachCancer,20-24,ATG,0.0
ATG,female,StomachCancer,25-29,ATG,0.0
ATG,female,StomachCancer,30-34,ATG,0.0
ATG,female,StomachCancer,35-39,ATG,0.0
ATG,female,StomachCancer,40-44,ATG,0.0
ATG,female,StomachCancer,45-49,ATG,0.0
ATG,female,StomachCancer,5-9,ATG,0.0
ATG,female,StomachCancer,50-54,ATG,0.0
ATG,female,StomachCancer,55-59,ATG,0.1424
ATG,female,StomachCancer,60-64,ATG,0.0
ATG,female,StomachCancer,65-69,ATG,0.3361
ATG,female,StomachCancer,70-74,ATG,0.292
ATG,female,StomachCancer,75-79,ATG,0.4878
ATG,female,StomachCancer,80-84,ATG,1.3613
ATG,female,StomachCancer,85-89,ATG,2.1311
ATG,female,StomachCancer,90-94,ATG,2.1311
ATG,female,StomachCancer,95+,ATG,2.1311
ATG,female,StomachCancer,<1,ATG,0.0
ATG,female,Stroke,1-4,ATG,0.0
ATG,female,Stroke,10-14,ATG,0.0
ATG,female,Stroke,15-19,ATG,0.0
ATG,female,Stroke,20-24,ATG,0.0
ATG,female,Stroke,25-29,ATG,0.0
ATG,female,Stroke,30-34,ATG,0.0
ATG,female,Stroke,35-39,ATG,0.020099999999999996
ATG,female,Stroke,40-44,ATG,0.0
ATG,female,Stroke,45-49,ATG,0.0
ATG,female,Stroke,5-9,ATG,0.0
ATG,female,Stroke,50-54,ATG,0.0
ATG,female,Stroke,55-59,ATG,0.0
ATG,female,Stroke,60-64,ATG,0.36229999999999996
ATG,female,Stroke,65-69,ATG,0.0
ATG,female,Stroke,70-74,ATG,0.0
ATG,female,Stroke,75-79,ATG,2.4722999999999997
ATG,female,Stroke,80-84,ATG,4.7295
ATG,female,Stroke,85-89,ATG,31.6721
ATG,female,Stroke,90-94,ATG,31.6721
ATG,female,Stroke,95+,ATG,31.6721
ATG,female,Stroke,<1,ATG,0.0
ATG,female,T2DM,1-4,ATG,0.0
ATG,female,T2DM,10-14,ATG,0.0
ATG,female,T2DM,15-19,ATG,0.0
ATG,female,T2DM,20-24,ATG,0.0
ATG,female,T2DM,25-29,ATG,0.0575
ATG,female,T2DM,30-34,ATG,0.0
ATG,female,T2DM,35-39,ATG,0.0
ATG,female,T2DM,40-44,ATG,0.0
ATG,female,T2DM,45-49,ATG,0.0
ATG,female,T2DM,5-9,ATG,0.0
ATG,female,T2DM,50-54,ATG,0.0
ATG,female,T2DM,55-59,ATG,0.5091
ATG,female,T2DM,60-64,ATG,0.0
ATG,female,T2DM,65-69,ATG,0.9823999999999999
ATG,female,T2DM,70-74,ATG,1.7006999999999999
ATG,female,T2DM,75-79,ATG,3.0931
ATG,female,T2DM,80-84,ATG,0.0
ATG,female,T2DM,85-89,ATG,5.7869
ATG,female,T2DM,90-94,ATG,5.7869
ATG,female,T2DM,95+,ATG,5.7869
ATG,female,T2DM,<1,ATG,0.018799999999999997
ATG,male,CHD,1-4,ATG,0.0
ATG,male,CHD,10-14,ATG,0.0
ATG,male,CHD,15-19,ATG,0.0
ATG,male,CHD,20-24,ATG,0.0
ATG,male,CHD,25-29,ATG,0.0
ATG,male,CHD,30-34,ATG,0.0
ATG,male,CHD,35-39,ATG,0.1945
ATG,male,CHD,40-44,ATG,0.5378000000000001
ATG,male,CHD,45-49,ATG,1.1806
ATG,male,CHD,5-9,ATG,0.0
ATG,male,CHD,50-54,ATG,0.6461
ATG,male,CHD,55-59,ATG,0.8976000000000001
ATG,male,CHD,60-64,ATG,0.8506999999999999
ATG,male,CHD,65-69,ATG,2.7461
ATG,male,CHD,70-74,ATG,6.4864999999999995
ATG,male,CHD,75-79,ATG,6.8562
ATG,male,CHD,80-84,ATG,11.875
ATG,male,CHD,85-89,ATG,49.086499999999994
ATG,male,CHD,90-94,ATG,49.086499999999994
ATG,male,CHD,95+,ATG,49.086499999999994
ATG,male,CHD,<1,ATG,0.0
ATG,male,CKD,1-4,ATG,0.0143
ATG,male,CKD,10-14,ATG,0.0
ATG,male,CKD,15-19,ATG,0.0
ATG,male,CKD,20-24,ATG,0.0
ATG,male,CKD,25-29,ATG,0.0
ATG,male,CKD,30-34,ATG,0.0
ATG,male,CKD,35-39,ATG,0.0
ATG,male,CKD,40-44,ATG,0.0
ATG,male,CKD,45-49,ATG,0.5191
ATG,male,CKD,5-9,ATG,0.0
ATG,male,CKD,50-54,ATG,0.5248
ATG,male,CKD,55-59,ATG,0.5304
ATG,male,CKD,60-64,ATG,0.8784
ATG,male,CKD,65-69,ATG,1.1269
ATG,male,CKD,70-74,ATG,1.6917
ATG,male,CKD,75-79,ATG,6.6723
ATG,male,CKD,80-84,ATG,9.1369
ATG,male,CKD,85-89,ATG,21.8269
ATG,male,CKD,90-94,ATG,21.8269
ATG,male,CKD,95+,ATG,21.8269
ATG,male,CKD,<1,ATG,0.0548
ATG,male,CRC,1-4,ATG,0.0
ATG,male,CRC,10-14,ATG,0.0
ATG,male,CRC,15-19,ATG,0.0
ATG,male,CRC,20-24,ATG,0.0
ATG,male,CRC,25-29,ATG,0.0
ATG,male,CRC,30-34,ATG,0.0
ATG,male,CRC,35-39,ATG,0.0
ATG,male,CRC,40-44,ATG,0.0
ATG,male,CRC,45-49,ATG,0.0
ATG,male,CRC,5-9,ATG,0.0
ATG,male,CRC,50-54,ATG,0.1869
ATG,male,CRC,55-59,ATG,0.12240000000000001
ATG,male,CRC,60-64,ATG,0.3652
ATG,male,CRC,65-69,ATG,1.9688999999999999
ATG,male,CRC,70-74,ATG,0.961
ATG,male,CRC,75-79,ATG,2.6589
ATG,male,CRC,80-84,ATG,4.2262
ATG,male,CRC,85-89,ATG,5.1442
ATG,male,CRC,90-94,ATG,5.1442
ATG,male,CRC,95+,ATG,5.1442
ATG,male,CRC,<1,ATG,0.0
ATG,male,HaemorrhagicStroke,1-4,ATG,0.0
ATG,male,HaemorrhagicStroke,10-14,ATG,0.0
ATG,male,HaemorrhagicStroke,15-19,ATG,0.0
ATG,male,HaemorrhagicStroke,20-24,ATG,0.0
ATG,male,HaemorrhagicStroke,25-29,ATG,0.0
ATG,male,HaemorrhagicStroke,30-34,ATG,0.0
ATG,male,HaemorrhagicStroke,35-39,ATG,0.0
ATG,male,HaemorrhagicStroke,40-44,ATG,0.40909999999999996
ATG,male,HaemorrhagicStroke,45-49,ATG,0.4861
ATG,male,HaemorrhagicStroke,5-9,ATG,0.0
ATG,male,HaemorrhagicStroke,50-54,ATG,0.4362
ATG,male,HaemorrhagicStroke,55-59,ATG,1.0979
ATG,male,HaemorrhagicStroke,60-64,ATG,1.669
ATG,male,HaemorrhagicStroke,65-69,ATG,2.0661
ATG,male,HaemorrhagicStroke,70-74,ATG,2.8327999999999998
ATG,male,HaemorrhagicStroke,75-79,ATG,2.9932999999999996
ATG,male,HaemorrhagicStroke,80-84,ATG,2.9463999999999997
ATG,male,HaemorrhagicStroke,85-89,ATG,6.875
ATG,male,HaemorrhagicStroke,90-94,ATG,6.875
ATG,male,HaemorrhagicStroke,95+,ATG,6.875
ATG,male,HaemorrhagicStroke,<1,ATG,0.0
ATG,male,StomachCancer,1-4,ATG,0.0
ATG,male,StomachCancer,10-14,ATG,0.0
ATG,male,StomachCancer,15-19,ATG,0.0
ATG,male,StomachCancer,20-24,ATG,0.0
ATG,male,StomachCancer,25-29,ATG,0.1616
ATG,male,StomachCancer,30-34,ATG,0.0
ATG,male,StomachCancer,35-39,ATG,0.0
ATG,male,StomachCancer,40-44,ATG,0.0
ATG,male,StomachCancer,45-49,ATG,0.0
ATG,male,StomachCancer,5-9,ATG,0.0
ATG,male,StomachCancer,50-54,ATG,0.0951
ATG,male,StomachCancer,55-59,ATG,0.0
ATG,male,StomachCancer,60-64,ATG,0.18030000000000002
ATG,male,StomachCancer,65-69,ATG,0.0
ATG,male,StomachCancer,70-74,ATG,0.0
ATG,male,StomachCancer,75-79,ATG,0.0
ATG,male,StomachCancer,80-84,ATG,0.0
ATG,male,StomachCancer,85-89,ATG,0.0
ATG,male,StomachCancer,90-94,ATG,0.0
ATG,male,StomachCancer,95+,ATG,0.0
ATG,male,StomachCancer,<1,ATG,0.0
ATG,male,Stroke,1-4,ATG,0.0
ATG,male,Stroke,10-14,ATG,0.0
ATG,male,Stroke,15-19,ATG,0.0
ATG,male,Stroke,20-24,ATG,0.0
ATG,male,Stroke,25-29,ATG,0.0
ATG,male,Stroke,30-34,ATG,0.0
ATG,male,Stroke,35-39,ATG,0.0
ATG,male,Stroke,40-44,ATG,0.0363
ATG,male,Stroke,45-49,ATG,0.0529
ATG,male,Stroke,5-9,ATG,0.0
ATG,male,Stroke,50-54,ATG,0.059000000000000004
ATG,male,Stroke,55-59,ATG,0.17059999999999997
ATG,male,Stroke,60-64,ATG,0.5132
ATG,male,Stroke,65-69,ATG,0.7513
ATG,male,Stroke,70-74,ATG,1.9419
ATG,male,Stroke,75-79,ATG,2.3579
ATG,male,Stroke,80-84,ATG,5.1488
ATG,male,Stroke,85-89,ATG,14.9038
ATG,male,Stroke,90-94,ATG,14.9038
ATG,male,Stroke,95+,ATG,14.9038
ATG,male,Stroke,<1,ATG,0.0
ATG,male,T2DM,1-4,ATG,0.0048
ATG,male,T2DM,10-14,ATG,0.0
ATG,male,T2DM,15-19,ATG,0.0
ATG,male,T2DM,20-24,ATG,0.0
ATG,male,T2DM,25-29,ATG,0.0
ATG,male,T2DM,30-34,ATG,0.0
ATG,male,T2DM,35-39,ATG,0.0
ATG,male,T2DM,40-44,ATG,0.0
ATG,male,T2DM,45-49,ATG,0.2116
ATG,male,T2DM,5-9,ATG,0.0
ATG,male,T2DM,50-54,ATG,0.305
ATG,male,T2DM,55-59,ATG,0.1929
ATG,male,T2DM,60-64,ATG,0.3005
ATG,male,T2DM,65-69,ATG,0.37560000000000004
ATG,male,T2DM,70-74,ATG,1.1411
ATG,male,T2DM,75-79,ATG,0.8695999999999999
ATG,male,T2DM,80-84,ATG,7.5
ATG,male,T2DM,85-89,ATG,6.0577
ATG,male,T2DM,90-94,ATG,6.0577
ATG,male,T2DM,95+,ATG,6.0577
ATG,male,T2DM,<1,ATG,0.0183
AUS,female,CHD,1-4,AUS,0.0
AUS,female,CHD,10-14,AUS,0.0
AUS,female,CHD,15-19,AUS,0.0003
AUS,female,CHD,20-24,AUS,0.0
AUS,female,CHD,25-29,AUS,0.0018
AUS,female,CHD,30-34,AUS,0.0101
AUS,female,CHD,35-39,AUS,0.0235
AUS,female,CHD,40-44,AUS,0.027000000000000003
AUS,female,CHD,45-49,AUS,0.057300000000000004
AUS,female,CHD,5-9,AUS,0.0
AUS,female,CHD,50-54,AUS,0.129
AUS,female,CHD,55-59,AUS,0.1578
AUS,female,CHD,60-64,AUS,0.25739999999999996
AUS,female,CHD,65-69,AUS,0.36210000000000003
AUS,female,CHD,70-74,AUS,0.6995999999999999
AUS,female,CHD,75-79,AUS,1.5465
AUS,female,CHD,80-84,AUS,3.3232
AUS,female,CHD,85-89,AUS,17.7692
AUS,female,CHD,90-94,AUS,17.7692
AUS,female,CHD,95+,AUS,17.7692
AUS,female,CHD,<1,AUS,0.0
AUS,female,CKD,1-4,AUS,0.0007000000000000001
AUS,female,CKD,10-14,AUS,0.0
AUS,female,CKD,15-19,AUS,0.0
AUS,female,CKD,20-24,AUS,0.0
AUS,female,CKD,25-29,AUS,0.0025
AUS,female,CKD,30-34,AUS,0.0005
AUS,female,CKD,35-39,AUS,0.0008
AUS,female,CKD,40-44,AUS,0.0068000000000000005
AUS,female,CKD,45-49,AUS,0.006699999999999999
AUS,female,CKD,5-9,AUS,0.0
AUS,female,CKD,50-54,AUS,0.020900000000000002
AUS,female,CKD,55-59,AUS,0.032
AUS,female,CKD,60-64,AUS,0.0426
AUS,female,CKD,65-69,AUS,0.07629999999999999
AUS,female,CKD,70-74,AUS,0.1445
AUS,female,CKD,75-79,AUS,0.3884
AUS,female,CKD,80-84,AUS,0.8989999999999999
AUS,female,CKD,85-89,AUS,3.5485
AUS,female,CKD,90-94,AUS,3.5485
AUS,female,CKD,95+,AUS,3.5485
AUS,female,CKD,<1,AUS,0.0152
AUS,female,CRC,1-4,AUS,0.0
AUS,female,CRC,10-14,AUS,0.0
AUS,female,CRC,15-19,AUS,0.0015
AUS,female,CRC,20-24,AUS,0.0
AUS,female,CRC,25-29,AUS,0.006999999999999999
AUS,female,CRC,30-34,AUS,0.0165
AUS,female,CRC,35-39,AUS,0.0373
AUS,female,CRC,40-44,AUS,0.042
AUS,female,CRC,45-49,AUS,0.0706
AUS,female,CRC,5-9,AUS,0.0
AUS,female,CRC,50-54,AUS,0.09519999999999999
AUS,female,CRC,55-59,AUS,0.16260000000000002
AUS,female,CRC,60-64,AUS,0.26289999999999997
AUS,female,CRC,65-69,AUS,0.3737
AUS,female,CRC,70-74,AUS,0.6173
AUS,female,CRC,75-79,AUS,0.8181999999999999
AUS,female,CRC,80-84,AUS,1.5074
AUS,female,CRC,85-89,AUS,3.1584
AUS,female,CRC,90-94,AUS,3.1584
AUS,female,CRC,95+,AUS,3.1584
AUS,female,CRC,<1,AUS,0.0
AUS,female,HaemorrhagicStroke,1-4,AUS,0.0001
AUS,female,HaemorrhagicStroke,10-14,AUS,0.0025
AUS,female,HaemorrhagicStroke,15-19,AUS,0.0014000000000000002
AUS,female,HaemorrhagicStroke,20-24,AUS,0.004699999999999999
AUS,female,HaemorrhagicStroke,25-29,AUS,0.002
AUS,female,HaemorrhagicStroke,30-34,AUS,0.0058
AUS,female,HaemorrhagicStroke,35-39,AUS,0.0103
AUS,female,HaemorrhagicStroke,40-44,AUS,0.028900000000000002
AUS,female,HaemorrhagicStroke,45-49,AUS,0.0576
AUS,female,HaemorrhagicStroke,5-9,AUS,0.0011
AUS,female,HaemorrhagicStroke,50-54,AUS,0.050199999999999995
AUS,female,HaemorrhagicStroke,55-59,AUS,0.0824
AUS,female,HaemorrhagicStroke,60-64,AUS,0.1048
AUS,female,HaemorrhagicStroke,65-69,AUS,0.20800000000000002
AUS,female,HaemorrhagicStroke,70-74,AUS,0.2998
AUS,female,HaemorrhagicStroke,75-79,AUS,0.6737000000000001
AUS,female,HaemorrhagicStroke,80-84,AUS,1.1349
AUS,female,HaemorrhagicStroke,85-89,AUS,2.6014999999999997
AUS,female,HaemorrhagicStroke,90-94,AUS,2.6014999999999997
AUS,female,HaemorrhagicStroke,95+,AUS,2.6014999999999997
AUS,female,HaemorrhagicStroke,<1,AUS,0.0013
AUS,female,StomachCancer,1-4,AUS,0.0
AUS,female,StomachCancer,10-14,AUS,0.0
AUS,female,StomachCancer,15-19,AUS,0.0
AUS,female,StomachCancer,20-24,AUS,0.0027
AUS,female,StomachCancer,25-29,AUS,0.0046
AUS,female,StomachCancer,30-34,AUS,0.0066
AUS,female,StomachCancer,35-39,AUS,0.009300000000000001
AUS,female,StomachCancer,40-44,AUS,0.0118
AUS,female,StomachCancer,45-49,AUS,0.0124
AUS,female,StomachCancer,5-9,AUS,0.0
AUS,female,StomachCancer,50-54,AUS,0.018799999999999997
AUS,female,StomachCancer,55-59,AUS,0.031200000000000002
AUS,female,StomachCancer,60-64,AUS,0.0323
AUS,female,StomachCancer,65-69,AUS,0.050300000000000004
AUS,female,StomachCancer,70-74,AUS,0.10769999999999999
AUS,female,StomachCancer,75-79,AUS,0.1317
AUS,female,StomachCancer,80-84,AUS,0.2205
AUS,female,StomachCancer,85-89,AUS,0.3893
AUS,female,StomachCancer,90-94,AUS,0.3893
AUS,female,StomachCancer,95+,AUS,0.3893
AUS,female,StomachCancer,<1,AUS,0.0
AUS,female,Stroke,1-4,AUS,0.0
AUS,female,Stroke,10-14,AUS,0.0001
AUS,female,Stroke,15-19,AUS,0.0001
AUS,female,Stroke,20-24,AUS,0.0003
AUS,female,Stroke,25-29,AUS,0.0002
AUS,female,Stroke,30-34,AUS,0.0006
AUS,female,Stroke,35-39,AUS,0.0007000000000000001
AUS,female,Stroke,40-44,AUS,0.0022
AUS,female,Stroke,45-49,AUS,0.0055000000000000005
AUS,female,Stroke,5-9,AUS,0.0001
AUS,female,Stroke,50-54,AUS,0.0049
AUS,female,Stroke,55-59,AUS,0.0102
AUS,female,Stroke,60-64,AUS,0.0254
AUS,female,Stroke,65-69,AUS,0.059000000000000004
AUS,female,Stroke,70-74,AUS,0.20800000000000002
AUS,female,Stroke,75-79,AUS,0.5487
AUS,female,Stroke,80-84,AUS,1.9461000000000002
AUS,female,Stroke,85-89,AUS,8.8563
AUS,female,Stroke,90-94,AUS,8.8563
AUS,female,Stroke,95+,AUS,8.8563
AUS,female,Stroke,<1,AUS,0.0003
AUS,female,T2DM,1-4,AUS,0.0003
AUS,female,T2DM,10-14,AUS,0.0
AUS,female,T2DM,15-19,AUS,0.0
AUS,female,T2DM,20-24,AUS,0.0
AUS,female,T2DM,25-29,AUS,0.0064
AUS,female,T2DM,30-34,AUS,0.006999999999999999
AUS,female,T2DM,35-39,AUS,0.008100000000000001
AUS,female,T2DM,40-44,AUS,0.0268
AUS,female,T2DM,45-49,AUS,0.0263
AUS,female,T2DM,5-9,AUS,0.0
AUS,female,T2DM,50-54,AUS,0.053
AUS,female,T2DM,55-59,AUS,0.0699
AUS,female,T2DM,60-64,AUS,0.1166
AUS,female,T2DM,65-69,AUS,0.1648
AUS,female,T2DM,70-74,AUS,0.3164
AUS,female,T2DM,75-79,AUS,0.5615
AUS,female,T2DM,80-84,AUS,1.1756
AUS,female,T2DM,85-89,AUS,3.2584
AUS,female,T2DM,90-94,AUS,3.2584
AUS,female,T2DM,95+,AUS,3.2584
AUS,female,T2DM,<1,AUS,0.0004
AUS,male,CHD,1-4,AUS,0.0
AUS,male,CHD,10-14,AUS,0.0
AUS,male,CHD,15-19,AUS,0.0
AUS,male,CHD,20-24,AUS,0.0017000000000000001
AUS,male,CHD,25-29,AUS,0.0146
AUS,male,CHD,30-34,AUS,0.0327
AUS,male,CHD,35-39,AUS,0.0779
AUS,male,CHD,40-44,AUS,0.14150000000000001
AUS,male,CHD,45-49,AUS,0.2741
AUS,male,CHD,5-9,AUS,0.0
AUS,male,CHD,50-54,AUS,0.49770000000000003
AUS,male,CHD,55-59,AUS,0.7443000000000001
AUS,male,CHD,60-64,AUS,0.9961
AUS,male,CHD,65-69,AUS,1.421
AUS,male,CHD,70-74,AUS,2.2247
AUS,male,CHD,75-79,AUS,3.6161000000000003
AUS,male,CHD,80-84,AUS,6.999700000000001
AUS,male,CHD,85-89,AUS,22.0331
AUS,male,CHD,90-94,AUS,22.0331
AUS,male,CHD,95+,AUS,22.0331
AUS,male,CHD,<1,AUS,0.0
AUS,male,CKD,1-4,AUS,0.0008
AUS,male,CKD,10-14,AUS,0.0
AUS,male,CKD,15-19,AUS,0.0015
AUS,male,CKD,20-24,AUS,0.0012
AUS,male,CKD,25-29,AUS,0.0034
AUS,male,CKD,30-34,AUS,0.0036999999999999997
AUS,male,CKD,35-39,AUS,0.002
AUS,male,CKD,40-44,AUS,0.0114
AUS,male,CKD,45-49,AUS,0.015600000000000003
AUS,male,CKD,5-9,AUS,0.0
AUS,male,CKD,50-54,AUS,0.0245
AUS,male,CKD,55-59,AUS,0.024300000000000002
AUS,male,CKD,60-64,AUS,0.0532
AUS,male,CKD,65-69,AUS,0.1204
AUS,male,CKD,70-74,AUS,0.26539999999999997
AUS,male,CKD,75-79,AUS,0.5413
AUS,male,CKD,80-84,AUS,1.2414999999999998
AUS,male,CKD,85-89,AUS,4.0375
AUS,male,CKD,90-94,AUS,4.0375
AUS,male,CKD,95+,AUS,4.0375
AUS,male,CKD,<1,AUS,0.0211
AUS,male,CRC,1-4,AUS,0.0
AUS,male,CRC,10-14,AUS,0.0
AUS,male,CRC,15-19,AUS,0.0
AUS,male,CRC,20-24,AUS,0.0038
AUS,male,CRC,25-29,AUS,0.006999999999999999
AUS,male,CRC,30-34,AUS,0.0178
AUS,male,CRC,35-39,AUS,0.029900000000000003
AUS,male,CRC,40-44,AUS,0.0393
AUS,male,CRC,45-49,AUS,0.10220000000000001
AUS,male,CRC,5-9,AUS,0.0
AUS,male,CRC,50-54,AUS,0.1661
AUS,male,CRC,55-59,AUS,0.2872
AUS,male,CRC,60-64,AUS,0.38020000000000004
AUS,male,CRC,65-69,AUS,0.5717
AUS,male,CRC,70-74,AUS,0.8177
AUS,male,CRC,75-79,AUS,1.1671
AUS,male,CRC,80-84,AUS,2.1697
AUS,male,CRC,85-89,AUS,3.5404
AUS,male,CRC,90-94,AUS,3.5404
AUS,male,CRC,95+,AUS,3.5404
AUS,male,CRC,<1,AUS,0.0
AUS,male,HaemorrhagicStroke,1-4,AUS,0.0003
AUS,male,HaemorrhagicStroke,10-14,AUS,0.0
AUS,male,HaemorrhagicStroke,15-19,AUS,0.0058
AUS,male,HaemorrhagicStroke,20-24,AUS,0.0012
AUS,male,HaemorrhagicStroke,25-29,AUS,0.011699999999999999
AUS,male,HaemorrhagicStroke,30-34,AUS,0.0111
AUS,male,HaemorrhagicStroke,35-39,AUS,0.0131
AUS,male,HaemorrhagicStroke,40-44,AUS,0.0359
AUS,male,HaemorrhagicStroke,45-49,AUS,0.0677
AUS,male,HaemorrhagicStroke,5-9,AUS,0.0
AUS,male,HaemorrhagicStroke,50-54,AUS,0.0731
AUS,male,HaemorrhagicStroke,55-59,AUS,0.086
AUS,male,HaemorrhagicStroke,60-64,AUS,0.1605
AUS,male,HaemorrhagicStroke,65-69,AUS,0.2561
AUS,male,HaemorrhagicStroke,70-74,AUS,0.39990000000000003
AUS,male,HaemorrhagicStroke,75-79,AUS,0.8081999999999999
AUS,male,HaemorrhagicStroke,80-84,AUS,1.0889
AUS,male,HaemorrhagicStroke,85-89,AUS,2.3644
AUS,male,HaemorrhagicStroke,90-94,AUS,2.3644
AUS,male,HaemorrhagicStroke,95+,AUS,2.3644
AUS,male,HaemorrhagicStroke,<1,AUS,0.0019
AUS,male,StomachCancer,1-4,AUS,0.0
AUS,male,StomachCancer,10-14,AUS,0.0
AUS,male,StomachCancer,15-19,AUS,0.0016
AUS,male,StomachCancer,20-24,AUS,0.0013
AUS,male,StomachCancer,25-29,AUS,0.0034999999999999996
AUS,male,StomachCancer,30-34,AUS,0.0026
AUS,male,StomachCancer,35-39,AUS,0.0072
AUS,male,StomachCancer,40-44,AUS,0.0108
AUS,male,StomachCancer,45-49,AUS,0.0265
AUS,male,StomachCancer,5-9,AUS,0.0
AUS,male,StomachCancer,50-54,AUS,0.0429
AUS,male,StomachCancer,55-59,AUS,0.09570000000000001
AUS,male,StomachCancer,60-64,AUS,0.12990000000000002
AUS,male,StomachCancer,65-69,AUS,0.15710000000000002
AUS,male,StomachCancer,70-74,AUS,0.2746
AUS,male,StomachCancer,75-79,AUS,0.2999
AUS,male,StomachCancer,80-84,AUS,0.4929
AUS,male,StomachCancer,85-89,AUS,0.7936
AUS,male,StomachCancer,90-94,AUS,0.7936
AUS,male,StomachCancer,95+,AUS,0.7936
AUS,male,StomachCancer,<1,AUS,0.0
AUS,male,Stroke,1-4,AUS,0.0001
AUS,male,Stroke,10-14,AUS,0.0
AUS,male,Stroke,15-19,AUS,0.0003
AUS,male,Stroke,20-24,AUS,0.0001
AUS,male,Stroke,25-29,AUS,0.0007000000000000001
AUS,male,Stroke,30-34,AUS,0.0006
AUS,male,Stroke,35-39,AUS,0.0009
AUS,male,Stroke,40-44,AUS,0.0033
AUS,male,Stroke,45-49,AUS,0.0098
AUS,male,Stroke,5-9,AUS,0.0
AUS,male,Stroke,50-54,AUS,0.0128
AUS,male,Stroke,55-59,AUS,0.019799999999999998
AUS,male,Stroke,60-64,AUS,0.06559999999999999
AUS,male,Stroke,65-69,AUS,0.10289999999999999
AUS,male,Stroke,70-74,AUS,0.3036
AUS,male,Stroke,75-79,AUS,0.6811
AUS,male,Stroke,80-84,AUS,1.9615
AUS,male,Stroke,85-89,AUS,6.7423
AUS,male,Stroke,90-94,AUS,6.7423
AUS,male,Stroke,95+,AUS,6.7423
AUS,male,Stroke,<1,AUS,0.0003
AUS,male,T2DM,1-4,AUS,0.0002
AUS,male,T2DM,10-14,AUS,0.0
AUS,male,T2DM,15-19,AUS,0.0
AUS,male,T2DM,20-24,AUS,0.0
AUS,male,T2DM,25-29,AUS,0.0078000000000000005
AUS,male,T2DM,30-34,AUS,0.008
AUS,male,T2DM,35-39,AUS,0.015600000000000001
AUS,male,T2DM,40-44,AUS,0.032799999999999996
