country,sex,cause,age,source_country,death_rate_per_1000
TCD,female,CKD,90-94,TCD,5.684099999999999
TCD,female,CKD,95+,TCD,5.684099999999999
TCD,female,CKD,<1,TCD,0.045500000000000006
TCD,female,CRC,1-4,TCD,0.0
TCD,female,CRC,10-14,TCD,0.0
TCD,female,CRC,15-19,TCD,0.0024
TCD,female,CRC,20-24,TCD,0.0014000000000000002
TCD,female,CRC,25-29,TCD,0.0066
TCD,female,CRC,30-34,TCD,0.0037
TCD,female,CRC,35-39,TCD,0.009300000000000001
TCD,female,CRC,40-44,TCD,0.0143
TCD,female,CRC,45-49,TCD,0.0432
TCD,female,CRC,5-9,TCD,0.0
TCD,female,CRC,50-54,TCD,0.068
TCD,female,CRC,55-59,TCD,0.060599999999999994
TCD,female,CRC,60-64,TCD,0.0753
TCD,female,CRC,65-69,TCD,0.1308
TCD,female,CRC,70-74,TCD,0.2495
TCD,female,CRC,75-79,TCD,0.2569
TCD,female,CRC,80-84,TCD,0.3215
TCD,female,CRC,85-89,TCD,0.4028
TCD,female,CRC,90-94,TCD,0.4028
TCD,female,CRC,95+,TCD,0.4028
TCD,female,CRC,<1,TCD,0.0
TCD,female,HaemorrhagicStroke,1-4,TCD,0.0333
TCD,female,HaemorrhagicStroke,10-14,TCD,0.0355
TCD,female,HaemorrhagicStroke,15-19,TCD,0.0202
TCD,female,HaemorrhagicStroke,20-24,TCD,0.0233
TCD,female,HaemorrhagicStroke,25-29,TCD,0.0191
TCD,female,HaemorrhagicStroke,30-34,TCD,0.0359
TCD,female,HaemorrhagicStroke,35-39,TCD,0.0665
TCD,female,HaemorrhagicStroke,40-44,TCD,0.1646
TCD,female,HaemorrhagicStroke,45-49,TCD,0.3493
TCD,female,HaemorrhagicStroke,5-9,TCD,0.013500000000000002
TCD,female,HaemorrhagicStroke,50-54,TCD,1.1937
TCD,female,HaemorrhagicStroke,55-59,TCD,1.8875
TCD,female,HaemorrhagicStroke,60-64,TCD,2.7995
TCD,female,HaemorrhagicStroke,65-69,TCD,5.1333
TCD,female,HaemorrhagicStroke,70-74,TCD,6.3551
TCD,female,HaemorrhagicStroke,75-79,TCD,9.7123
TCD,female,HaemorrhagicStroke,80-84,TCD,8.714
TCD,female,HaemorrhagicStroke,85-89,TCD,13.3949
TCD,female,HaemorrhagicStroke,90-94,TCD,13.3949
TCD,female,HaemorrhagicStroke,95+,TCD,13.3949
TCD,female,HaemorrhagicStroke,<1,TCD,0.15810000000000002
TCD,female,StomachCancer,1-4,TCD,0.0
TCD,female,StomachCancer,10-14,TCD,0.0005
TCD,female,StomachCancer,15-19,TCD,0.0007000000000000001
TCD,female,StomachCancer,20-24,TCD,0.0015
TCD,female,StomachCancer,25-29,TCD,0.008100000000000001
TCD,female,StomachCancer,30-34,TCD,0.005
TCD,female,StomachCancer,35-39,TCD,0.0192
TCD,female,StomachCancer,40-44,TCD,0.013999999999999999
TCD,female,StomachCancer,45-49,TCD,0.0096
TCD,female,StomachCancer,5-9,TCD,0.0
TCD,female,StomachCancer,50-54,TCD,0.0388
TCD,female,StomachCancer,55-59,TCD,0.0712
TCD,female,StomachCancer,60-64,TCD,0.0818
TCD,female,StomachCancer,65-69,TCD,0.07200000000000001
TCD,female,StomachCancer,70-74,TCD,0.3114
TCD,female,StomachCancer,75-79,TCD,0.1346
TCD,female,StomachCancer,80-84,TCD,0.1514
TCD,female,StomachCancer,85-89,TCD,0.2167
TCD,female,StomachCancer,90-94,TCD,0.2167
TCD,female,StomachCancer,95+,TCD,0.2167
TCD,female,StomachCancer,<1,TCD,0.0
TCD,female,Stroke,1-4,TCD,0.0031
TCD,female,Stroke,10-14,TCD,0.0024
TCD,female,Stroke,15-19,TCD,0.0018
TCD,female,Stroke,20-24,TCD,0.0019
TCD,female,Stroke,25-29,TCD,0.002
TCD,female,Stroke,30-34,TCD,0.0038
TCD,female,Stroke,35-39,TCD,0.0062
TCD,female,Stroke,40-44,TCD,0.0155
TCD,female,Stroke,45-49,TCD,0.0358
TCD,female,Stroke,5-9,TCD,0.0012
TCD,female,Stroke,50-54,TCD,0.1371
TCD,female,Stroke,55-59,TCD,0.2519
TCD,female,Stroke,60-64,TCD,0.7118000000000001
TCD,female,Stroke,65-69,TCD,1.4912
TCD,female,Stroke,70-74,TCD,4.2077
TCD,female,Stroke,75-79,TCD,7.4457
TCD,female,Stroke,80-84,TCD,12.128900000000002
TCD,female,Stroke,85-89,TCD,22.2045
TCD,female,Stroke,90-94,TCD,22.2045
TCD,female,Stroke,95+,TCD,22.2045
TCD,female,Stroke,<1,TCD,0.014199999999999999
TCD,female,T2DM,1-4,TCD,0.0034000000000000002
TCD,female,T2DM,10-14,TCD,0.0158
TCD,female,T2DM,15-19,TCD,0.0105
TCD,female,T2DM,20-24,TCD,0.0126
TCD,female,T2DM,25-29,TCD,0.0108
TCD,female,T2DM,30-34,TCD,0.0115
TCD,female,T2DM,35-39,TCD,0.0245
TCD,female,T2DM,40-44,TCD,0.051100000000000007
TCD,female,T2DM,45-49,TCD,0.124
TCD,female,T2DM,5-9,TCD,0.0069
TCD,female,T2DM,50-54,TCD,0.39159999999999995
TCD,female,T2DM,55-59,TCD,0.6291
TCD,female,T2DM,60-64,TCD,1.1719
TCD,female,T2DM,65-69,TCD,1.9434
TCD,female,T2DM,70-74,TCD,2.6116
TCD,female,T2DM,75-79,TCD,3.4754
TCD,female,T2DM,80-84,TCD,5.426
TCD,female,T2DM,85-89,TCD,8.0136
TCD,female,T2DM,90-94,TCD,8.0136
TCD,female,T2DM,95+,TCD,8.0136
TCD,female,T2DM,<1,TCD,0.008100000000000001
TCD,male,CHD,1-4,TCD,0.0
TCD,male,CHD,10-14,TCD,0.0
TCD,male,CHD,15-19,TCD,0.0077
TCD,male,CHD,20-24,TCD,0.0144
TCD,male,CHD,25-29,TCD,0.0113
TCD,male,CHD,30-34,TCD,0.0359
TCD,male,CHD,35-39,TCD,0.10529999999999999
TCD,male,CHD,40-44,TCD,0.2627
TCD,male,CHD,45-49,TCD,0.46840000000000004
TCD,male,CHD,5-9,TCD,0.0
TCD,male,CHD,50-54,TCD,0.9366
TCD,male,CHD,55-59,TCD,1.6803
TCD,male,CHD,60-64,TCD,2.7756
TCD,male,CHD,65-69,TCD,5.550700000000001
TCD,male,CHD,70-74,TCD,7.877999999999999
TCD,male,CHD,75-79,TCD,10.688699999999999
TCD,male,CHD,80-84,TCD,16.7879
TCD,male,CHD,85-89,TCD,26.350900000000003
TCD,male,CHD,90-94,TCD,26.350900000000003
TCD,male,CHD,95+,TCD,26.350900000000003
TCD,male,CHD,<1,TCD,0.0
TCD,male,CKD,1-4,TCD,0.035
TCD,male,CKD,10-14,TCD,0.0399
TCD,male,CKD,15-19,TCD,0.039900000000000005
TCD,male,CKD,20-24,TCD,0.040799999999999996
TCD,male,CKD,25-29,TCD,0.0391
TCD,male,CKD,30-34,TCD,0.0348
TCD,male,CKD,35-39,TCD,0.09309999999999999
TCD,male,CKD,40-44,TCD,0.15860000000000002
TCD,male,CKD,45-49,TCD,0.14850000000000002
TCD,male,CKD,5-9,TCD,0.0283
TCD,male,CKD,50-54,TCD,0.3821
TCD,male,CKD,55-59,TCD,0.5552999999999999
TCD,male,CKD,60-64,TCD,0.948
TCD,male,CKD,65-69,TCD,1.2865
TCD,male,CKD,70-74,TCD,2.2812
TCD,male,CKD,75-79,TCD,3.9517
TCD,male,CKD,80-84,TCD,4.683999999999999
TCD,male,CKD,85-89,TCD,10.2396
TCD,male,CKD,90-94,TCD,10.2396
TCD,male,CKD,95+,TCD,10.2396
TCD,male,CKD,<1,TCD,0.0851
TCD,male,CRC,1-4,TCD,0.0
TCD,male,CRC,10-14,TCD,0.0
TCD,male,CRC,15-19,TCD,0.0015
TCD,male,CRC,20-24,TCD,0.0078000000000000005
TCD,male,CRC,25-29,TCD,0.0086
TCD,male,CRC,30-34,TCD,0.0124
TCD,male,CRC,35-39,TCD,0.032400000000000005
TCD,male,CRC,40-44,TCD,0.018000000000000002
TCD,male,CRC,45-49,TCD,0.069
TCD,male,CRC,5-9,TCD,0.0
TCD,male,CRC,50-54,TCD,0.08070000000000001
TCD,male,CRC,55-59,TCD,0.10289999999999999
TCD,male,CRC,60-64,TCD,0.1536
TCD,male,CRC,65-69,TCD,0.2259
TCD,male,CRC,70-74,TCD,0.2382
TCD,male,CRC,75-79,TCD,0.5443
TCD,male,CRC,80-84,TCD,0.37060000000000004
TCD,male,CRC,85-89,TCD,0.4499
TCD,male,CRC,90-94,TCD,0.4499
TCD,male,CRC,95+,TCD,0.4499
TCD,male,CRC,<1,TCD,0.0
TCD,male,HaemorrhagicStroke,1-4,TCD,0.029500000000000002
TCD,male,HaemorrhagicStroke,10-14,TCD,0.0203
TCD,male,HaemorrhagicStroke,15-19,TCD,0.0168
TCD,male,HaemorrhagicStroke,20-24,TCD,0.027999999999999997
TCD,male,HaemorrhagicStroke,25-29,TCD,0.026699999999999998
TCD,male,HaemorrhagicStroke,30-34,TCD,0.057699999999999994
TCD,male,HaemorrhagicStroke,35-39,TCD,0.1286
TCD,male,HaemorrhagicStroke,40-44,TCD,0.3513
TCD,male,HaemorrhagicStroke,45-49,TCD,0.6694
TCD,male,HaemorrhagicStroke,5-9,TCD,0.0287
TCD,male,HaemorrhagicStroke,50-54,TCD,1.3461
TCD,male,HaemorrhagicStroke,55-59,TCD,1.9875
TCD,male,HaemorrhagicStroke,60-64,TCD,2.9825999999999997
TCD,male,HaemorrhagicStroke,65-69,TCD,4.2344
TCD,male,HaemorrhagicStroke,70-74,TCD,5.2933
TCD,male,HaemorrhagicStroke,75-79,TCD,6.242100000000001
TCD,male,HaemorrhagicStroke,80-84,TCD,5.4939
TCD,male,HaemorrhagicStroke,85-89,TCD,8.3088
TCD,male,HaemorrhagicStroke,90-94,TCD,8.3088
TCD,male,HaemorrhagicStroke,95+,TCD,8.3088
TCD,male,HaemorrhagicStroke,<1,TCD,0.2285
TCD,male,StomachCancer,1-4,TCD,0.0
TCD,male,StomachCancer,10-14,TCD,0.0005
TCD,male,StomachCancer,15-19,TCD,0.0011
TCD,male,StomachCancer,20-24,TCD,0.0006
TCD,male,StomachCancer,25-29,TCD,0.0058
TCD,male,StomachCancer,30-34,TCD,0.0137
TCD,male,StomachCancer,35-39,TCD,0.0255
TCD,male,StomachCancer,40-44,TCD,0.0374
TCD,male,StomachCancer,45-49,TCD,0.046799999999999994
TCD,male,StomachCancer,5-9,TCD,0.0004
TCD,male,StomachCancer,50-54,TCD,0.0433
TCD,male,StomachCancer,55-59,TCD,0.0449
TCD,male,StomachCancer,60-64,TCD,0.1074
TCD,male,StomachCancer,65-69,TCD,0.1924
TCD,male,StomachCancer,70-74,TCD,0.2285
TCD,male,StomachCancer,75-79,TCD,0.19329999999999997
TCD,male,StomachCancer,80-84,TCD,0.2005
TCD,male,StomachCancer,85-89,TCD,0.1809
TCD,male,StomachCancer,90-94,TCD,0.1809
TCD,male,StomachCancer,95+,TCD,0.1809
TCD,male,StomachCancer,<1,TCD,0.0
TCD,male,Stroke,1-4,TCD,0.0166
TCD,male,Stroke,10-14,TCD,0.0033
TCD,male,Stroke,15-19,TCD,0.0026
TCD,male,Stroke,20-24,TCD,0.0040999999999999995
TCD,male,Stroke,25-29,TCD,0.004
TCD,male,Stroke,30-34,TCD,0.009000000000000001
TCD,male,Stroke,35-39,TCD,0.0219
TCD,male,Stroke,40-44,TCD,0.0542
TCD,male,Stroke,45-49,TCD,0.1471
TCD,male,Stroke,5-9,TCD,0.0083
TCD,male,Stroke,50-54,TCD,0.3608
TCD,male,Stroke,55-59,TCD,0.6146
TCD,male,Stroke,60-64,TCD,1.9663
TCD,male,Stroke,65-69,TCD,3.1685000000000003
TCD,male,Stroke,70-74,TCD,7.3345
TCD,male,Stroke,75-79,TCD,9.6911
TCD,male,Stroke,80-84,TCD,16.5411
TCD,male,Stroke,85-89,TCD,28.5055
TCD,male,Stroke,90-94,TCD,28.5055
TCD,male,Stroke,95+,TCD,28.5055
TCD,male,Stroke,<1,TCD,0.0471
TCD,male,T2DM,1-4,TCD,0.0123
TCD,male,T2DM,10-14,TCD,0.0128
TCD,male,T2DM,15-19,TCD,0.0134
TCD,male,T2DM,20-24,TCD,0.005
TCD,male,T2DM,25-29,TCD,0.0062
TCD,male,T2DM,30-34,TCD,0.0202
TCD,male,T2DM,35-39,TCD,0.0226
TCD,male,T2DM,40-44,TCD,0.0955
TCD,male,T2DM,45-49,TCD,0.1819
TCD,male,T2DM,5-9,TCD,0.0098
TCD,male,T2DM,50-54,TCD,0.3884
TCD,male,T2DM,55-59,TCD,0.6101
TCD,male,T2DM,60-64,TCD,0.9163
TCD,male,T2DM,65-69,TCD,1.7843
TCD,male,T2DM,70-74,TCD,1.9408
TCD,male,T2DM,75-79,TCD,3.2116000000000002
TCD,male,T2DM,80-84,TCD,3.6054000000000004
TCD,male,T2DM,85-89,TCD,6.870900000000001
TCD,male,T2DM,90-94,TCD,6.870900000000001
TCD,male,T2DM,95+,TCD,6.870900000000001
TCD,male,T2DM,<1,TCD,0.0264
TGO,female,CHD,1-4,TGO,0.0
TGO,female,CHD,10-14,TGO,0.0
TGO,female,CHD,15-19,TGO,0.008100000000000001
TGO,female,CHD,20-24,TGO,0.0189
TGO,female,CHD,25-29,TGO,0.0085
TGO,female,CHD,30-34,TGO,0.042
TGO,female,CHD,35-39,TGO,0.0601
TGO,female,CHD,40-44,TGO,0.1458
TGO,female,CHD,45-49,TGO,0.35369999999999996
TGO,female,CHD,5-9,TGO,0.0
TGO,female,CHD,50-54,TGO,0.7215
TGO,female,CHD,55-59,TGO,1.193
TGO,female,CHD,60-64,TGO,2.668
TGO,female,CHD,65-69,TGO,4.5041
TGO,female,CHD,70-74,TGO,7.3038
TGO,female,CHD,75-79,TGO,10.661800000000001
TGO,female,CHD,80-84,TGO,15.415999999999999
TGO,female,CHD,85-89,TGO,24.6338
TGO,female,CHD,90-94,TGO,24.6338
TGO,female,CHD,95+,TGO,24.6338
TGO,female,CHD,<1,TGO,0.0
TGO,female,CKD,1-4,TGO,0.008100000000000001
TGO,female,CKD,10-14,TGO,0.0077
TGO,female,CKD,15-19,TGO,0.0198
TGO,female,CKD,20-24,TGO,0.0337
TGO,female,CKD,25-29,TGO,0.0309
TGO,female,CKD,30-34,TGO,0.0438
TGO,female,CKD,35-39,TGO,0.058499999999999996
TGO,female,CKD,40-44,TGO,0.0934
TGO,female,CKD,45-49,TGO,0.14750000000000002
TGO,female,CKD,5-9,TGO,0.009
TGO,female,CKD,50-54,TGO,0.2789
TGO,female,CKD,55-59,TGO,0.4445
TGO,female,CKD,60-64,TGO,0.5367999999999999
TGO,female,CKD,65-69,TGO,0.9523
TGO,female,CKD,70-74,TGO,1.4363000000000001
TGO,female,CKD,75-79,TGO,2.1399
TGO,female,CKD,80-84,TGO,4.290900000000001
TGO,female,CKD,85-89,TGO,7.1883
TGO,female,CKD,90-94,TGO,7.1883
TGO,female,CKD,95+,TGO,7.1883
TGO,female,CKD,<1,TGO,0.015700000000000002
TGO,female,CRC,1-4,TGO,0.0
TGO,female,CRC,10-14,TGO,0.0
TGO,female,CRC,15-19,TGO,0.0011
TGO,female,CRC,20-24,TGO,0.0
TGO,female,CRC,25-29,TGO,0.0027
TGO,female,CRC,30-34,TGO,0.0097
TGO,female,CRC,35-39,TGO,0.0148
TGO,female,CRC,40-44,TGO,0.0291
TGO,female,CRC,45-49,TGO,0.0706
TGO,female,CRC,5-9,TGO,0.0
TGO,female,CRC,50-54,TGO,0.0867
TGO,female,CRC,55-59,TGO,0.1199
TGO,female,CRC,60-64,TGO,0.1492
TGO,female,CRC,65-69,TGO,0.19140000000000001
TGO,female,CRC,70-74,TGO,0.2202
TGO,female,CRC,75-79,TGO,0.2566
TGO,female,CRC,80-84,TGO,0.3096
TGO,female,CRC,85-89,TGO,0.4573
TGO,female,CRC,90-94,TGO,0.4573
TGO,female,CRC,95+,TGO,0.4573
TGO,female,CRC,<1,TGO,0.0
TGO,female,HaemorrhagicStroke,1-4,TGO,0.0064
TGO,female,HaemorrhagicStroke,10-14,TGO,0.0148
TGO,female,HaemorrhagicStroke,15-19,TGO,0.0308
TGO,female,HaemorrhagicStroke,20-24,TGO,0.037200000000000004
TGO,female,HaemorrhagicStroke,25-29,TGO,0.0301
TGO,female,HaemorrhagicStroke,30-34,TGO,0.0638
TGO,female,HaemorrhagicStroke,35-39,TGO,0.1185
TGO,female,HaemorrhagicStroke,40-44,TGO,0.27949999999999997
TGO,female,HaemorrhagicStroke,45-49,TGO,0.4769
TGO,female,HaemorrhagicStroke,5-9,TGO,0.0063
TGO,female,HaemorrhagicStroke,50-54,TGO,1.2062
TGO,female,HaemorrhagicStroke,55-59,TGO,1.8943
TGO,female,HaemorrhagicStroke,60-64,TGO,2.6830000000000003
TGO,female,HaemorrhagicStroke,65-69,TGO,4.8001
TGO,female,HaemorrhagicStroke,70-74,TGO,5.9911
TGO,female,HaemorrhagicStroke,75-79,TGO,9.3291
TGO,female,HaemorrhagicStroke,80-84,TGO,8.7052
TGO,female,HaemorrhagicStroke,85-89,TGO,13.576300000000002
TGO,female,HaemorrhagicStroke,90-94,TGO,13.576300000000002
TGO,female,HaemorrhagicStroke,95+,TGO,13.576300000000002
TGO,female,HaemorrhagicStroke,<1,TGO,0.032
TGO,female,StomachCancer,1-4,TGO,0.0
TGO,female,StomachCancer,10-14,TGO,0.0
TGO,female,StomachCancer,15-19,TGO,0.0
TGO,female,StomachCancer,20-24,TGO,0.0
TGO,female,StomachCancer,25-29,TGO,0.0028000000000000004
TGO,female,StomachCancer,30-34,TGO,0.0049
TGO,female,StomachCancer,35-39,TGO,0.013300000000000001
TGO,female,StomachCancer,40-44,TGO,0.0252
TGO,female,StomachCancer,45-49,TGO,0.0369
TGO,female,StomachCancer,5-9,TGO,0.0
TGO,female,StomachCancer,50-54,TGO,0.0512
TGO,female,StomachCancer,55-59,TGO,0.07769999999999999
TGO,female,StomachCancer,60-64,TGO,0.1182
TGO,female,StomachCancer,65-69,TGO,0.16519999999999999
TGO,female,StomachCancer,70-74,TGO,0.2483
TGO,female,StomachCancer,75-79,TGO,0.3483
TGO,female,StomachCancer,80-84,TGO,0.45840000000000003
TGO,female,StomachCancer,85-89,TGO,0.6002000000000001
TGO,female,StomachCancer,90-94,TGO,0.6002000000000001
TGO,female,StomachCancer,95+,TGO,0.6002000000000001
TGO,female,StomachCancer,<1,TGO,0.0
TGO,female,Stroke,1-4,TGO,0.0007000000000000001
TGO,female,Stroke,10-14,TGO,0.0013
TGO,female,Stroke,15-19,TGO,0.0034000000000000002
TGO,female,Stroke,20-24,TGO,0.0038
TGO,female,Stroke,25-29,TGO,0.0034000000000000002
TGO,female,Stroke,30-34,TGO,0.0073
TGO,female,Stroke,35-39,TGO,0.012
TGO,female,Stroke,40-44,TGO,0.0291
TGO,female,Stroke,45-49,TGO,0.0525
TGO,female,Stroke,5-9,TGO,0.0007000000000000001
TGO,female,Stroke,50-54,TGO,0.1509
TGO,female,Stroke,55-59,TGO,0.2792
TGO,female,Stroke,60-64,TGO,0.7556999999999999
TGO,female,Stroke,65-69,TGO,1.5013999999999998
TGO,female,Stroke,70-74,TGO,4.2714
TGO,female,Stroke,75-79,TGO,7.6377999999999995
TGO,female,Stroke,80-84,TGO,13.1085
TGO,female,Stroke,85-89,TGO,24.08
TGO,female,Stroke,90-94,TGO,24.08
TGO,female,Stroke,95+,TGO,24.08
TGO,female,Stroke,<1,TGO,0.0040999999999999995
TGO,female,T2DM,1-4,TGO,0.0011
TGO,female,T2DM,10-14,TGO,0.005699999999999999
TGO,female,T2DM,15-19,TGO,0.0143
TGO,female,T2DM,20-24,TGO,0.0183
TGO,female,T2DM,25-29,TGO,0.0144
TGO,female,T2DM,30-34,TGO,0.0174
TGO,female,T2DM,35-39,TGO,0.0362
TGO,female,T2DM,40-44,TGO,0.0731
TGO,female,T2DM,45-49,TGO,0.1432
TGO,female,T2DM,5-9,TGO,0.0032
TGO,female,T2DM,50-54,TGO,0.33049999999999996
TGO,female,T2DM,55-59,TGO,0.5174
TGO,female,T2DM,60-64,TGO,0.9641
TGO,female,T2DM,65-69,TGO,1.5632
TGO,female,T2DM,70-74,TGO,2.1814
TGO,female,T2DM,75-79,TGO,2.9743
TGO,female,T2DM,80-84,TGO,4.8198
TGO,female,T2DM,85-89,TGO,7.0168
TGO,female,T2DM,90-94,TGO,7.0168
TGO,female,T2DM,95+,TGO,7.0168
TGO,female,T2DM,<1,TGO,0.0031
TGO,male,CHD,1-4,TGO,0.0
TGO,male,CHD,10-14,TGO,0.0
TGO,male,CHD,15-19,TGO,0.0115
TGO,male,CHD,20-24,TGO,0.025099999999999997
TGO,male,CHD,25-29,TGO,0.0204
TGO,male,CHD,30-34,TGO,0.0642
TGO,male,CHD,35-39,TGO,0.15869999999999998
TGO,male,CHD,40-44,TGO,0.3749
TGO,male,CHD,45-49,TGO,0.6816
TGO,male,CHD,5-9,TGO,0.0
TGO,male,CHD,50-54,TGO,1.3243
TGO,male,CHD,55-59,TGO,2.3956
TGO,male,CHD,60-64,TGO,3.8036000000000003
TGO,male,CHD,65-69,TGO,7.2841
TGO,male,CHD,70-74,TGO,10.040700000000001
TGO,male,CHD,75-79,TGO,13.728599999999998
TGO,male,CHD,80-84,TGO,21.633000000000003
TGO,male,CHD,85-89,TGO,32.4734
TGO,male,CHD,90-94,TGO,32.4734
TGO,male,CHD,95+,TGO,32.4734
TGO,male,CHD,<1,TGO,0.0
TGO,male,CKD,1-4,TGO,0.012499999999999999
TGO,male,CKD,10-14,TGO,0.021299999999999996
TGO,male,CKD,15-19,TGO,0.054000000000000006
TGO,male,CKD,20-24,TGO,0.06249999999999999
TGO,male,CKD,25-29,TGO,0.0675
TGO,male,CKD,30-34,TGO,0.0604
TGO,male,CKD,35-39,TGO,0.1336
TGO,male,CKD,40-44,TGO,0.21509999999999999
TGO,male,CKD,45-49,TGO,0.2051
TGO,male,CKD,5-9,TGO,0.0162
TGO,male,CKD,50-54,TGO,0.5118
TGO,male,CKD,55-59,TGO,0.7341
TGO,male,CKD,60-64,TGO,1.2081
TGO,male,CKD,65-69,TGO,1.53
TGO,male,CKD,70-74,TGO,2.8534
TGO,male,CKD,75-79,TGO,4.8983
TGO,male,CKD,80-84,TGO,5.784599999999999
TGO,male,CKD,85-89,TGO,12.496500000000001
TGO,male,CKD,90-94,TGO,12.496500000000001
TGO,male,CKD,95+,TGO,12.496500000000001
TGO,male,CKD,<1,TGO,0.0337
TGO,male,CRC,1-4,TGO,0.0
TGO,male,CRC,10-14,TGO,0.0
TGO,male,CRC,15-19,TGO,0.0022
TGO,male,CRC,20-24,TGO,0.0039000000000000003
TGO,male,CRC,25-29,TGO,0.015300000000000001
TGO,male,CRC,30-34,TGO,0.0151
TGO,male,CRC,35-39,TGO,0.0256
TGO,male,CRC,40-44,TGO,0.0482
TGO,male,CRC,45-49,TGO,0.0933
TGO,male,CRC,5-9,TGO,0.0
TGO,male,CRC,50-54,TGO,0.14150000000000001
TGO,male,CRC,55-59,TGO,0.1707
TGO,male,CRC,60-64,TGO,0.2576
TGO,male,CRC,65-69,TGO,0.405
TGO,male,CRC,70-74,TGO,0.7313
TGO,male,CRC,75-79,TGO,1.1415
TGO,male,CRC,80-84,TGO,1.4777
TGO,male,CRC,85-89,TGO,2.1498
TGO,male,CRC,90-94,TGO,2.1498
TGO,male,CRC,95+,TGO,2.1498
TGO,male,CRC,<1,TGO,0.0
TGO,male,HaemorrhagicStroke,1-4,TGO,0.0072
TGO,male,HaemorrhagicStroke,10-14,TGO,0.0101
TGO,male,HaemorrhagicStroke,15-19,TGO,0.021099999999999997
TGO,male,HaemorrhagicStroke,20-24,TGO,0.0414
TGO,male,HaemorrhagicStroke,25-29,TGO,0.042
TGO,male,HaemorrhagicStroke,30-34,TGO,0.0882
TGO,male,HaemorrhagicStroke,35-39,TGO,0.1646
TGO,male,HaemorrhagicStroke,40-44,TGO,0.4257
TGO,male,HaemorrhagicStroke,45-49,TGO,0.8234999999999999
TGO,male,HaemorrhagicStroke,5-9,TGO,0.0131
TGO,male,HaemorrhagicStroke,50-54,TGO,1.6276
TGO,male,HaemorrhagicStroke,55-59,TGO,2.3979
TGO,male,HaemorrhagicStroke,60-64,TGO,3.3429
TGO,male,HaemorrhagicStroke,65-69,TGO,4.5321
TGO,male,HaemorrhagicStroke,70-74,TGO,5.4204
TGO,male,HaemorrhagicStroke,75-79,TGO,6.394500000000001
TGO,male,HaemorrhagicStroke,80-84,TGO,5.388999999999999
TGO,male,HaemorrhagicStroke,85-89,TGO,7.9011000000000005
TGO,male,HaemorrhagicStroke,90-94,TGO,7.9011000000000005
TGO,male,HaemorrhagicStroke,95+,TGO,7.9011000000000005
TGO,male,HaemorrhagicStroke,<1,TGO,0.0564
TGO,male,StomachCancer,1-4,TGO,0.0
TGO,male,StomachCancer,10-14,TGO,0.0
TGO,male,StomachCancer,15-19,TGO,0.0034000000000000002
TGO,male,StomachCancer,20-24,TGO,0.0
TGO,male,StomachCancer,25-29,TGO,0.0058
TGO,male,StomachCancer,30-34,TGO,0.0034000000000000002
TGO,male,StomachCancer,35-39,TGO,0.016
TGO,male,StomachCancer,40-44,TGO,0.044199999999999996
TGO,male,StomachCancer,45-49,TGO,0.0816
TGO,male,StomachCancer,5-9,TGO,0.0
TGO,male,StomachCancer,50-54,TGO,0.13449999999999998
TGO,male,StomachCancer,55-59,TGO,0.20309999999999997
TGO,male,StomachCancer,60-64,TGO,0.2865
TGO,male,StomachCancer,65-69,TGO,0.3961
TGO,male,StomachCancer,70-74,TGO,0.5252
TGO,male,StomachCancer,75-79,TGO,0.662
TGO,male,StomachCancer,80-84,TGO,0.8338
TGO,male,StomachCancer,85-89,TGO,0.9801000000000001
TGO,male,StomachCancer,90-94,TGO,0.9801000000000001
TGO,male,StomachCancer,95+,TGO,0.9801000000000001
TGO,male,StomachCancer,<1,TGO,0.0
TGO,male,Stroke,1-4,TGO,0.005
TGO,male,Stroke,10-14,TGO,0.0021
TGO,male,Stroke,15-19,TGO,0.0040999999999999995
TGO,male,Stroke,20-24,TGO,0.0073
TGO,male,Stroke,25-29,TGO,0.0076
TGO,male,Stroke,30-34,TGO,0.0171
TGO,male,Stroke,35-39,TGO,0.0339
TGO,male,Stroke,40-44,TGO,0.0812
TGO,male,Stroke,45-49,TGO,0.23120000000000002
TGO,male,Stroke,5-9,TGO,0.0046
TGO,male,Stroke,50-54,TGO,0.5367000000000001
TGO,male,Stroke,55-59,TGO,0.9389
TGO,male,Stroke,60-64,TGO,2.7718000000000003
TGO,male,Stroke,65-69,TGO,4.3064
TGO,male,Stroke,70-74,TGO,9.0021
TGO,male,Stroke,75-79,TGO,11.953299999999999
TGO,male,Stroke,80-84,TGO,19.9177
TGO,male,Stroke,85-89,TGO,32.283899999999996
TGO,male,Stroke,90-94,TGO,32.283899999999996
TGO,male,Stroke,95+,TGO,32.283899999999996
TGO,male,Stroke,<1,TGO,0.015300000000000001
TGO,male,T2DM,1-4,TGO,0.0045000000000000005
TGO,male,T2DM,10-14,TGO,0.006500000000000001
TGO,male,T2DM,15-19,TGO,0.0182
TGO,male,T2DM,20-24,TGO,0.0079
TGO,male,T2DM,25-29,TGO,0.0111
TGO,male,T2DM,30-34,TGO,0.0364
TGO,male,T2DM,35-39,TGO,0.0325
TGO,male,T2DM,40-44,TGO,0.1319
TGO,male,T2DM,45-49,TGO,0.2583
TGO,male,T2DM,5-9,TGO,0.0058
TGO,male,T2DM,50-54,TGO,0.5429999999999999
TGO,male,T2DM,55-59,TGO,0.8397
TGO,male,T2DM,60-64,TGO,1.2267000000000001
TGO,male,T2DM,65-69,TGO,2.3061000000000003
