path,curve_cause,exposure,rr_mean,rr_low,rr_high,risk_lower,risk_upper,star_rating,rei_id,cause_id
sbp,CKD,132.60101010101,1.28828100326764,1.2578152985115,1.31948462174401,106.7,153.3,3,107,589
sbp,CKD,133.287878787879,1.30248995965064,1.27037101146737,1.33542097519305,106.7,153.3,3,107,589
sbp,CKD,133.974747474747,1.31704153727917,1.28321607606338,1.3517586346331,106.7,153.3,3,107,589
sbp,CKD,134.661616161616,1.33193599356871,1.29634993077919,1.36849892829287,106.7,153.3,3,107,589
sbp,CKD,135.348484848485,1.34717358745723,1.3097720116742,1.38564319482026,106.7,153.3,3,107,589
sbp,CKD,136.035353535354,1.36275457924096,1.32348175278537,1.40319278247229,106.7,153.3,3,107,589
sbp,CKD,136.722222222222,1.37867923041537,1.33747858651022,1.42114904832849,106.7,153.3,3,107,589
sbp,CKD,137.409090909091,1.39494780352184,1.35176194397487,1.43951335752842,106.7,153.3,3,107,589
sbp,CKD,138.09595959596,1.41156056199945,1.36633125538714,1.45828708253303,106.7,153.3,3,107,589
sbp,CKD,138.782828282828,1.42851777004248,1.3811859503748,1.47747160241051,106.7,153.3,3,107,589
sbp,CKD,139.469696969697,1.44581969246333,1.39632545830917,1.49706830214645,106.7,153.3,3,107,589
sbp,CKD,140.156565656566,1.46346659456063,1.41174920861379,1.517078571978,106.7,153.3,3,107,589
sbp,CKD,140.843434343434,1.4814587419929,1.42745663105893,1.53750380675248,106.7,153.3,3,107,589
sbp,CKD,141.530303030303,1.49979640065752,1.44344715604169,1.55834540530993,106.7,153.3,3,107,589
sbp,CKD,142.217171717172,1.51847983657472,1.45972021485205,1.57960476988919,106.7,153.3,3,107,589
sbp,CKD,142.90404040404,1.53750931577687,1.47627523992527,1.6012833055578,106.7,153.3,3,107,589
sbp,CKD,143.590909090909,1.55688510420294,1.49311166508087,1.62338241966498,106.7,153.3,3,107,589
sbp,CKD,144.277777777778,1.5766074675975,1.51022892574831,1.64590352131718,106.7,153.3,3,107,589
sbp,CKD,144.964646464646,1.59667667141504,1.52762645918002,1.66884802087641,106.7,153.3,3,107,589
sbp,CKD,145.651515151515,1.6170929807288,1.54530370465204,1.69221732948034,106.7,153.3,3,107,589
sbp,CKD,146.338383838384,1.63785666014415,1.56326010365234,1.71601285858386,106.7,153.3,3,107,589
sbp,CKD,147.025252525253,1.65896797371666,1.58149510005767,1.74023601952178,106.7,153.3,3,107,589
sbp,CKD,147.712121212121,1.68042718487442,1.60000814029895,1.76488822309201,106.7,153.3,3,107,589
sbp,CKD,148.39898989899,1.70223455634474,1.6187986735158,1.7899708791588,106.7,153.3,3,107,589
sbp,CKD,149.085858585859,1.72439035008476,1.63786615170037,1.81548539627518,106.7,153.3,3,107,589
sbp,CKD,149.772727272727,1.74689634435588,1.65721133310198,1.8414349316643,106.7,153.3,3,107,589
sbp,CKD,150.459595959596,1.7697652435294,1.6768443478008,1.86783527124174,106.7,153.3,3,107,589
sbp,CKD,151.146464646465,1.79302011879594,1.69678416086129,1.89471426040134,106.7,153.3,3,107,589
sbp,CKD,151.833333333333,1.81668549577329,1.71705088957903,1.92210155830745,106.7,153.3,3,107,589
sbp,CKD,152.520202020202,1.8408090765649,1.73768436319517,1.95005383493984,106.7,153.3,3,107,589
sbp,CKD,153.207070707071,1.86547652283489,1.75875661872969,1.97867210288692,106.7,153.3,3,107,589
sbp,CKD,153.893939393939,1.89079436846156,1.78035712380597,2.00808214037599,106.7,153.3,3,107,589
sbp,CKD,154.580808080808,1.91687946964172,1.80258367087534,2.03842238255138,106.7,153.3,3,107,589
sbp,CKD,155.267676767677,1.94382066320307,1.82550970028025,2.06979933884501,106.7,153.3,3,107,589
sbp,CKD,155.954545454545,1.9718238389643,1.84930764658448,2.10245669999197,106.7,153.3,3,107,589
sbp,CKD,156.641414141414,2.00120682687709,1.87424389949597,2.13677033443537,106.7,153.3,3,107,589
sbp,CKD,157.328282828283,2.03210411580334,1.90042800647154,2.17290374768359,106.7,153.3,3,107,589
sbp,CKD,158.015151515152,2.06458232271047,1.92791136139721,2.21094198239456,106.7,153.3,3,107,589
sbp,CKD,158.70202020202,2.0988576696217,1.95687121701667,2.2511463600787,106.7,153.3,3,107,589
sbp,CKD,159.388888888889,2.13502976023387,1.98738525704525,2.29364289632571,106.7,153.3,3,107,589
sbp,CKD,160.075757575758,2.1730048917052,2.01936780500541,2.33833096064542,106.7,153.3,3,107,589
sbp,CKD,160.762626262626,2.21255948016494,2.05262447842937,2.38495618887563,106.7,153.3,3,107,589
sbp,CKD,161.449494949495,2.25322688915004,2.08675828053728,2.43297532893057,106.7,153.3,3,107,589
sbp,CKD,162.136363636364,2.29465943204657,2.12147448711463,2.48198219731679,106.7,153.3,3,107,589
sbp,CKD,162.823232323232,2.33647570593821,2.15645222359644,2.5315277865674,106.7,153.3,3,107,589
sbp,CKD,163.510101010101,2.37856875535889,2.1916017893037,2.58148599420838,106.7,153.3,3,107,589
sbp,CKD,164.19696969697,2.42080747976316,2.22681397266086,2.63170113266115,106.7,153.3,3,107,589
sbp,CKD,164.883838383838,2.46307894000549,2.26199537664381,2.6820381364793,106.7,153.3,3,107,589
sbp,CKD,165.570707070707,2.50536933380962,2.2971354984905,2.73247943054224,106.7,153.3,3,107,589
sbp,CKD,166.257575757576,2.54767838008317,2.33223508255895,2.78302353689903,106.7,153.3,3,107,589
sbp,CKD,166.944444444444,2.59000580570187,2.36729484737068,2.83366902142335,106.7,153.3,3,107,589
sbp,CKD,167.631313131313,2.63235134519411,2.40231548693201,2.88441449186783,106.7,153.3,3,107,589
sbp,CKD,168.318181818182,2.67471474043986,2.43729767196618,2.93525859603148,106.7,153.3,3,107,589
sbp,CKD,169.005050505051,2.71709574038455,2.47224205106444,2.98620002003331,106.7,153.3,3,107,589
sbp,CKD,169.691919191919,2.75949410076604,2.50714925176202,3.03723748668369,106.7,153.3,3,107,589
sbp,CKD,170.378787878788,2.80190958385491,2.5420198815456,3.08836975394725,106.7,153.3,3,107,589
sbp,CKD,171.065656565657,2.84434195820629,2.57685452879683,3.13959561349017,106.7,153.3,3,107,589
sbp,CKD,171.752525252525,2.88679099842386,2.61165376367795,3.19091388930706,106.7,153.3,3,107,589
sbp,CKD,172.439393939394,2.92925648493484,2.64641813896328,3.24232343642195,106.7,153.3,3,107,589
sbp,CKD,173.126262626263,2.97173820377483,2.68114819082046,3.29382313965735,106.7,153.3,3,107,589
sbp,CKD,173.813131313131,3.01423594638312,2.71584443954583,3.34541191246858,106.7,153.3,3,107,589
sbp,CKD,174.5,3.05674950940732,2.75050739025701,3.39708869583833,106.7,153.3,3,107,589
sbp,Stroke,114.974226804123,1.0,1.0,1.0,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,115.762365927314,1.02622332837718,1.01797159466515,1.03454195109634,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,116.550505050504,1.05367418428146,1.03663167477358,1.07099687732743,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,117.338644173695,1.08236559735649,1.05597370187424,1.10941710410169,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,118.126783296886,1.1123107586952,1.07599114948125,1.14985632038478,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,118.914922420076,1.14352299829936,1.0966775167687,1.19236952307772,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,119.703061543267,1.17601576392621,1.11802634092821,1.23701296326771,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,120.491200666458,1.20980260131058,1.14003120823707,1.28384409440965,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,121.279339789648,1.24489713573953,1.16268576389469,1.3329215224767,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,122.067478912839,1.2813130549459,1.18598372069085,1.38430495809711,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,122.85561803603,1.31906409327879,1.20991886657393,1.43805517067791,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,123.64375715922,1.35816401710386,1.23448507119092,1.49423394450302,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,124.431896282411,1.39862661138058,1.25967629147153,1.55290403677977,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,125.220035405602,1.44046566735978,1.28548657632891,1.61412913759698,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,126.008174528792,1.4836949713444,1.31191007054908,1.67797383175153,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,126.796313651983,1.52832829445339,1.33894101793888,1.74450356239175,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,127.584452775174,1.57437938332887,1.36657376379925,1.81378459642016,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,128.372591898365,1.62186195172823,1.39480275678917,1.88588399159676,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,129.160731021555,1.67078967294217,1.42362255024038,1.96086956527828,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,129.948870144746,1.72117617298274,1.45302780298109,2.03880986472911,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,130.737009267937,1.77303502448574,1.48301327972157,2.11977413893649,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,131.525148391127,1.8263797412759,1.51357385105226,2.20383231186507,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,132.313287514318,1.88122377354423,1.54470449310046,2.29105495708417,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,133.101426637509,1.93758050358926,1.57640028688746,2.38151327370143,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,133.889565760699,1.99546324207804,1.60865641742594,2.47527906354057,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,134.67770488389,2.05488522478406,1.64146817259274,2.57242470950027,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,135.465844007081,2.11585960976129,1.67483094180882,2.67302315503211,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,136.253983130271,2.17839947491854,1.70874021455649,2.77714788468127,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,137.042122253462,2.24251781595837,1.74319157875965,2.88487290563263,116.597938144329,163.20618556701,5,107,494
