country,risk_factor,intake_g_per_day
IRN,red_meat,25.49537043641598
IRN,vegetables,306.64919082837883
IRN,whole_grains,42.508349747043845
IRQ,fruits,122.78790847562658
IRQ,legumes,14.689555701195834
IRQ,nuts_seeds,5.772413076992401
IRQ,processed_meat,5.750528871356044
IRQ,red_meat,8.166287941038556
IRQ,vegetables,218.030304906177
IRQ,whole_grains,8.301898427869215
ISL,fruits,104.11460843708323
ISL,legumes,2.5632444875436486
ISL,nuts_seeds,8.170153331185508
ISL,processed_meat,42.62772472632844
ISL,red_meat,106.1701959994388
ISL,vegetables,107.85669132987628
ISL,whole_grains,59.09355048963689
ISR,fruits,134.72504770843383
ISR,legumes,10.123599616318575
ISR,nuts_seeds,22.624925453163645
ISR,processed_meat,29.38866058816522
ISR,red_meat,42.73028579657856
ISR,vegetables,232.53174094837613
ISR,whole_grains,41.05460223580732
ITA,fruits,178.83638109924155
ITA,legumes,18.641169323859323
ITA,nuts_seeds,18.500463718408085
ITA,processed_meat,30.675326293191596
ITA,red_meat,80.02536352352232
ITA,vegetables,142.59639577185604
ITA,whole_grains,5.52781651940208
JAM,fruits,233.25825541081167
JAM,legumes,11.951511087127544
JAM,nuts_seeds,3.9364906447858186
JAM,processed_meat,16.45331267176523
JAM,red_meat,14.95455020647375
JAM,vegetables,219.1344355047277
JAM,whole_grains,27.384477500766195
JOR,fruits,78.83310921023474
JOR,legumes,21.18235436769132
JOR,nuts_seeds,12.16243368155475
JOR,processed_meat,15.769973258544686
JOR,red_meat,22.449882730694704
JOR,vegetables,242.56214093979096
JOR,whole_grains,12.135695938520216
JPN,fruits,53.25139900406487
JPN,legumes,29.558254398353903
JPN,nuts_seeds,6.162698616589909
JPN,processed_meat,12.06712410401347
JPN,red_meat,78.42104637619809
JPN,vegetables,194.3227496287525
JPN,whole_grains,4.43513025777903
KAZ,fruits,86.7411449597157
KAZ,legumes,16.1687396733776
KAZ,nuts_seeds,7.108455467825444
KAZ,processed_meat,39.53224623786783
KAZ,red_meat,93.33046692192535
KAZ,vegetables,423.25016315026784
KAZ,whole_grains,9.113846847302584
KEN,fruits,72.1838084467206
KEN,legumes,55.83551203068712
KEN,nuts_seeds,4.01582785186503
KEN,processed_meat,1.9728114915832025
KEN,red_meat,31.897283678081322
KEN,vegetables,149.69904452146625
KEN,whole_grains,17.569498110391088
KGZ,fruits,54.04949307549767
KGZ,legumes,11.362989110760294
KGZ,nuts_seeds,17.05098305454631
KGZ,processed_meat,35.575841927536125
KGZ,red_meat,63.350261839191106
KGZ,vegetables,401.4621905131698
KGZ,whole_grains,39.29554246608568
KHM,fruits,19.545174424763104
KHM,legumes,14.77226704531492
KHM,nuts_seeds,4.744036653445477
KHM,processed_meat,5.670416250689204
KHM,red_meat,17.40896736622458
KHM,vegetables,55.16134917114061
KHM,whole_grains,20.69541402097156
KOR,fruits,63.736872016420506
KOR,legumes,18.104417551681205
KOR,nuts_seeds,15.350895375554154
KOR,processed_meat,5.266039988161982
KOR,red_meat,120.47629603457946
KOR,vegetables,303.3765936192869
KOR,whole_grains,10.379420576157251
LAO,fruits,63.1694445085322
LAO,legumes,6.605716783655973
LAO,nuts_seeds,8.855435043934788
LAO,processed_meat,16.713527452951073
LAO,red_meat,38.330296482258646
LAO,vegetables,348.6017971729791
LAO,whole_grains,1.496435101426394
LBN,fruits,162.5126490883125
LBN,legumes,25.721880388519235
LBN,nuts_seeds,20.235122940608782
LBN,processed_meat,9.863133555084254
LBN,red_meat,20.810633001996163
LBN,vegetables,209.6872840856665
LBN,whole_grains,14.8508775519806
LBR,fruits,10.995852085377198
LBR,legumes,5.032077154919759
LBR,nuts_seeds,4.281671604855705
LBR,processed_meat,21.729133877276453
LBR,red_meat,13.214344849128272
LBR,vegetables,52.50136462961607
LBR,whole_grains,7.195350412977696
LBY,fruits,145.6219849264448
LBY,legumes,5.6892847353791
LBY,nuts_seeds,13.90318074832958
LBY,processed_meat,7.254351274414327
LBY,red_meat,18.05041960033751
LBY,vegetables,345.72771067795657
LBY,whole_grains,8.40173546935626
LKA,fruits,120.51291681019912
LKA,legumes,27.204925322950785
LKA,nuts_seeds,4.788206164584862
LKA,processed_meat,0.4548374256472897
LKA,red_meat,3.0303964982317364
LKA,vegetables,112.9755633718718
LKA,whole_grains,26.064903755812143
LSO,fruits,38.595207150686896
LSO,legumes,11.351447976170144
LSO,nuts_seeds,1.4611715851178342
LSO,processed_meat,8.47212270421443
LSO,red_meat,53.73540342321426
LSO,vegetables,64.48651591804415
LSO,whole_grains,73.90377743635118
LTU,fruits,62.78417164062769
LTU,legumes,5.916610452328007
LTU,nuts_seeds,6.98595549967827
LTU,processed_meat,32.04459649027137
LTU,red_meat,112.95882097263134
LTU,vegetables,155.76217622422487
LTU,whole_grains,88.56149046044301
LUX,fruits,145.48710004643465
LUX,legumes,5.995434884349897
LUX,nuts_seeds,5.888450259331382
LUX,processed_meat,78.34948121354809
LUX,red_meat,80.98505091748193
LUX,vegetables,165.1894414400446
LUX,whole_grains,28.641300617361097
LVA,fruits,78.43969398278728
LVA,legumes,0.825402071059147
LVA,nuts_seeds,7.317339997601561
LVA,processed_meat,28.98823713324354
LVA,red_meat,98.41545935284307
LVA,vegetables,194.46139351254905
LVA,whole_grains,127.3816727018001
MAR,fruits,147.67119465099103
MAR,legumes,19.451849118255527
MAR,nuts_seeds,10.495744489962462
MAR,processed_meat,18.365385689209482
MAR,red_meat,21.626201778952186
MAR,vegetables,164.63581254641008
MAR,whole_grains,11.824271414068871
MDA,fruits,170.25657523043827
MDA,legumes,13.073363004751632
MDA,nuts_seeds,3.352457475725928
MDA,processed_meat,33.17915160867321
MDA,red_meat,45.714148852859395
MDA,vegetables,166.07916144477136
MDA,whole_grains,103.74334777551437
MDG,fruits,69.49397046498576
MDG,legumes,6.44393035594291
MDG,nuts_seeds,1.1925978107892805
MDG,processed_meat,1.5807816963599637
MDG,red_meat,8.272533084052528
MDG,vegetables,34.7040366166969
MDG,whole_grains,25.18364054473579
MEX,fruits,204.19704240577656
MEX,legumes,25.929954293514104
MEX,nuts_seeds,6.161715859240147
MEX,processed_meat,27.737883150104537
MEX,red_meat,71.31849054877016
MEX,vegetables,119.18525486063156
MEX,whole_grains,15.25204137483729
MKD,fruits,238.23272485735828
MKD,legumes,15.59871012309106
MKD,nuts_seeds,17.24282729080999
MKD,processed_meat,33.93318599967127
MKD,red_meat,26.657365586897054
MKD,vegetables,525.9864741156439
MKD,whole_grains,38.23796301199049
MLI,fruits,111.409974284997
MLI,legumes,20.692327034590235
MLI,nuts_seeds,15.859040856408408
MLI,processed_meat,4.589549859449976
MLI,red_meat,11.996180511974382
MLI,vegetables,245.33766877978573
MLI,whole_grains,103.20931073523732
MLT,fruits,101.4518040745714
MLT,legumes,3.815137607576694
MLT,nuts_seeds,7.772337930367753
MLT,processed_meat,49.94220383140708
MLT,red_meat,82.74531703674603
MLT,vegetables,243.8732004572433
MLT,whole_grains,37.19445023581233
MMR,fruits,74.58592778243256
MMR,legumes,33.81014061016754
MMR,nuts_seeds,23.0226817039563
MMR,processed_meat,17.780855256327307
MMR,red_meat,52.49062131108412
MMR,vegetables,130.84616677947415
MMR,whole_grains,17.640338180289937
MNE,fruits,199.1280947624861
MNE,legumes,12.757847496404874
MNE,nuts_seeds,7.879117099162221
MNE,processed_meat,39.753566699076984
MNE,red_meat,125.1338088897928
MNE,vegetables,197.17975217557128
MNE,whole_grains,168.79719611319268
MNG,fruits,21.70633807958999
MNG,legumes,1.4154294229001465
MNG,nuts_seeds,2.7736985830263743
MNG,processed_meat,221.7479559000898
MNG,red_meat,139.39069670093957
MNG,vegetables,115.3441762633149
MNG,whole_grains,82.51677805709316
MOZ,fruits,24.9402419579566
MOZ,legumes,28.88305936347925
MOZ,nuts_seeds,7.791300979347795
MOZ,processed_meat,1.91540154374098
MOZ,red_meat,10.040545245397961
MOZ,vegetables,70.10882309013718
MOZ,whole_grains,22.168391556953807
MRT,fruits,16.65531412934817
MRT,legumes,22.33461937131142
MRT,nuts_seeds,1.1164012616331065
MRT,processed_meat,43.0375576432443
MRT,red_meat,19.4345898876964
MRT,vegetables,67.29458673175643
MRT,whole_grains,26.29865065919165
MUS,fruits,52.40370911760487
MUS,legumes,26.166895255092903
MUS,nuts_seeds,5.002747887151649
MUS,processed_meat,14.130839142590478
MUS,red_meat,16.00493175120048
MUS,vegetables,108.66060287209912
MUS,whole_grains,109.03941139838084
MWI,fruits,266.4373123554603
MWI,legumes,54.08731715979208
MWI,nuts_seeds,0.3566650704182812
MWI,processed_meat,14.120495326197682
MWI,red_meat,37.05198426857202
MWI,vegetables,169.7722311904502
MWI,whole_grains,59.94389995490882
MYS,fruits,67.81555007091197
MYS,legumes,11.787160802677793
MYS,nuts_seeds,5.605564266095057
MYS,processed_meat,13.55358664504619
MYS,red_meat,18.244538254789518
