country,age,lx,ex
MWI,10-14,95772.204,60.4835
MWI,15-19,95445.221,55.6818
MWI,20-24,94882.774,50.9956
MWI,25-29,94063.94,46.417
MWI,30-34,93060.766,41.8895
MWI,35-39,91799.701,37.4292
MWI,40-44,90133.873,33.0726
MWI,45-49,87865.44,28.8587
MWI,50-54,84712.132,24.8349
MWI,55-59,80425.263,21.0198
MWI,60-64,74845.454,17.392
MWI,65-69,67153.56,14.0831
MWI,70-74,56966.634,11.1374
MWI,75-79,44240.416,8.6016
MWI,80-84,30005.746,6.4887
MWI,85-89,16467.498,4.8134
MWI,90-94,6589.315,3.5908
MWI,95+,1734.356,2.7038
MYS,<1,100000.0,76.821
MYS,1-4,99494.036,76.2109
MYS,5-9,99378.546,72.2974
MYS,10-14,99290.576,67.3593
MYS,15-19,99175.565,62.4341
MYS,20-24,98880.978,57.6119
MYS,25-29,98541.279,52.8021
MYS,30-34,98191.303,47.981
MYS,35-39,97683.38,43.2166
MYS,40-44,96927.615,38.5329
MYS,45-49,95789.88,33.959
MYS,50-54,94107.235,29.5186
MYS,55-59,91498.245,25.2839
MYS,60-64,87660.163,21.2758
MYS,65-69,82293.826,17.4901
MYS,70-74,74516.263,14.0425
MYS,75-79,64026.959,10.9069
MYS,80-84,48475.682,8.5756
MYS,85-89,32854.69,6.4768
MYS,90-94,17925.088,4.8303
MYS,95+,7212.202,3.6049
NAM,<1,100000.0,67.5155
NAM,1-4,97325.42,68.3677
NAM,5-9,96373.086,65.0281
NAM,10-14,95992.515,60.277
NAM,15-19,95673.54,55.4692
NAM,20-24,95085.88,50.7949
NAM,25-29,94182.416,46.2571
NAM,30-34,93023.527,41.8011
NAM,35-39,91531.122,37.4401
NAM,40-44,89541.692,33.2139
NAM,45-49,86920.37,29.137
NAM,50-54,83444.363,25.2418
NAM,55-59,78862.643,21.5573
NAM,60-64,73005.47,18.0778
NAM,65-69,65289.27,14.906
NAM,70-74,55573.395,12.0628
NAM,75-79,44028.855,9.5555
NAM,80-84,31377.742,7.396
NAM,85-89,18966.848,5.6146
NAM,90-94,8929.66,4.2902
NAM,95+,3061.312,3.2706
NER,<1,100000.0,61.4328
NER,1-4,93674.368,64.566
NER,5-9,88627.616,64.1689
NER,10-14,87889.261,59.6913
NER,15-19,87390.92,55.0167
NER,20-24,86641.992,50.4692
NER,25-29,85584.581,46.0609
NER,30-34,84456.178,41.6427
NER,35-39,83184.924,37.24
NER,40-44,81718.802,32.862
NER,45-49,79862.843,28.5653
NER,50-54,77491.507,24.3594
NER,55-59,74170.106,20.3322
NER,60-64,69577.639,16.5002
NER,65-69,62923.314,12.9653
NER,70-74,53545.078,9.7743
NER,75-79,40461.383,7.089
NER,80-84,24795.488,4.9702
NER,85-89,10627.668,3.4359
NER,90-94,2623.361,2.3236
NER,95+,269.619,1.7144
NGA,<1,100000.0,54.6349
NGA,1-4,93153.892,57.6326
NGA,5-9,89722.775,55.7617
NGA,10-14,86712.308,52.6204
NGA,15-19,85136.856,48.55
NGA,20-24,83257.508,44.5858
NGA,25-29,80863.32,40.8307
NGA,30-34,78301.669,37.0839
NGA,35-39,75560.381,33.3376
NGA,40-44,72571.822,29.6056
NGA,45-49,69226.819,25.9136
NGA,50-54,65537.546,22.2283
NGA,55-59,61032.769,18.6783
NGA,60-64,55517.678,15.2764
NGA,65-69,48316.814,12.1642
NGA,70-74,39122.636,9.4142
NGA,75-79,28091.013,7.1112
NGA,80-84,16778.038,5.2369
NGA,85-89,7487.55,3.8182
NGA,90-94,2194.852,2.7367
NGA,95+,340.972,2.0799
NIC,<1,100000.0,75.0998
NIC,1-4,98913.643,74.9232
NIC,5-9,98680.369,71.0964
NIC,10-14,98571.029,66.1727
NIC,15-19,98439.865,61.2572
NIC,20-24,98143.1,56.434
NIC,25-29,97682.273,51.6879
NIC,30-34,97079.195,46.9928
NIC,35-39,96267.926,42.3667
NIC,40-44,95197.036,37.8142
NIC,45-49,93896.352,33.3022
NIC,50-54,92141.978,28.8858
NIC,55-59,89486.234,24.6636
NIC,60-64,85419.799,20.7114
NIC,65-69,79864.57,16.971
NIC,70-74,72603.663,13.4063
NIC,75-79,62827.74,10.0866
NIC,80-84,48893.057,7.205
NIC,85-89,30449.716,5.0153
NIC,90-94,12999.383,3.5778
NIC,95+,3425.335,2.5685
NLD,<1,100000.0,82.3038
NLD,1-4,99691.355,81.5581
NLD,5-9,99642.075,77.5977
NLD,10-14,99615.659,72.6177
NLD,15-19,99583.363,67.6403
NLD,20-24,99496.279,62.697
NLD,25-29,99369.835,57.7735
NLD,30-34,99216.619,52.8587
NLD,35-39,99015.297,47.9609
NLD,40-44,98739.466,43.0875
NLD,45-49,98302.869,38.2668
NLD,50-54,97593.482,33.5254
NLD,55-59,96382.505,28.9125
NLD,60-64,94357.919,24.475
NLD,65-69,91123.739,20.249
NLD,70-74,86318.942,16.2286
NLD,75-79,79040.091,12.4777
NLD,80-84,67911.432,9.0846
NLD,85-89,50787.229,6.2542
NLD,90-94,28554.319,4.1492
NLD,95+,9657.685,2.746
NOR,<1,100000.0,83.46
NOR,1-4,99821.581,82.6089
NOR,5-9,99788.851,78.6355
NOR,10-14,99770.474,73.6496
NOR,15-19,99735.265,68.6745
NOR,20-24,99630.72,63.7435
NOR,25-29,99466.097,58.8448
NOR,30-34,99271.276,53.9554
NOR,35-39,99049.67,49.0703
NOR,40-44,98765.056,44.2041
NOR,45-49,98372.698,39.3699
NOR,50-54,97768.383,34.5964
NOR,55-59,96769.043,29.9258
NOR,60-64,95119.122,25.3982
NOR,65-69,92458.89,21.0515
NOR,70-74,88216.588,16.935
NOR,75-79,81542.057,13.1017
NOR,80-84,71073.843,9.6343
NOR,85-89,54737.884,6.7135
NOR,90-94,32921.816,4.4543
NOR,95+,12406.692,2.9214
NPL,<1,100000.0,70.6357
NPL,1-4,97935.812,71.1223
NPL,5-9,97524.525,67.4145
NPL,10-14,97218.692,62.6193
NPL,15-19,96966.713,57.7753
NPL,20-24,96526.865,53.0261
NPL,25-29,95915.948,48.3476
NPL,30-34,95254.224,43.6658
NPL,35-39,94483.869,39.0008
NPL,40-44,93490.707,34.3873
NPL,45-49,92085.121,29.8716
NPL,50-54,89944.067,25.5191
NPL,55-59,86703.04,21.3735
NPL,60-64,81832.465,17.4871
NPL,65-69,74622.652,13.9205
NPL,70-74,64234.92,10.7449
NPL,75-79,50149.156,8.0324
NPL,80-84,33271.423,5.8172
NPL,85-89,16773.003,4.1523
NPL,90-94,5607.517,2.9386
NPL,95+,1016.308,2.104
NZL,<1,100000.0,82.2449
NZL,1-4,99635.371,81.5453
NZL,5-9,99533.989,77.6271
NZL,10-14,99498.706,72.6538
NZL,15-19,99447.134,67.6899
NZL,20-24,99269.411,62.806
NZL,25-29,99008.724,57.9647
NZL,30-34,98740.566,53.1153
NZL,35-39,98430.693,48.2744
NZL,40-44,98046.903,43.4532
NZL,45-49,97496.293,38.6834
NZL,50-54,96628.707,34.0067
NZL,55-59,95282.921,29.4493
NZL,60-64,93289.008,25.0222
NZL,65-69,90394.343,20.7385
NZL,70-74,86069.699,16.6467
NZL,75-79,79304.529,12.8371
NZL,80-84,68545.265,9.4312
NZL,85-89,52121.065,6.5693
NZL,90-94,30629.717,4.3845
NZL,95+,11231.986,2.9083
OMN,<1,100000.0,80.2464
OMN,1-4,99168.316,79.9182
OMN,5-9,98990.104,76.0593
OMN,10-14,98846.343,71.1667
OMN,15-19,98719.803,66.2543
OMN,20-24,98456.646,61.4243
OMN,25-29,98180.766,56.5901
OMN,30-34,97967.913,51.7077
OMN,35-39,97731.313,46.8266
OMN,40-44,97405.499,41.9744
OMN,45-49,96937.091,37.1644
OMN,50-54,96233.905,32.4164
OMN,55-59,95053.113,27.7852
OMN,60-64,93039.595,23.3282
OMN,65-69,89791.256,19.0748
OMN,70-74,84423.327,15.1155
OMN,75-79,75439.235,11.5947
OMN,80-84,61537.437,8.6144
OMN,85-89,42771.872,6.2617
OMN,90-94,22941.789,4.5501
OMN,95+,8636.467,3.3247
PAK,<1,100000.0,67.7994
PAK,1-4,95159.839,70.2387
PAK,5-9,94189.94,66.9459
PAK,10-14,93851.856,62.1793
PAK,15-19,93579.195,57.3528
PAK,20-24,93112.1,52.6268
PAK,25-29,92453.801,47.9834
PAK,30-34,91747.663,43.3332
PAK,35-39,90934.824,38.6975
PAK,40-44,89892.569,34.1158
PAK,45-49,88431.922,29.6355
PAK,50-54,86239.925,25.3211
PAK,55-59,82970.702,21.214
PAK,60-64,78112.264,17.3684
PAK,65-69,71047.772,13.8323
PAK,70-74,60987.578,10.6793
PAK,75-79,47464.933,7.9818
PAK,80-84,31346.297,5.7796
PAK,85-89,15702.798,4.1232
PAK,90-94,5196.86,2.9145
PAK,95+,924.719,2.0963
PAN,<1,100000.0,79.7746
PAN,1-4,98965.137,79.6074
PAN,5-9,98683.531,75.8302
PAN,10-14,98578.87,70.9083
PAN,15-19,98445.938,66.0002
PAN,20-24,98133.492,61.2015
PAN,25-29,97636.745,56.4996
PAN,30-34,97064.112,51.818
PAN,35-39,96475.741,47.1188
PAN,40-44,95838.656,42.4149
PAN,45-49,95020.209,37.7576
PAN,50-54,93879.737,33.1844
PAN,55-59,92295.737,28.7084
PAN,60-64,89892.568,24.4049
PAN,65-69,86461.568,20.2683
PAN,70-74,81262.52,16.394
PAN,75-79,73531.016,12.8396
PAN,80-84,62614.442,9.6192
PAN,85-89,47607.77,6.825
PAN,90-94,28362.863,4.716
PAN,95+,11353.402,3.3264
PER,<1,100000.0,77.941
PER,1-4,98994.207,77.7316
PER,5-9,98721.437,73.9416
PER,10-14,98556.931,69.0611
PER,15-19,98390.1,64.1737
PER,20-24,98057.779,59.3818
PER,25-29,97560.888,54.671
PER,30-34,96970.687,49.9882
PER,35-39,96294.205,45.3214
PER,40-44,95451.645,40.6985
PER,45-49,94346.29,36.1447
PER,50-54,92820.763,31.6953
PER,55-59,90609.428,27.4041
PER,60-64,87360.44,23.3247
PER,65-69,82823.121,19.4591
PER,70-74,76660.885,15.8115
PER,75-79,67865.062,12.5186
PER,80-84,55935.067,9.6328
PER,85-89,41058.113,7.1926
PER,90-94,24907.37,5.2402
PER,95+,11140.537,3.786
PHL,<1,100000.0,69.9461
PHL,1-4,98015.08,70.3604
PHL,5-9,97348.386,66.8316
PHL,10-14,97118.479,61.9847
PHL,15-19,96903.317,57.1163
PHL,20-24,96524.252,52.3299
PHL,25-29,95947.023,47.629
PHL,30-34,95202.656,42.9811
PHL,35-39,94245.276,38.3912
PHL,40-44,92933.515,33.896
PHL,45-49,91131.609,29.514
PHL,50-54,88460.414,25.3249
PHL,55-59,84634.964,21.3506
PHL,60-64,79323.607,17.6041
PHL,65-69,71966.6,14.1349
PHL,70-74,61756.996,11.0375
PHL,75-79,48313.458,8.3877
PHL,80-84,32618.358,6.2066
PHL,85-89,17432.534,4.4874
PHL,90-94,6448.608,3.2396
PHL,95+,1429.845,2.3287
PNG,<1,100000.0,66.2558
PNG,1-4,96831.606,67.4193
PNG,5-9,96079.815,63.9331
PNG,10-14,95648.136,59.2116
PNG,15-19,95286.994,54.4259
PNG,20-24,94543.29,49.8322
PNG,25-29,93534.294,45.3426
PNG,30-34,92473.433,40.8337
PNG,35-39,91245.819,36.3483
PNG,40-44,89667.215,31.9422
PNG,45-49,87530.128,27.6579
PNG,50-54,84496.886,23.5558
PNG,55-59,80178.705,19.6824
PNG,60-64,74080.196,16.0854
PNG,65-69,65518.91,12.844
PNG,70-74,54170.937,9.9901
PNG,75-79,40195.717,7.5718
PNG,80-84,25056.59,5.6432
PNG,85-89,12072.82,4.1476
PNG,90-94,3971.477,3.0774
PNG,95+,792.875,2.3099
POL,<1,100000.0,78.8098
POL,1-4,99672.101,78.0686
POL,5-9,99618.855,74.1094
POL,10-14,99581.131,69.1366
POL,15-19,99528.97,64.1713
POL,20-24,99374.508,59.2664
POL,25-29,99127.287,54.4078
POL,30-34,98832.294,49.5625
POL,35-39,98435.527,44.7517
POL,40-44,97858.517,39.9998
POL,45-49,96955.525,35.3472
POL,50-54,95467.934,30.8561
POL,55-59,93125.517,26.565
POL,60-64,89476.497,22.5397
POL,65-69,84202.64,18.7871
POL,70-74,77078.87,15.2834
POL,75-79,68002.708,11.9769
POL,80-84,56220.405,8.9393
POL,85-89,40734.465,6.3496
POL,90-94,22809.651,4.3732
POL,95+,8238.622,3.0008
PRI,<1,100000.0,81.9018
PRI,1-4,99510.782,81.3038
PRI,5-9,99347.618,77.4346
PRI,10-14,99263.586,72.4983
PRI,15-19,99204.541,67.5399
PRI,20-24,99088.615,62.6155
PRI,25-29,98854.63,57.7574
PRI,30-34,98531.702,52.9382
PRI,35-39,98107.957,48.1555
PRI,40-44,97521.393,43.4294
PRI,45-49,96785.716,38.7398
PRI,50-54,95727.844,34.1383
PRI,55-59,93979.263,29.7235
PRI,60-64,91469.337,25.4665
PRI,65-69,87767.204,21.4291
PRI,70-74,82631.97,17.5984
PRI,75-79,75887.57,13.929
PRI,80-84,65995.324,10.617
PRI,85-89,51254.087,7.9129
PRI,90-94,33564.37,5.7533
PRI,95+,16670.964,4.1225
PRT,<1,100000.0,82.5505
PRT,1-4,99767.338,81.7427
PRT,5-9,99697.146,77.7993
PRT,10-14,99670.489,72.8195
PRT,15-19,99635.842,67.8439
PRT,20-24,99553.044,62.8979
PRT,25-29,99412.92,57.9829
PRT,30-34,99243.759,53.0773
PRT,35-39,99021.594,48.1905
PRT,40-44,98691.836,43.3425
PRT,45-49,98108.722,38.5839
PRT,50-54,97108.705,33.9533
PRT,55-59,95497.51,29.4812
PRT,60-64,93180.072,25.1487
PRT,65-69,89954.687,20.9568
PRT,70-74,85586.141,16.8914
PRT,75-79,79067.781,13.0636
PRT,80-84,68797.111,9.6121
PRT,85-89,52453.33,6.7777
PRT,90-94,31275.237,4.6449
PRT,95+,12331.222,3.1673
PRY,<1,100000.0,73.9824
PRY,1-4,98410.45,74.1755
PRY,5-9,98072.625,70.4258
PRY,10-14,97961.649,65.503
PRY,15-19,97799.713,60.6066
PRY,20-24,97344.933,55.8767
PRY,25-29,96751.108,51.2044
PRY,30-34,96171.264,46.4979
PRY,35-39,95483.25,41.8142
PRY,40-44,94542.852,37.204
PRY,45-49,93301.127,32.6643
PRY,50-54,91508.271,28.252
PRY,55-59,88736.406,24.0509
PRY,60-64,84455.102,20.135
PRY,65-69,78300.179,16.5114
PRY,70-74,70207.184,13.1154
PRY,75-79,59429.351,10.0145
PRY,80-84,44237.288,7.5613
PRY,85-89,27653.522,5.6034
PRY,90-94,13223.901,4.1167
PRY,95+,4312.862,3.0288
PSE,<1,100000.0,69.2134
PSE,1-4,97636.405,69.8863
PSE,5-9,97247.023,66.159
PSE,10-14,97006.803,61.3173
PSE,15-19,96808.355,56.4376
PSE,20-24,96426.147,51.6503
PSE,25-29,95884.546,46.9277
PSE,30-34,95321.651,42.19
PSE,35-39,94680.796,37.458
PSE,40-44,93841.533,32.7695
PSE,45-49,92582.236,28.1786
PSE,50-54,90468.236,23.7739
PSE,55-59,87046.078,19.6027
PSE,60-64,81453.184,15.7644
PSE,65-69,73045.97,12.2733
PSE,70-74,60659.108,9.2391
PSE,75-79,44205.491,6.7188
PSE,80-84,25743.503,4.7428
PSE,85-89,10342.435,3.3173
PSE,90-94,2385.394,2.3445
PSE,95+,254.761,1.7103
ROU,<1,100000.0,76.0925
ROU,1-4,99487.516,75.4837
ROU,5-9,99371.514,71.57
ROU,10-14,99301.553,66.6187
ROU,15-19,99207.937,61.679
ROU,20-24,99018.435,56.7917
ROU,25-29,98773.878,51.9259
ROU,30-34,98452.102,47.0871
ROU,35-39,98043.937,42.2721
ROU,40-44,97407.734,37.5305
ROU,45-49,96303.831,32.9294
ROU,50-54,94431.501,28.5288
ROU,55-59,91378.605,24.3919
ROU,60-64,86731.793,20.5569
ROU,65-69,80523.688,16.9426
ROU,70-74,72699.04,13.4876
ROU,75-79,62494.67,10.2613
ROU,80-84,48711.872,7.4254
ROU,85-89,31569.465,5.0738
ROU,90-94,14269.212,3.2676
ROU,95+,3147.267,2.1336
RUS,<1,100000.0,73.3428
RUS,1-4,99576.78,72.6539
RUS,5-9,99471.113,68.7293
RUS,10-14,99386.007,63.786
RUS,15-19,99282.826,58.8494
RUS,20-24,98997.315,54.0109
RUS,25-29,98447.918,49.2976
RUS,30-34,97739.371,44.636
RUS,35-39,96727.832,40.075
RUS,40-44,95103.144,35.7132
RUS,45-49,92642.598,31.5927
RUS,50-54,89409.231,27.641
RUS,55-59,85198.632,23.8779
RUS,60-64,79800.965,20.318
RUS,65-69,73182.791,16.9225
RUS,70-74,65166.145,13.6872
RUS,75-79,55144.209,10.7011
RUS,80-84,42495.421,8.1178
RUS,85-89,27967.722,6.0263
RUS,90-94,14435.429,4.41
RUS,95+,5178.123,3.2367
RWA,<1,100000.0,68.0167
RWA,1-4,97356.495,68.8604
RWA,5-9,96461.2,65.4853
RWA,10-14,96101.34,60.7221
RWA,15-19,95803.191,55.9029
RWA,20-24,95269.838,51.2005
RWA,25-29,94489.728,46.6018
RWA,30-34,93530.752,42.0531
RWA,35-39,92314.222,37.573
RWA,40-44,90692.501,33.198
RWA,45-49,88506.518,28.9534
RWA,50-54,85544.8,24.8649
RWA,55-59,81449.496,20.9832
RWA,60-64,75915.076,17.3218
RWA,65-69,68295.777,13.9616
RWA,70-74,58136.423,10.9458
RWA,75-79,45086.093,8.3667
RWA,80-84,30228.143,6.2415
RWA,85-89,16095.321,4.5846
RWA,90-94,6079.592,3.3852
RWA,95+,1446.47,2.535
SAU,<1,100000.0,78.982
SAU,1-4,99395.524,78.4615
SAU,5-9,99264.181,74.5632
SAU,10-14,99127.824,69.6624
SAU,15-19,98956.865,64.7779
SAU,20-24,98579.281,60.0156
SAU,25-29,98155.564,55.2643
SAU,30-34,97812.905,50.4493
SAU,35-39,97483.937,45.611
SAU,40-44,97080.048,40.7898
SAU,45-49,96492.461,36.022
SAU,50-54,95560.018,31.3472
SAU,55-59,94047.624,26.8081
SAU,60-64,91577.325,22.4582
SAU,65-69,87497.22,18.3802
SAU,70-74,81115.827,14.6158
SAU,75-79,71354.602,11.2505
SAU,80-84,57222.869,8.3805
SAU,85-89,39191.57,6.0551
SAU,90-94,20548.299,4.3261
SAU,95+,7253.777,3.0987
SDN,<1,100000.0,66.5207
SDN,1-4,96270.159,68.0921
SDN,5-9,94700.314,65.1913
SDN,10-14,93754.568,60.8267
SDN,15-19,93158.971,56.1996
SDN,20-24,92271.757,51.7138
SDN,25-29,91039.445,47.3793
SDN,30-34,89718.902,43.0395
SDN,35-39,88305.84,38.6878
SDN,40-44,86735.962,34.3415
SDN,45-49,84775.601,30.076
SDN,50-54,82399.294,25.8681
SDN,55-59,79040.922,21.8556
SDN,60-64,74703.287,17.973
SDN,65-69,68373.207,14.3903
SDN,70-74,59307.173,11.1879
SDN,75-79,46958.274,8.4441
SDN,80-84,31990.851,6.2037
SDN,85-89,17071.38,4.4927
SDN,90-94,6346.517,3.2191
SDN,95+,1380.116,2.3324
SEN,<1,100000.0,68.924
SEN,1-4,97682.154,69.5569
SEN,5-9,96582.108,66.33
SEN,10-14,96060.733,61.6781
SEN,15-19,95677.356,56.9149
SEN,20-24,95106.14,52.2406
SEN,25-29,94300.709,47.6649
SEN,30-34,93421.18,43.0896
SEN,35-39,92375.068,38.5485
SEN,40-44,91146.361,34.0333
SEN,45-49,89493.719,29.6133
SEN,50-54,87273.663,25.2997
SEN,55-59,84050.911,21.1682
SEN,60-64,79480.12,17.2336
SEN,65-69,72785.455,13.5749
SEN,70-74,63153.947,10.2413
SEN,75-79,49174.375,7.4033
SEN,80-84,31321.708,5.1647
SEN,85-89,14061.063,3.5661
SEN,90-94,3715.735,2.3984
SEN,95+,413.634,1.7487
SLB,<1,100000.0,70.694
SLB,1-4,98603.654,70.6939
SLB,5-9,98286.376,66.9157
SLB,10-14,97955.986,62.1335
SLB,15-19,97683.657,57.2995
SLB,20-24,97202.697,52.5694
SLB,25-29,96532.173,47.9169
SLB,30-34,95807.277,43.2602
SLB,35-39,94966.906,38.6202
SLB,40-44,93891.258,34.0327
SLB,45-49,92380.934,29.5457
SLB,50-54,90103.078,25.2252
SLB,55-59,86682.976,21.1156
SLB,60-64,81585.864,17.2687
SLB,65-69,74115.86,13.7424
SLB,70-74,63475.922,10.6045
SLB,75-79,49233.241,7.921
SLB,80-84,32347.727,5.7311
SLB,85-89,16076.286,4.0823
SLB,90-94,5242.597,2.8823
SLB,95+,911.411,2.0737
SLE,<1,100000.0,61.9638
SLE,1-4,92946.556,65.6455
SLE,5-9,90426.212,63.4425
SLE,10-14,89639.229,58.981
SLE,15-19,89103.104,54.3203
SLE,20-24,88282.178,49.8005
SLE,25-29,87250.719,45.3595
SLE,30-34,86202.631,40.8804
SLE,35-39,85013.953,36.416
SLE,40-44,83520.315,32.0207
SLE,45-49,81549.333,27.7314
SLE,50-54,78859.004,23.5875
SLE,55-59,75048.344,19.6514
SLE,60-64,69711.278,15.9536
SLE,65-69,61986.469,12.6126
SLE,70-74,51418.627,9.6671
SLE,75-79,37702.284,7.2449
SLE,80-84,22817.822,5.3517
SLE,85-89,10385.146,3.9242
SLE,90-94,3138.998,2.9462
SLE,95+,575.504,2.228
SLV,<1,100000.0,72.3018
SLV,1-4,99066.747,71.9817
SLV,5-9,98868.355,68.1227
SLV,10-14,98743.913,63.2055
SLV,15-19,98545.576,58.3268
SLV,20-24,97839.896,53.7266
SLV,25-29,96867.527,49.2409
SLV,30-34,95720.156,44.7998
SLV,35-39,94204.786,40.4785
SLV,40-44,92304.092,36.2591
SLV,45-49,90128.87,32.0727
SLV,50-54,87555.749,27.9393
SLV,55-59,84187.789,23.952
SLV,60-64,79634.107,20.1726
SLV,65-69,73889.441,16.5396
SLV,70-74,66651.742,13.0544
SLV,75-79,57064.354,9.8024
SLV,80-84,43287.134,7.0882
SLV,85-89,26450.403,4.9854
SLV,90-94,11244.177,3.5399
SLV,95+,2899.282,2.5446
SOM,<1,100000.0,58.9668
SOM,1-4,93442.69,62.0885
SOM,5-9,89789.63,60.5467
SOM,10-14,88206.356,56.5954
SOM,15-19,87281.48,52.1686
SOM,20-24,85915.546,47.9547
SOM,25-29,83908.56,44.0406
SOM,30-34,81796.26,40.1131
SOM,35-39,79628.616,36.1367
SOM,40-44,77323.293,32.1381
SOM,45-49,74670.667,28.1893
SOM,50-54,71654.657,24.2674
SOM,55-59,67790.427,20.5027
SOM,60-64,63008.236,16.8618
SOM,65-69,56494.328,13.5023
SOM,70-74,47712.833,10.5071
SOM,75-79,36465.594,7.952
SOM,80-84,23778.223,5.8517
SOM,85-89,11940.88,4.2594
SOM,90-94,4090.821,3.1223
SOM,95+,837.452,2.3566
SRB,<1,100000.0,76.9394
SRB,1-4,99603.058,76.2454
SRB,5-9,99526.345,72.303
SRB,10-14,99479.956,67.3355
SRB,15-19,99422.153,62.3731
SRB,20-24,99286.599,57.4544
SRB,25-29,99094.927,52.5606
SRB,30-34,98856.254,47.6811
SRB,35-39,98516.922,42.8363
SRB,40-44,97986.251,38.0539
SRB,45-49,97150.112,33.3581
SRB,50-54,95700.779,28.8218
SRB,55-59,93201.632,24.5221
SRB,60-64,89193.848,20.5047
SRB,65-69,83293.793,16.7697
SRB,70-74,75116.915,13.3102
SRB,75-79,62995.274,10.3667
SRB,80-84,47527.762,7.903
SRB,85-89,30461.681,5.9291
SRB,90-94,15329.72,4.4162
SRB,95+,5468.439,3.3208
SSD,<1,100000.0,57.7382
SSD,1-4,93683.143,60.6163
SSD,5-9,90183.869,58.8985
SSD,10-14,88056.144,55.269
SSD,15-19,86845.605,51.0054
SSD,20-24,85322.018,46.8685
SSD,25-29,83268.439,42.9613
SSD,30-34,81085.842,39.0501
SSD,35-39,78794.849,35.1121
SSD,40-44,76299.693,31.1768
SSD,45-49,73396.254,27.3092
SSD,50-54,70091.502,23.4755
SSD,55-59,65922.012,19.7964
SSD,60-64,60779.977,16.2517
SSD,65-69,53893.945,12.993
SSD,70-74,44823.243,10.0958
SSD,75-79,33487.41,7.6443
SSD,80-84,21174.25,5.6354
SSD,85-89,10209.842,4.1185
SSD,90-94,3343.845,3.0094
SSD,95+,648.754,2.1485
STP,<1,100000.0,69.9046
STP,1-4,98895.668,69.6838
STP,5-9,98683.248,65.8295
STP,10-14,98474.923,60.9638
STP,15-19,98258.269,56.0921
STP,20-24,97664.17,51.4159
STP,25-29,96775.537,46.8648
STP,30-34,95780.408,42.3251
STP,35-39,94586.283,37.8268
STP,40-44,93027.567,33.4166
STP,45-49,90871.526,29.1469
STP,50-54,87780.755,25.08
STP,55-59,83433.063,21.25
STP,60-64,77501.769,17.676
STP,65-69,69632.461,14.3781
STP,70-74,59405.254,11.407
STP,75-79,46747.397,8.7987
STP,80-84,32332.173,6.5942
STP,85-89,18155.032,4.8302
STP,90-94,7373.475,3.5009
STP,95+,1862.529,2.5751
SUR,<1,100000.0,73.7575
SUR,1-4,98924.699,73.5578
SUR,5-9,98757.857,69.6789
SUR,10-14,98622.014,64.7717
SUR,15-19,98471.615,59.8664
SUR,20-24,98105.093,55.0795
SUR,25-29,97552.426,50.3769
SUR,30-34,96791.278,45.7524
SUR,35-39,95828.993,41.1857
SUR,40-44,94513.814,36.7226
SUR,45-49,92991.087,32.2819
SUR,50-54,90868.249,27.9735
SUR,55-59,87566.395,23.9275
SUR,60-64,82705.632,20.1796
SUR,65-69,76378.125,16.6353
SUR,70-74,67889.542,13.3891
SUR,75-79,57104.897,10.4271
SUR,80-84,43406.178,7.9003
SUR,85-89,27730.035,5.9525
SUR,90-94,13939.959,4.4764
SUR,95+,5064.93,3.3776
SVK,<1,100000.0,78.4924
SVK,1-4,99609.097,77.7998
SVK,5-9,99524.459,73.8647
SVK,10-14,99477.628,68.8983
SVK,15-19,99419.019,63.9374
SVK,20-24,99270.707,59.0286
SVK,25-29,99050.884,54.1541
SVK,30-34,98808.035,49.2808
SVK,35-39,98480.139,44.436
SVK,40-44,97995.032,39.6428
SVK,45-49,97198.378,34.9454
SVK,50-54,95835.119,30.4041
SVK,55-59,93547.617,26.0817
SVK,60-64,90095.342,21.9791
SVK,65-69,84864.587,18.171
SVK,70-74,77860.747,14.57
SVK,75-79,68377.556,11.2268
SVK,80-84,55332.872,8.2518
SVK,85-89,37843.064,5.8687
SVK,90-94,19601.775,4.0733
SVK,95+,6307.53,2.8123
SVN,<1,100000.0,81.7768
SVN,1-4,99859.189,80.8919
SVN,5-9,99822.039,76.9215
SVN,10-14,99798.652,71.9389
SVN,15-19,99766.312,66.9613
SVN,20-24,99657.416,62.031
SVN,25-29,99504.103,57.1227
SVN,30-34,99337.492,52.2141
SVN,35-39,99122.034,47.322
SVN,40-44,98815.707,42.4602
SVN,45-49,98380.209,37.636
SVN,50-54,97622.448,32.9071
SVN,55-59,96172.34,28.3632
SVN,60-64,93803.137,24.0112
SVN,65-69,90018.875,19.9091
SVN,70-74,84758.628,15.9816
SVN,75-79,77280.949,12.2693
SVN,80-84,64384.306,9.1933
SVN,85-89,46768.199,6.6796
SVN,90-94,27048.189,4.7315
SVN,95+,10829.95,3.3128
SWE,<1,100000.0,83.4236
SWE,1-4,99815.267,82.5777
SWE,5-9,99756.913,78.6252
SWE,10-14,99735.644,73.6415
SWE,15-19,99704.819,68.6634
SWE,20-24,99608.58,63.7268
SWE,25-29,99409.357,58.8493
SWE,30-34,99178.055,53.9807
SWE,35-39,98936.05,49.1065
SWE,40-44,98659.153,44.2371
SWE,45-49,98286.448,39.3949
SWE,50-54,97721.494,34.607
SWE,55-59,96765.907,29.922
SWE,60-64,95156.896,25.3822
SWE,65-69,92453.781,21.0455
SWE,70-74,88199.222,16.9319
SWE,75-79,81643.157,13.0768
