country,age,lx,ex
COM,40-44,90067.513,32.779
COM,45-49,88236.499,28.4045
COM,50-54,85581.302,24.2034
COM,55-59,81690.87,20.23
COM,60-64,76105.26,16.5206
COM,65-69,68110.373,13.1503
COM,70-74,57178.285,10.1645
COM,75-79,43032.69,7.6558
COM,80-84,27172.164,5.6646
COM,85-89,13170.391,4.1416
COM,90-94,4319.352,3.0751
COM,95+,861.703,2.3083
CPV,<1,100000.0,76.2238
CPV,1-4,99046.005,75.9567
CPV,5-9,98841.19,72.111
CPV,10-14,98768.334,67.1625
CPV,15-19,98682.178,62.2187
CPV,20-24,98516.727,57.3185
CPV,25-29,98188.337,52.5012
CPV,30-34,97793.592,47.7029
CPV,35-39,97224.913,42.966
CPV,40-44,96263.293,38.3687
CPV,45-49,95036.329,33.8304
CPV,50-54,93261.398,29.4235
CPV,55-59,90774.954,25.1579
CPV,60-64,87523.899,20.9956
CPV,65-69,83496.867,16.8846
CPV,70-74,77350.051,13.0086
CPV,75-79,66418.581,9.7024
CPV,80-84,49536.258,7.1211
CPV,85-89,30059.469,5.1075
CPV,90-94,13117.959,3.65
CPV,95+,3564.871,2.6352
CRI,<1,100000.0,80.9964
CRI,1-4,99356.78,80.5199
CRI,5-9,99246.783,76.6072
CRI,10-14,99177.335,71.6592
CRI,15-19,99084.722,66.7235
CRI,20-24,98814.167,61.8983
CRI,25-29,98345.395,57.1811
CRI,30-34,97840.791,52.463
CRI,35-39,97297.163,47.7419
CRI,40-44,96660.839,43.0392
CRI,45-49,95856.86,38.3783
CRI,50-54,94790.438,33.7806
CRI,55-59,93273.51,29.2869
CRI,60-64,91048.084,24.9377
CRI,65-69,87698.569,20.7886
CRI,70-74,83103.16,16.7947
CRI,75-79,76689.088,12.9732
CRI,80-84,65048.907,9.8095
CRI,85-89,48843.317,7.2062
CRI,90-94,29898.746,5.1757
CRI,95+,13274.178,3.6828
CUB,<1,100000.0,78.264
CUB,1-4,99548.088,77.6187
CUB,5-9,99437.136,73.7033
CUB,10-14,99359.199,68.7593
CUB,15-19,99266.773,63.8207
CUB,20-24,99081.918,58.9347
CUB,25-29,98831.505,54.0776
CUB,30-34,98523.933,49.2383
CUB,35-39,98122.072,44.4292
CUB,40-44,97547.242,39.6753
CUB,45-49,96685.107,35.0053
CUB,50-54,95355.439,30.4561
CUB,55-59,93184.481,26.1027
CUB,60-64,89664.941,22.0219
CUB,65-69,84305.921,18.2533
CUB,70-74,76765.911,14.7882
CUB,75-79,66562.676,11.6543
CUB,80-84,53373.305,8.894
CUB,85-89,37516.148,6.5754
CUB,90-94,21200.386,4.7378
CUB,95+,8499.298,3.3456
CYP,<1,100000.0,81.8206
CYP,1-4,99743.063,81.031
CYP,5-9,99705.745,77.0606
CYP,10-14,99680.325,72.0797
CYP,15-19,99655.981,67.0966
CYP,20-24,99593.384,62.137
CYP,25-29,99495.236,57.1958
CYP,30-34,99388.456,52.2545
CYP,35-39,99236.015,47.3306
CYP,40-44,98987.709,42.4426
CYP,45-49,98598.223,37.5997
CYP,50-54,97977.271,32.8208
CYP,55-59,96886.699,28.1596
CYP,60-64,95010.564,23.6621
CYP,65-69,91768.401,19.402
CYP,70-74,86337.186,15.4533
CYP,75-79,77676.559,11.877
CYP,80-84,64387.761,8.7802
CYP,85-89,45943.115,6.2605
CYP,90-94,25244.46,4.3586
CYP,95+,9226.427,2.9291
CZE,<1,100000.0,79.9702
CZE,1-4,99789.43,79.1386
CZE,5-9,99740.843,75.1764
CZE,10-14,99704.205,70.2031
CZE,15-19,99663.943,65.2304
CZE,20-24,99539.393,60.3081
CZE,25-29,99333.299,55.4279
CZE,30-34,99109.087,50.5476
CZE,35-39,98822.839,45.6864
CZE,40-44,98423.184,40.8613
CZE,45-49,97819.71,36.0969
CZE,50-54,96788.642,31.4524
CZE,55-59,95087.243,26.9673
CZE,60-64,92362.719,22.6828
CZE,65-69,87920.918,18.693
CZE,70-74,81432.537,14.9719
CZE,75-79,72162.403,11.5572
CZE,80-84,59609.944,8.4365
CZE,85-89,42230.466,5.8329
CZE,90-94,21950.365,3.9181
CZE,95+,6754.587,2.6493
DEU,<1,100000.0,81.5387
DEU,1-4,99717.919,80.769
DEU,5-9,99659.698,76.8153
DEU,10-14,99626.205,71.8404
DEU,15-19,99588.75,66.8664
DEU,20-24,99488.408,61.9309
DEU,25-29,99350.519,57.0134
DEU,30-34,99189.851,52.1015
DEU,35-39,98956.905,47.2179
DEU,40-44,98617.886,42.3711
DEU,45-49,98095.412,37.5825
DEU,50-54,97223.968,32.895
DEU,55-59,95730.148,28.3659
DEU,60-64,93209.513,24.0602
DEU,65-69,89303.814,19.9961
DEU,70-74,83763.225,16.1451
DEU,75-79,76148.055,12.4972
DEU,80-84,65435.118,9.1084
DEU,85-89,49006.946,6.2704
DEU,90-94,27599.764,4.165
DEU,95+,9379.637,2.7627
DJI,<1,100000.0,66.2022
DJI,1-4,96454.317,67.6305
DJI,5-9,95088.751,64.5746
DJI,10-14,94028.351,60.2776
DJI,15-19,93366.676,55.6871
DJI,20-24,92399.528,51.2416
DJI,25-29,91072.894,46.9509
DJI,30-34,89648.853,42.6566
DJI,35-39,88120.414,38.3527
DJI,40-44,86420.705,34.0563
DJI,45-49,84314.294,29.8429
DJI,50-54,81777.342,25.6878
DJI,55-59,78256.593,21.7257
DJI,60-64,73768.192,17.8889
DJI,65-69,67322.198,14.3474
DJI,70-74,58244.902,11.1743
DJI,75-79,46055.455,8.4429
DJI,80-84,31400.01,6.1957
DJI,85-89,16755.808,4.4753
DJI,90-94,6200.087,3.2022
DJI,95+,1333.894,2.3192
DNK,<1,100000.0,82.0938
DNK,1-4,99718.88,81.3248
DNK,5-9,99663.755,77.3691
DNK,10-14,99643.409,72.3844
DNK,15-19,99619.595,67.4011
DNK,20-24,99550.19,62.446
DNK,25-29,99432.972,57.5166
DNK,30-34,99291.063,52.5951
DNK,35-39,99104.868,47.689
DNK,40-44,98833.178,42.8128
DNK,45-49,98411.542,37.9847
DNK,50-54,97655.896,33.2574
DNK,55-59,96331.507,28.6772
DNK,60-64,94036.667,24.3109
DNK,65-69,90364.797,20.1906
DNK,70-74,85116.984,16.2733
DNK,75-79,77631.143,12.5862
DNK,80-84,66440.634,9.2569
DNK,85-89,49605.148,6.5019
DNK,90-94,28634.978,4.4103
DNK,95+,10522.858,2.9817
DOM,<1,100000.0,73.8676
DOM,1-4,97470.436,74.7817
DOM,5-9,96852.351,71.2509
DOM,10-14,96782.516,66.3008
DOM,15-19,96687.908,61.3628
DOM,20-24,96299.797,56.598
DOM,25-29,95577.345,52.0064
DOM,30-34,94792.698,47.4161
DOM,35-39,93942.654,42.8219
DOM,40-44,92866.028,38.2881
DOM,45-49,91421.849,33.8514
DOM,50-54,89381.11,29.5642
DOM,55-59,86680.84,25.4041
DOM,60-64,83072.251,21.3932
DOM,65-69,77807.644,17.6608
DOM,70-74,70103.898,14.3114
DOM,75-79,59597.872,11.3742
DOM,80-84,46382.849,8.8822
DOM,85-89,31670.102,6.8415
DOM,90-94,17921.402,5.2262
DOM,95+,7817.033,3.9872
DZA,<1,100000.0,76.4752
DZA,1-4,98291.793,76.8023
DZA,5-9,97951.78,73.0632
DZA,10-14,97798.717,68.174
DZA,15-19,97643.867,63.2779
DZA,20-24,97407.417,58.4251
DZA,25-29,97104.58,53.5993
DZA,30-34,96765.799,48.7781
DZA,35-39,96372.549,43.9666
DZA,40-44,95856.341,39.1892
DZA,45-49,95136.149,34.4659
DZA,50-54,94100.193,29.8161
DZA,55-59,92549.154,25.2713
DZA,60-64,90026.806,20.9032
DZA,65-69,85718.25,16.8177
DZA,70-74,78502.158,13.1149
DZA,75-79,67036.732,9.9016
DZA,80-84,50554.892,7.2778
DZA,85-89,31108.125,5.2517
DZA,90-94,13854.981,3.843
DZA,95+,4084.459,2.8422
ECU,<1,100000.0,77.5789
ECU,1-4,99015.361,77.3491
ECU,5-9,98791.646,73.5202
ECU,10-14,98643.0,68.6275
ECU,15-19,98460.085,63.7498
ECU,20-24,98056.418,59.0008
ECU,25-29,97456.192,54.3484
ECU,30-34,96807.504,49.6957
ECU,35-39,96097.225,45.0441
ECU,40-44,95246.905,40.4233
ECU,45-49,94243.533,35.8262
ECU,50-54,92901.12,31.3058
ECU,55-59,90990.591,26.9074
ECU,60-64,88167.551,22.684
ECU,65-69,84155.721,18.6399
ECU,70-74,78570.3,14.7778
ECU,75-79,70385.486,11.1848
ECU,80-84,57050.339,8.1708
ECU,85-89,38529.91,5.8613
ECU,90-94,19694.721,4.1348
ECU,95+,6516.368,2.9271
EGY,<1,100000.0,71.8058
EGY,1-4,98682.762,71.7626
EGY,5-9,98381.331,67.9779
EGY,10-14,98190.848,63.1056
EGY,15-19,98035.816,58.2009
EGY,20-24,97740.992,53.3686
EGY,25-29,97405.482,48.5437
EGY,30-34,97030.422,43.7214
EGY,35-39,96559.505,38.922
EGY,40-44,95937.263,34.1574
EGY,45-49,95022.076,29.4605
EGY,50-54,93385.858,24.9281
EGY,55-59,90146.367,20.7251
EGY,60-64,84692.978,16.8875
EGY,65-69,76526.326,13.4063
EGY,70-74,65014.329,10.3169
EGY,75-79,49880.636,7.6566
EGY,80-84,31969.623,5.5353
EGY,85-89,15385.436,3.8981
EGY,90-94,4664.139,2.7722
EGY,95+,742.07,2.0216
ERI,<1,100000.0,68.8927
ERI,1-4,97403.171,69.7263
ERI,5-9,96612.437,66.2807
ERI,10-14,95827.491,61.8048
ERI,15-19,95311.229,57.126
ERI,20-24,94490.623,52.5983
ERI,25-29,93350.9,48.2095
ERI,30-34,92122.934,43.8183
ERI,35-39,90801.368,39.4194
ERI,40-44,89331.051,35.0257
ERI,45-49,87473.04,30.7149
ERI,50-54,85202.739,26.4636
ERI,55-59,81949.115,22.41
ERI,60-64,77758.908,18.4769
ERI,65-69,71597.685,14.8372
ERI,70-74,62714.115,11.566
ERI,75-79,50481.591,8.7347
ERI,80-84,35237.604,6.407
ERI,85-89,19393.818,4.628
ERI,90-94,7485.797,3.3383
ERI,95+,1738.349,2.4017
ESP,<1,100000.0,83.7994
ESP,1-4,99779.685,82.9842
ESP,5-9,99714.84,79.0373
ESP,10-14,99687.831,74.058
ESP,15-19,99653.122,69.0829
ESP,20-24,99581.336,64.1307
ESP,25-29,99475.04,59.1964
ESP,30-34,99346.09,54.2699
ESP,35-39,99182.397,49.3552
ESP,40-44,98947.631,44.466
ESP,45-49,98564.813,39.6281
ESP,50-54,97854.919,34.8956
ESP,55-59,96584.999,30.3188
ESP,60-64,94576.896,25.906
ESP,65-69,91654.018,21.6481
ESP,70-74,87541.94,17.541
ESP,75-79,81565.016,13.6313
ESP,80-84,72183.104,10.0526
ESP,85-89,57026.402,7.0129
ESP,90-94,35530.995,4.6889
ESP,95+,14330.272,3.0986
EST,<1,100000.0,79.3087
EST,1-4,99835.799,78.4389
EST,5-9,99773.804,74.4865
EST,10-14,99718.927,69.5263
EST,15-19,99652.38,64.5709
EST,20-24,99462.432,59.6889
EST,25-29,99231.484,54.8219
EST,30-34,98899.635,49.9969
EST,35-39,98387.119,45.2437
EST,40-44,97737.799,40.5272
EST,45-49,96812.997,35.8889
EST,50-54,95432.683,31.3702
EST,55-59,93183.392,27.0616
EST,60-64,89838.617,22.9703
EST,65-69,84901.042,19.1533
EST,70-74,78220.294,15.5654
EST,75-79,69405.136,12.2138
EST,80-84,58084.396,9.082
EST,85-89,42698.871,6.4184
EST,90-94,24264.026,4.3822
EST,95+,8828.946,2.9769
ETH,<1,100000.0,67.6028
ETH,1-4,96811.12,68.8251
ETH,5-9,95683.586,65.614
ETH,10-14,94807.157,61.1998
ETH,15-19,94236.067,56.5555
ETH,20-24,93362.029,52.0594
ETH,25-29,92134.537,47.719
ETH,30-34,90822.74,43.3718
ETH,35-39,89422.683,39.0113
ETH,40-44,87866.801,34.6565
ETH,45-49,85909.598,30.3873
ETH,50-54,83523.565,26.1808
ETH,55-59,80168.79,22.1666
ETH,60-64,75879.673,18.2721
ETH,65-69,69642.386,14.67
ETH,70-74,60736.231,11.4356
ETH,75-79,48592.603,8.6411
ETH,80-84,33687.139,6.3342
ETH,85-89,18385.594,4.5624
ETH,90-94,6992.017,3.248
ETH,95+,1545.386,2.3378
FIN,<1,100000.0,82.0769
FIN,1-4,99829.637,81.2167
FIN,5-9,99774.487,77.2609
FIN,10-14,99754.336,72.276
FIN,15-19,99718.092,67.3012
FIN,20-24,99581.673,62.3893
FIN,25-29,99326.994,57.5427
FIN,30-34,99058.051,52.6921
FIN,35-39,98750.198,47.8484
FIN,40-44,98356.21,43.0295
FIN,45-49,97796.794,38.2604
FIN,50-54,96924.742,33.5804
FIN,55-59,95514.871,29.0367
FIN,60-64,93355.104,24.6465
FIN,65-69,89942.953,20.48
FIN,70-74,84974.421,16.5236
FIN,75-79,77832.94,12.7963
FIN,80-84,67164.45,9.4049
FIN,85-89,51111.184,6.5259
FIN,90-94,29857.265,4.3542
FIN,95+,10852.04,2.8789
FJI,<1,100000.0,67.4625
FJI,1-4,98375.778,67.5744
FJI,5-9,97957.727,63.8561
FJI,10-14,97778.218,58.9691
FJI,15-19,97592.439,54.0763
FJI,20-24,97287.828,49.2371
FJI,25-29,96825.039,44.46
FJI,30-34,96265.299,39.7035
FJI,35-39,95525.908,34.9903
FJI,40-44,94313.904,30.405
FJI,45-49,92339.835,25.9978
FJI,50-54,88941.666,21.8861
FJI,55-59,83200.551,18.2134
FJI,60-64,75456.818,14.8127
FJI,65-69,64248.964,11.939
FJI,70-74,50643.216,9.4605
FJI,75-79,36086.875,7.2638
FJI,80-84,21801.493,5.4089
FJI,85-89,10151.87,3.8987
FJI,90-94,3097.7,2.7412
FJI,95+,484.135,1.8916
FRA,<1,100000.0,83.4582
FRA,1-4,99684.522,82.7218
FRA,5-9,99624.155,78.7711
FRA,10-14,99593.633,73.7945
FRA,15-19,99557.158,68.8205
FRA,20-24,99454.576,63.8885
FRA,25-29,99280.102,58.9963
FRA,30-34,99071.738,54.1149
FRA,35-39,98806.247,49.2533
FRA,40-44,98429.361,44.4318
FRA,45-49,97850.633,39.6785
FRA,50-54,96887.459,35.0462
FRA,55-59,95373.509,30.5601
FRA,60-64,93032.705,26.262
FRA,65-69,89683.883,22.145
FRA,70-74,85384.001,18.1294
FRA,75-79,79607.879,14.254
FRA,80-84,71194.941,10.6228
FRA,85-89,57873.294,7.4487
FRA,90-94,37869.24,5.0018
FRA,95+,16638.55,3.2888
GAB,<1,100000.0,68.5114
GAB,1-4,97331.053,69.3869
GAB,5-9,96365.436,66.0669
GAB,10-14,95988.185,61.3177
GAB,15-19,95684.959,56.5038
GAB,20-24,95159.819,51.8005
GAB,25-29,94397.285,47.198
GAB,30-34,93470.103,42.6406
GAB,35-39,92298.917,38.1486
GAB,40-44,90737.359,33.7601
GAB,45-49,88627.36,29.5015
GAB,50-54,85738.981,25.4067
GAB,55-59,81723.18,21.5263
GAB,60-64,76304.085,17.8688
GAB,65-69,68798.949,14.5317
GAB,70-74,58930.1,11.531
GAB,75-79,46534.013,8.9161
GAB,80-84,32378.959,6.7101
GAB,85-89,18365.61,4.952
GAB,90-94,7624.915,3.6664
GAB,95+,2076.466,2.7413
GBR,<1,100000.0,81.4484
GBR,1-4,99636.406,80.7451
GBR,5-9,99576.58,76.7927
GBR,10-14,99543.496,71.8175
GBR,15-19,99501.813,66.8464
GBR,20-24,99386.725,61.9204
GBR,25-29,99207.729,57.0275
GBR,30-34,98979.851,52.1528
GBR,35-39,98659.348,47.3136
GBR,40-44,98194.195,42.5252
GBR,45-49,97500.681,37.8087
GBR,50-54,96470.066,33.1844
GBR,55-59,94986.037,28.6617
GBR,60-64,92770.479,24.2825
GBR,65-69,89359.801,20.1075
GBR,70-74,84330.494,16.1485
GBR,75-79,76753.65,12.4779
GBR,80-84,65138.721,9.23
GBR,85-89,48508.768,6.4921
GBR,90-94,27985.013,4.3989
GBR,95+,10255.722,2.9768
GEO,<1,100000.0,74.6573
GEO,1-4,99326.73,74.1625
GEO,5-9,99233.034,70.2307
GEO,10-14,99146.883,65.2896
GEO,15-19,99038.557,60.358
GEO,20-24,98796.459,55.4991
GEO,25-29,98417.891,50.7025
GEO,30-34,97953.125,45.9309
GEO,35-39,97371.957,41.1894
GEO,40-44,96471.94,36.5484
GEO,45-49,95032.944,32.0615
GEO,50-54,92891.332,27.7393
GEO,55-59,89638.348,23.6491
GEO,60-64,84958.322,19.8074
GEO,65-69,78668.337,16.1816
GEO,70-74,70214.721,12.816
GEO,75-79,59031.695,9.7444
GEO,80-84,43105.959,7.3822
GEO,85-89,26327.088,5.5189
GEO,90-94,12328.283,4.0844
GEO,95+,3973.916,3.0396
GHA,<1,100000.0,65.6951
GHA,1-4,96996.409,66.7254
GHA,5-9,95989.652,63.4032
GHA,10-14,94717.63,59.2235
GHA,15-19,93940.302,54.6934
GHA,20-24,92845.146,50.3064
GHA,25-29,91358.793,46.0835
GHA,30-34,89762.965,41.8579
GHA,35-39,88048.669,37.6237
GHA,40-44,86142.868,33.3991
GHA,45-49,83813.353,29.2561
GHA,50-54,81041.211,25.1679
GHA,55-59,77274.221,21.2674
GHA,60-64,72503.687,17.4954
GHA,65-69,65753.074,14.0196
GHA,70-74,56379.477,10.915
GHA,75-79,44031.465,8.2485
GHA,80-84,29514.734,6.0592
GHA,85-89,15411.173,4.3788
GHA,90-94,5537.073,3.133
GHA,95+,1141.408,2.2761
GIN,<1,100000.0,60.9044
GIN,1-4,93534.731,64.0984
GIN,5-9,90797.156,61.9776
GIN,10-14,89261.279,58.0068
GIN,15-19,88374.249,53.5642
GIN,20-24,87186.482,49.2574
GIN,25-29,85612.955,45.1159
GIN,30-34,83917.392,40.9764
GIN,35-39,82089.056,36.8328
GIN,40-44,80063.912,32.6996
GIN,45-49,77649.995,28.6366
GIN,50-54,74842.942,24.6135
GIN,55-59,71113.921,20.7674
GIN,60-64,66400.407,17.0568
GIN,65-69,59813.001,13.6443
GIN,70-74,50791.931,10.6031
GIN,75-79,39069.254,8.0085
GIN,80-84,25632.66,5.8838
GIN,85-89,12975.948,4.2657
GIN,90-94,4487.425,3.07
GIN,95+,889.129,2.2439
GMB,<1,100000.0,66.0571
GMB,1-4,97114.242,67.0162
GMB,5-9,95691.056,63.9843
GMB,10-14,94510.56,59.7555
GMB,15-19,93793.151,55.1937
GMB,20-24,92759.659,50.7784
GMB,25-29,91362.027,46.5163
GMB,30-34,89856.246,42.2534
GMB,35-39,88232.721,37.9844
GMB,40-44,86426.102,33.7246
GMB,45-49,84209.983,29.5446
GMB,50-54,81564.644,25.4184
GMB,55-59,77935.035,21.4803
GMB,60-64,73316.062,17.6694
GMB,65-69,66723.332,14.153
GMB,70-74,57485.048,11.0059
GMB,75-79,45146.595,8.3032
GMB,80-84,30443.755,6.0865
GMB,85-89,15982.792,4.3898
GMB,90-94,5763.879,3.1337
GMB,95+,1188.175,2.2832
GNB,<1,100000.0,64.2541
GNB,1-4,95188.436,66.4923
GNB,5-9,93175.114,63.8967
GNB,10-14,92466.234,59.3697
GNB,15-19,91955.362,54.6854
GNB,20-24,91196.566,50.118
GNB,25-29,90141.336,45.6745
GNB,30-34,88910.902,41.2712
GNB,35-39,87439.398,36.9222
GNB,40-44,85588.375,32.6646
GNB,45-49,83227.6,28.5176
GNB,50-54,80188.019,24.4996
GNB,55-59,76109.502,20.6726
GNB,60-64,70769.432,17.0353
GNB,65-69,63471.157,13.6926
GNB,70-74,53768.34,10.6932
GNB,75-79,41240.213,8.1572
GNB,80-84,27090.007,6.1067
GNB,85-89,14052.12,4.5289
GNB,90-94,5202.811,3.3875
GNB,95+,1239.555,2.5631
GNQ,<1,100000.0,63.9064
GNQ,1-4,94820.27,66.3862
GNQ,5-9,93082.597,63.5974
GNQ,10-14,92448.94,59.0182
GNQ,15-19,91979.651,54.3062
GNQ,20-24,91257.606,49.7145
GNQ,25-29,90249.436,45.241
GNQ,30-34,89080.197,40.8013
GNQ,35-39,87674.294,36.4141
GNQ,40-44,85878.216,32.1212
GNQ,45-49,83536.407,27.9487
GNQ,50-54,80438.301,23.9242
GNQ,55-59,76202.592,20.1085
GNQ,60-64,70569.399,16.5046
GNQ,65-69,62810.461,13.2194
GNQ,70-74,52550.494,10.2925
GNQ,75-79,39586.556,7.8203
GNQ,80-84,25307.766,5.8231
GNQ,85-89,12584.852,4.2801
GNQ,90-94,4331.086,3.1742
GNQ,95+,917.319,2.3872
GRC,<1,100000.0,82.0306
GRC,1-4,99710.643,81.2683
GRC,5-9,99662.223,77.3071
GRC,10-14,99642.931,72.3216
GRC,15-19,99620.762,67.3371
GRC,20-24,99564.484,62.3735
GRC,25-29,99458.215,57.4373
GRC,30-34,99319.831,52.5137
GRC,35-39,99123.547,47.6124
GRC,40-44,98829.821,42.746
GRC,45-49,98356.462,37.9387
GRC,50-54,97526.838,33.2381
GRC,55-59,96085.075,28.6964
GRC,60-64,93824.759,24.3237
GRC,65-69,90415.5,20.14
GRC,70-74,85207.182,16.2085
GRC,75-79,77290.227,12.5965
GRC,80-84,65379.97,9.4053
GRC,85-89,48427.587,6.7842
GRC,90-94,28523.485,4.764
GRC,95+,11520.559,3.3306
GRD,<1,100000.0,75.3666
GRD,1-4,98826.689,75.2599
GRD,5-9,98558.405,71.4613
GRD,10-14,98412.847,66.5632
GRD,15-19,98227.13,61.6841
GRD,20-24,97998.326,56.8223
GRD,25-29,97704.59,51.9849
GRD,30-34,97240.539,47.2204
GRD,35-39,96528.29,42.5489
GRD,40-44,95545.364,37.9603
GRD,45-49,94253.559,33.4438
GRD,50-54,92230.102,29.1194
GRD,55-59,89332.31,24.9781
GRD,60-64,84865.117,21.1514
GRD,65-69,78490.727,17.6586
GRD,70-74,70176.729,14.4391
GRD,75-79,59566.656,11.5564
GRD,80-84,47368.481,8.8674
GRD,85-89,32382.246,6.7907
GRD,90-94,18186.926,5.2141
GRD,95+,7912.276,3.9428
GTM,<1,100000.0,72.7459
GTM,1-4,98280.373,73.0168
GTM,5-9,97877.841,69.3105
GTM,10-14,97718.242,64.42
GTM,15-19,97527.711,59.5403
GTM,20-24,96966.793,54.8682
GTM,25-29,96178.41,50.2975
GTM,30-34,95339.499,45.7176
GTM,35-39,94339.531,41.1747
GTM,40-44,93011.214,36.7254
GTM,45-49,91316.74,32.3587
GTM,50-54,89070.41,28.1087
GTM,55-59,86009.482,24.0152
GTM,60-64,81742.211,20.1326
GTM,65-69,76252.175,16.3941
GTM,70-74,68756.121,12.8961
GTM,75-79,59068.788,9.5834
GTM,80-84,45042.129,6.7408
GTM,85-89,26635.949,4.6327
GTM,90-94,10244.218,3.3438
GTM,95+,2395.755,2.4363
GUF,<1,100000.0,77.1842
GUF,1-4,99110.734,76.8755
GUF,5-9,98891.128,73.0434
GUF,10-14,98833.559,68.0846
GUF,15-19,98700.097,63.1725
GUF,20-24,98415.169,58.3477
GUF,25-29,98036.411,53.5634
GUF,30-34,97536.497,48.8247
GUF,35-39,97032.805,44.0651
GUF,40-44,96459.885,39.3109
GUF,45-49,95476.794,34.688
GUF,50-54,94242.58,30.1086
GUF,55-59,92485.679,25.6296
GUF,60-64,90095.131,21.2401
GUF,65-69,86511.803,17.0095
GUF,70-74,80409.038,13.0907
GUF,75-79,69245.727,9.7642
GUF,80-84,51852.65,7.1603
GUF,85-89,31667.943,5.1252
GUF,90-94,13875.25,3.6696
GUF,95+,3819.929,2.6532
GUY,<1,100000.0,70.3191
GUY,1-4,98173.546,70.6252
GUY,5-9,97776.132,66.9065
GUY,10-14,97673.391,61.9745
GUY,15-19,97539.907,57.0554
GUY,20-24,97213.52,52.2375
GUY,25-29,96597.063,47.5536
GUY,30-34,95712.882,42.9689
GUY,35-39,94594.653,38.4462
GUY,40-44,93135.851,34.0072
GUY,45-49,91044.254,29.7278
GUY,50-54,88138.05,25.621
GUY,55-59,83820.069,21.8038
GUY,60-64,77694.929,18.3156
GUY,65-69,69269.765,15.2245
GUY,70-74,58805.473,12.4813
GUY,75-79,47382.77,9.8749
GUY,80-84,34275.416,7.6804
GUY,85-89,20970.032,5.9869
GUY,90-94,10354.241,4.7213
GUY,95+,3963.272,3.7051
HND,<1,100000.0,73.0436
HND,1-4,98743.891,72.9712
HND,5-9,98500.748,69.1469
HND,10-14,98336.434,64.2586
HND,15-19,98175.529,59.3594
HND,20-24,97785.592,54.5849
HND,25-29,97257.086,49.868
HND,30-34,96700.215,45.1405
HND,35-39,96037.363,40.4341
HND,40-44,95139.877,35.7906
HND,45-49,93830.901,31.2528
HND,50-54,91818.137,26.8793
HND,55-59,88765.237,22.7122
HND,60-64,84231.474,18.7918
HND,65-69,77609.996,15.1692
HND,70-74,68173.009,11.9044
HND,75-79,55349.798,9.0576
HND,80-84,39334.354,6.7028
HND,85-89,22552.074,4.8503
HND,90-94,9215.7,3.4984
HND,95+,2326.671,2.5586
HRV,<1,100000.0,78.7509
HRV,1-4,99657.121,78.0214
HRV,5-9,99596.402,74.0679
HRV,10-14,99549.673,69.1016
HRV,15-19,99497.897,64.1361
HRV,20-24,99368.788,59.2155
HRV,25-29,99184.979,54.3206
HRV,30-34,98980.084,49.4276
HRV,35-39,98721.111,44.5504
HRV,40-44,98309.497,39.7257
HRV,45-49,97663.85,34.9707
HRV,50-54,96548.546,30.3429
HRV,55-59,94601.711,25.9119
HRV,60-64,91429.685,21.7177
HRV,65-69,86641.094,17.7697
HRV,70-74,79795.803,14.0685
HRV,75-79,70394.623,10.5946
HRV,80-84,55078.187,7.809
HRV,85-89,35898.066,5.6198
HRV,90-94,17460.526,4.0046
HRV,95+,5500.057,2.872
HTI,<1,100000.0,65.1192
HTI,1-4,95576.254,67.1254
HTI,5-9,94324.481,63.994
HTI,10-14,93722.484,59.3908
HTI,15-19,93244.438,54.682
HTI,20-24,92484.099,50.1093
HTI,25-29,91415.887,45.6649
HTI,30-34,90260.657,41.217
HTI,35-39,88946.281,36.788
HTI,40-44,87331.361,32.4204
HTI,45-49,85226.33,28.1565
HTI,50-54,82359.931,24.0449
HTI,55-59,78347.284,20.1415
HTI,60-64,72765.088,16.4847
HTI,65-69,64982.322,13.1443
HTI,70-74,54514.811,10.1668
HTI,75-79,41168.447,7.6272
HTI,80-84,26142.544,5.5643
HTI,85-89,12540.815,4.0076
HTI,90-94,3976.982,2.825
HTI,95+,659.541,2.1191
HUN,<1,100000.0,77.1814
HUN,1-4,99710.465,76.4051
HUN,5-9,99643.96,72.455
HUN,10-14,99601.099,67.485
HUN,15-19,99552.074,62.5169
HUN,20-24,99431.485,57.5891
HUN,25-29,99255.493,52.6868
HUN,30-34,99032.039,47.7997
HUN,35-39,98715.275,42.9444
HUN,40-44,98233.397,38.1422
HUN,45-49,97448.61,33.4273
HUN,50-54,95893.529,28.9242
HUN,55-59,92974.479,24.7469
HUN,60-64,88251.948,20.929
HUN,65-69,81655.523,17.4076
HUN,70-74,73480.44,14.058
HUN,75-79,63490.309,10.8618
HUN,80-84,50308.507,8.0218
HUN,85-89,33549.704,5.7527
HUN,90-94,16962.903,3.9971
HUN,95+,5332.783,2.809
IDN,<1,100000.0,71.2881
IDN,1-4,98341.522,71.4884
IDN,5-9,98009.441,67.7245
IDN,10-14,97788.109,62.8727
IDN,15-19,97579.117,58.0015
IDN,20-24,97101.51,53.2731
IDN,25-29,96466.219,48.6074
IDN,30-34,95798.056,43.9287
IDN,35-39,95008.624,39.2722
IDN,40-44,93952.567,34.684
IDN,45-49,92444.56,30.2065
IDN,50-54,90168.225,25.9017
IDN,55-59,86763.652,21.8139
IDN,60-64,81744.72,17.9904
IDN,65-69,74512.878,14.4802
IDN,70-74,64429.588,11.3356
IDN,75-79,51087.966,8.6173
IDN,80-84,35127.465,6.378
IDN,85-89,19221.797,4.6278
