country,risk_factor,exposure_g_per_day,source_country,source_year
IRN,whole_grains,31.05197469,IRN,2020
IRQ,fruits,129.4255403,IRQ,2020
IRQ,legumes,5.729731857,IRQ,2020
IRQ,nuts_seeds,1.212125264,IRQ,2020
IRQ,omega3,0.1487675574,IRQ,2020
IRQ,processed_meat,3.554406056,IRQ,2020
IRQ,red_meat,11.36368151,IRQ,2020
IRQ,vegetables,170.4827774,IRQ,2020
IRQ,whole_grains,32.37311149,IRQ,2020
ISL,fruits,153.4368093,ISL,2020
ISL,legumes,3.235585242,ISL,2020
ISL,nuts_seeds,3.691720993,ISL,2020
ISL,omega3,1.442079296,ISL,2020
ISL,processed_meat,28.43873241,ISL,2020
ISL,red_meat,101.1310855,ISL,2020
ISL,vegetables,105.7956022,ISL,2020
ISL,whole_grains,20.92988083,ISL,2020
ISR,fruits,217.2541601,ISR,2020
ISR,legumes,7.029246209,ISR,2020
ISR,nuts_seeds,11.90122517,ISR,2020
ISR,omega3,0.7048709416,ISR,2020
ISR,processed_meat,10.58802167,ISR,2020
ISR,red_meat,61.73251865,ISR,2020
ISR,vegetables,267.8907452,ISR,2020
ISR,whole_grains,34.77069388,ISR,2020
ITA,fruits,248.2142256,ITA,2020
ITA,legumes,6.759110158,ITA,2020
ITA,nuts_seeds,4.256488774,ITA,2020
ITA,omega3,0.4175522975,ITA,2020
ITA,processed_meat,18.60437165,ITA,2020
ITA,red_meat,70.19584822,ITA,2020
ITA,vegetables,151.7128742,ITA,2020
ITA,whole_grains,27.32896302,ITA,2020
JAM,fruits,137.6647072,JAM,2020
JAM,legumes,3.404995917,JAM,2020
JAM,nuts_seeds,1.687890787,JAM,2020
JAM,omega3,0.3993906513,JAM,2020
JAM,processed_meat,2.411061548,JAM,2020
JAM,red_meat,18.03475636,JAM,2020
JAM,vegetables,131.1585154,JAM,2020
JAM,whole_grains,21.8844838,JAM,2020
JOR,fruits,101.6981995,JOR,2020
JOR,legumes,6.391404063,JOR,2020
JOR,nuts_seeds,4.568032296,JOR,2020
JOR,omega3,0.1619361189,JOR,2020
JOR,processed_meat,1.885030475,JOR,2020
JOR,red_meat,21.88569765,JOR,2020
JOR,vegetables,158.9451981,JOR,2020
JOR,whole_grains,23.00987212,JOR,2020
JPN,fruits,83.56424716,JPN,2020
JPN,legumes,15.42304494,JPN,2020
JPN,nuts_seeds,2.523890823,JPN,2020
JPN,omega3,1.67203242,JPN,2020
JPN,processed_meat,16.11332534,JPN,2020
JPN,red_meat,38.14470067,JPN,2020
JPN,vegetables,219.1294668,JPN,2020
JPN,whole_grains,19.46869442,JPN,2020
KAZ,fruits,147.5899899,KAZ,2020
KAZ,legumes,3.230975203,KAZ,2020
KAZ,nuts_seeds,2.929300142,KAZ,2020
KAZ,omega3,0.1777046556,KAZ,2020
KAZ,processed_meat,14.471467,KAZ,2020
KAZ,red_meat,80.30943632,KAZ,2020
KAZ,vegetables,248.006594,KAZ,2020
KAZ,whole_grains,25.41620089,KAZ,2020
KEN,fruits,72.11785453,KEN,2020
KEN,legumes,11.89426049,KEN,2020
KEN,nuts_seeds,1.667408979,KEN,2020
KEN,omega3,0.1674568738,KEN,2020
KEN,processed_meat,2.515121226,KEN,2020
KEN,red_meat,23.57617806,KEN,2020
KEN,vegetables,77.2964215,KEN,2020
KEN,whole_grains,96.88238786,KEN,2020
KGZ,fruits,75.39952739,KGZ,2020
KGZ,legumes,2.394169274,KGZ,2020
KGZ,nuts_seeds,2.019895127,KGZ,2020
KGZ,omega3,0.06730248011,KGZ,2020
KGZ,processed_meat,4.716509542,KGZ,2020
KGZ,red_meat,55.74892466,KGZ,2020
KGZ,vegetables,252.8332161,KGZ,2020
KGZ,whole_grains,46.81966449,KGZ,2020
KHM,fruits,30.05491333,KHM,2020
KHM,legumes,5.131951267,KHM,2020
KHM,nuts_seeds,4.049771502,KHM,2020
KHM,omega3,1.201555901,KHM,2020
KHM,processed_meat,0.9609894333,KHM,2020
KHM,red_meat,19.57724065,KHM,2020
KHM,vegetables,31.5839209,KHM,2020
KHM,whole_grains,1.803533499,KHM,2020
KOR,fruits,148.429452,KOR,2020
KOR,legumes,6.283241563,KOR,2020
KOR,nuts_seeds,5.325491224,KOR,2020
KOR,omega3,0.7626059305,KOR,2020
KOR,processed_meat,8.717305583,KOR,2020
KOR,red_meat,69.50270471,KOR,2020
KOR,vegetables,208.5560985,KOR,2020
KOR,whole_grains,22.59902348,KOR,2020
LAO,fruits,138.1371961,LAO,2020
LAO,legumes,1.838440318,LAO,2020
LAO,nuts_seeds,5.189611364,LAO,2020
LAO,omega3,0.9589049502,LAO,2020
LAO,processed_meat,1.330731808,LAO,2020
LAO,red_meat,38.11088554,LAO,2020
LAO,vegetables,144.9857357,LAO,2020
LAO,whole_grains,15.43689125,LAO,2020
LBN,fruits,184.1851015,LBN,2020
LBN,legumes,7.019318251,LBN,2020
LBN,nuts_seeds,8.933575966,LBN,2020
LBN,omega3,0.2076319626,LBN,2020
LBN,processed_meat,2.669580487,LBN,2020
LBN,red_meat,25.86542312,LBN,2020
LBN,vegetables,216.8285552,LBN,2020
LBN,whole_grains,25.20468407,LBN,2020
LBR,fruits,54.30951234,LBR,2020
LBR,legumes,1.265596425,LBR,2020
LBR,nuts_seeds,1.698061288,LBR,2020
LBR,omega3,0.1316811391,LBR,2020
LBR,processed_meat,2.618260028,LBR,2020
LBR,red_meat,15.19903123,LBR,2020
LBR,vegetables,23.34671885,LBR,2020
LBR,whole_grains,3.858969243,LBR,2020
LBY,fruits,189.9761152,LBY,2020
LBY,legumes,3.766797328,LBY,2020
LBY,nuts_seeds,4.088714705,LBY,2020
LBY,omega3,0.3196006726,LBY,2020
LBY,processed_meat,3.631617707,LBY,2020
LBY,red_meat,20.82498943,LBY,2020
LBY,vegetables,155.1348634,LBY,2020
LBY,whole_grains,24.63476018,LBY,2020
LKA,fruits,115.1705847,LKA,2020
LKA,legumes,8.200150178,LKA,2020
LKA,nuts_seeds,1.895241953,LKA,2020
LKA,omega3,0.6326454285,LKA,2020
LKA,processed_meat,1.306876454,LKA,2020
LKA,red_meat,3.102592958,LKA,2020
LKA,vegetables,90.1898662,LKA,2020
LKA,whole_grains,15.90895208,LKA,2020
LSO,fruits,19.9316592,LSO,2020
LSO,legumes,2.727107363,LSO,2020
LSO,nuts_seeds,2.932208726,LSO,2020
LSO,omega3,0.05401250231,LSO,2020
LSO,processed_meat,1.355469702,LSO,2020
LSO,red_meat,15.97270455,LSO,2020
LSO,vegetables,30.82012879,LSO,2020
LSO,whole_grains,151.9549898,LSO,2020
LTU,fruits,76.90574592,LTU,2020
LTU,legumes,2.547807191,LTU,2020
LTU,nuts_seeds,3.13253086,LTU,2020
LTU,omega3,0.5987612305,LTU,2020
LTU,processed_meat,66.68633686,LTU,2020
LTU,red_meat,63.90918035,LTU,2020
LTU,vegetables,143.5913883,LTU,2020
LTU,whole_grains,38.41885368,LTU,2020
LUX,fruits,154.3099128,LUX,2020
LUX,legumes,1.210100387,LUX,2020
LUX,nuts_seeds,2.174541491,LUX,2020
LUX,omega3,0.595344765,LUX,2020
LUX,processed_meat,58.72777074,LUX,2020
LUX,red_meat,90.66614101,LUX,2020
LUX,vegetables,144.2819222,LUX,2020
LUX,whole_grains,21.47505911,LUX,2020
LVA,fruits,76.35575144,LVA,2020
LVA,legumes,1.916475907,LVA,2020
LVA,nuts_seeds,2.921831721,LVA,2020
LVA,omega3,0.4811058602,LVA,2020
LVA,processed_meat,59.239283,LVA,2020
LVA,red_meat,46.0663935,LVA,2020
LVA,vegetables,152.6888834,LVA,2020
LVA,whole_grains,39.89969603,LVA,2020
MAR,fruits,197.9737806,MAR,2020
MAR,legumes,14.29629709,MAR,2020
MAR,nuts_seeds,2.840017154,MAR,2020
MAR,omega3,0.3120510783,MAR,2020
MAR,processed_meat,2.737188657,MAR,2020
MAR,red_meat,28.98130099,MAR,2020
MAR,vegetables,167.6617689,MAR,2020
MAR,whole_grains,98.00424991,MAR,2020
MDA,fruits,129.1827587,MDA,2020
MDA,legumes,4.101325634,MDA,2020
MDA,nuts_seeds,2.325124499,MDA,2020
MDA,omega3,0.3593266828,MDA,2020
MDA,processed_meat,12.06772008,MDA,2020
MDA,red_meat,26.49977043,MDA,2020
MDA,vegetables,123.1629586,MDA,2020
MDA,whole_grains,36.25678928,MDA,2020
MDG,fruits,55.45729704,MDG,2020
MDG,legumes,2.114282358,MDG,2020
MDG,nuts_seeds,0.4704589219,MDG,2020
MDG,omega3,0.1194173259,MDG,2020
MDG,processed_meat,1.638721702,MDG,2020
MDG,red_meat,8.028199961,MDG,2020
MDG,vegetables,20.28684814,MDG,2020
MDG,whole_grains,13.96659185,MDG,2020
MEX,fruits,158.5369194,MEX,2020
MEX,legumes,11.79864058,MEX,2020
MEX,nuts_seeds,2.867795563,MEX,2020
MEX,omega3,0.3624871909,MEX,2020
MEX,processed_meat,4.624412468,MEX,2020
MEX,red_meat,60.19153658,MEX,2020
MEX,vegetables,101.5306771,MEX,2020
MEX,whole_grains,127.606413,MEX,2020
MKD,fruits,158.3770556,MKD,2020
MKD,legumes,5.01137036,MKD,2020
MKD,nuts_seeds,5.170851849,MKD,2020
MKD,omega3,0.1763696927,MKD,2020
MKD,processed_meat,8.47139027,MKD,2020
MKD,red_meat,27.00186715,MKD,2020
MKD,vegetables,348.4554365,MKD,2020
MKD,whole_grains,37.12459467,MKD,2020
MLI,fruits,95.2543073,MLI,2020
MLI,legumes,7.182809057,MLI,2020
MLI,nuts_seeds,8.207291166,MLI,2020
MLI,omega3,0.2758726537,MLI,2020
MLI,processed_meat,3.314183739,MLI,2020
MLI,red_meat,33.74058298,MLI,2020
MLI,vegetables,117.2396224,MLI,2020
MLI,whole_grains,154.609161,MLI,2020
MLT,fruits,148.5241869,MLT,2020
MLT,legumes,4.04449132,MLT,2020
MLT,nuts_seeds,4.24106591,MLT,2020
MLT,omega3,0.5761443081,MLT,2020
MLT,processed_meat,26.48897095,MLT,2020
MLT,red_meat,55.8778111,MLT,2020
MLT,vegetables,197.1539038,MLT,2020
MLT,whole_grains,24.31531807,MLT,2020
MMR,fruits,67.26832981,MMR,2020
MMR,legumes,9.179284226,MMR,2020
MMR,nuts_seeds,12.5299955,MMR,2020
MMR,omega3,1.276055108,MMR,2020
MMR,processed_meat,1.076522499,MMR,2020
MMR,red_meat,37.79928047,MMR,2020
MMR,vegetables,105.77354,MMR,2020
MMR,whole_grains,8.4809424,MMR,2020
MNE,fruits,186.0071034,MNE,2020
MNE,legumes,3.782440952,MNE,2020
MNE,nuts_seeds,3.035371385,MNE,2020
MNE,omega3,0.2863091731,MNE,2020
MNE,processed_meat,16.74474064,MNE,2020
MNE,red_meat,75.66938102,MNE,2020
MNE,vegetables,130.0545159,MNE,2020
MNE,whole_grains,26.20773472,MNE,2020
MNG,fruits,22.22511733,MNG,2020
MNG,legumes,0.4496353548,MNG,2020
MNG,nuts_seeds,0.9835183905,MNG,2020
MNG,omega3,0.06056920621,MNG,2020
MNG,processed_meat,21.42467001,MNG,2020
MNG,red_meat,198.4070065,MNG,2020
MNG,vegetables,90.94734168,MNG,2020
MNG,whole_grains,24.42240948,MNG,2020
MOZ,fruits,38.89973752,MOZ,2020
MOZ,legumes,7.054537045,MOZ,2020
MOZ,nuts_seeds,3.095641644,MOZ,2020
MOZ,omega3,0.185050022,MOZ,2020
MOZ,processed_meat,1.215595005,MOZ,2020
MOZ,red_meat,8.529465546,MOZ,2020
MOZ,vegetables,38.25405521,MOZ,2020
MOZ,whole_grains,75.84679195,MOZ,2020
MRT,fruits,21.79080563,MRT,2020
MRT,legumes,7.755005919,MRT,2020
MRT,nuts_seeds,0.6012020304,MRT,2020
MRT,omega3,0.2470730297,MRT,2020
MRT,processed_meat,5.423014956,MRT,2020
MRT,red_meat,44.87309821,MRT,2020
MRT,vegetables,37.45160493,MRT,2020
MRT,whole_grains,45.7805753,MRT,2020
MUS,fruits,51.69382523,MUS,2020
MUS,legumes,6.768131714,MUS,2020
MUS,nuts_seeds,2.837211264,MUS,2020
MUS,omega3,0.4870347364,MUS,2020
MUS,processed_meat,1.75122323,MUS,2020
MUS,red_meat,21.25133983,MUS,2020
MUS,vegetables,109.2490105,MUS,2020
MUS,whole_grains,21.25402831,MUS,2020
MWI,fruits,114.8671114,MWI,2020
MWI,legumes,13.09361975,MWI,2020
MWI,nuts_seeds,0.6847844313,MWI,2020
MWI,omega3,0.3224988226,MWI,2020
MWI,processed_meat,1.198372446,MWI,2020
MWI,red_meat,25.44711776,MWI,2020
MWI,vegetables,68.77885401,MWI,2020
MWI,whole_grains,160.4975941,MWI,2020
MYS,fruits,74.36138758,MYS,2020
MYS,legumes,8.239344461,MYS,2020
MYS,nuts_seeds,3.25689046,MYS,2020
MYS,omega3,1.114313711,MYS,2020
MYS,processed_meat,4.00473037,MYS,2020
MYS,red_meat,23.20950538,MYS,2020
MYS,vegetables,100.4001057,MYS,2020
MYS,whole_grains,17.2197019,MYS,2020
NAM,fruits,33.17639856,NAM,2020
NAM,legumes,5.361785559,NAM,2020
NAM,nuts_seeds,0.893100707,NAM,2020
NAM,omega3,0.2346099792,NAM,2020
NAM,processed_meat,6.501652679,NAM,2020
NAM,red_meat,32.88301692,NAM,2020
NAM,vegetables,38.66858526,NAM,2020
NAM,whole_grains,81.75423925,NAM,2020
NER,fruits,26.36496226,NER,2020
NER,legumes,24.65711493,NER,2020
NER,nuts_seeds,15.24691948,NER,2020
NER,omega3,0.08744685621,NER,2020
NER,processed_meat,2.555000825,NER,2020
NER,red_meat,16.08251725,NER,2020
NER,vegetables,125.431783,NER,2020
NER,whole_grains,156.6024451,NER,2020
NGA,fruits,80.68960521,NGA,2020
NGA,legumes,7.66448846,NGA,2020
NGA,nuts_seeds,11.65187579,NGA,2020
NGA,omega3,0.2701334187,NGA,2020
NGA,processed_meat,6.074549184,NGA,2020
NGA,red_meat,13.41990889,NGA,2020
NGA,vegetables,88.43234607,NGA,2020
NGA,whole_grains,82.0798442,NGA,2020
NIC,fruits,41.10324059,NIC,2020
NIC,legumes,9.934597629,NIC,2020
NIC,nuts_seeds,1.84609583,NIC,2020
NIC,omega3,0.1235224612,NIC,2020
NIC,processed_meat,1.989878912,NIC,2020
NIC,red_meat,11.56345773,NIC,2020
NIC,vegetables,55.33463408,NIC,2020
NIC,whole_grains,79.26815872,NIC,2020
NLD,fruits,169.9651751,NLD,2020
NLD,legumes,2.988516303,NLD,2020
NLD,nuts_seeds,4.775939528,NLD,2020
NLD,omega3,0.5227435821,NLD,2020
NLD,processed_meat,15.83516614,NLD,2020
NLD,red_meat,61.14997218,NLD,2020
NLD,vegetables,109.6850495,NLD,2020
NLD,whole_grains,31.57789836,NLD,2020
NOR,fruits,161.9736142,NOR,2020
NOR,legumes,5.54786372,NOR,2020
NOR,nuts_seeds,4.658774698,NOR,2020
NOR,omega3,0.9649084521,NOR,2020
NOR,processed_meat,55.48210823,NOR,2020
NOR,red_meat,78.73524006,NOR,2020
NOR,vegetables,117.7223851,NOR,2020
NOR,whole_grains,32.66786101,NOR,2020
NPL,fruits,86.70000524,NPL,2020
NPL,legumes,8.201253714,NPL,2020
NPL,nuts_seeds,1.743041411,NPL,2020
NPL,omega3,0.1160339955,NPL,2020
NPL,processed_meat,1.825803189,NPL,2020
NPL,red_meat,25.48981303,NPL,2020
NPL,vegetables,95.35148805,NPL,2020
NPL,whole_grains,59.02897829,NPL,2020
NZL,fruits,138.0890883,NZL,2020
NZL,legumes,4.046865779,NZL,2020
NZL,nuts_seeds,6.497581684,NZL,2020
NZL,omega3,0.4642799731,NZL,2020
NZL,processed_meat,16.17600492,NZL,2020
NZL,red_meat,96.90639527,NZL,2020
NZL,vegetables,133.6177123,NZL,2020
NZL,whole_grains,25.0520302,NZL,2020
OMN,fruits,222.0339713,OMN,2020
OMN,legumes,3.921819366,OMN,2020
OMN,nuts_seeds,1.397629569,OMN,2020
OMN,omega3,0.4828346985,OMN,2020
OMN,processed_meat,8.02547539,OMN,2020
OMN,red_meat,46.34577872,OMN,2020
OMN,vegetables,197.0686962,OMN,2020
OMN,whole_grains,24.60162401,OMN,2020
PAK,fruits,63.86896161,PAK,2020
PAK,legumes,3.458419862,PAK,2020
PAK,nuts_seeds,0.4787258323,PAK,2020
PAK,omega3,0.08186817288,PAK,2020
PAK,processed_meat,3.091665399,PAK,2020
PAK,red_meat,24.49139044,PAK,2020
PAK,vegetables,38.83260647,PAK,2020
PAK,whole_grains,40.62934104,PAK,2020
PAN,fruits,110.6688777,PAN,2020
PAN,legumes,4.814033817,PAN,2020
PAN,nuts_seeds,1.333538956,PAN,2020
PAN,omega3,0.3818745059,PAN,2020
PAN,processed_meat,7.298384627,PAN,2020
PAN,red_meat,44.42671924,PAN,2020
PAN,vegetables,55.55125926,PAN,2020
PAN,whole_grains,32.324194,PAN,2020
PER,fruits,153.4621874,PER,2020
PER,legumes,7.191124004,PER,2020
PER,nuts_seeds,0.9088151303,PER,2020
PER,omega3,0.5018865839,PER,2020
PER,processed_meat,1.7067165,PER,2020
PER,red_meat,20.81683636,PER,2020
PER,vegetables,70.10753958,PER,2020
PER,whole_grains,27.42607031,PER,2020
PHL,fruits,120.8929792,PHL,2020
PHL,legumes,2.627234217,PHL,2020
PHL,nuts_seeds,3.705710791,PHL,2020
PHL,omega3,0.6996097423,PHL,2020
PHL,processed_meat,4.386033378,PHL,2020
PHL,red_meat,40.0366774,PHL,2020
PHL,vegetables,70.96100841,PHL,2020
PHL,whole_grains,26.90518889,PHL,2020
PNG,fruits,115.4807917,PNG,2020
PNG,legumes,5.05939251,PNG,2020
PNG,nuts_seeds,0.834414334,PNG,2020
PNG,omega3,0.2969621058,PNG,2020
PNG,processed_meat,1.82948896,PNG,2020
PNG,red_meat,25.15663523,PNG,2020
PNG,vegetables,28.20622234,PNG,2020
PNG,whole_grains,10.23826862,PNG,2020
POL,fruits,96.81977162,POL,2020
POL,legumes,3.211519521,POL,2020
POL,nuts_seeds,1.79460972,POL,2020
POL,omega3,0.2977355148,POL,2020
POL,processed_meat,9.917447664,POL,2020
POL,red_meat,65.09596775,POL,2020
POL,vegetables,216.2664784,POL,2020
POL,whole_grains,47.38886532,POL,2020
PRI,fruits,180.9332658,PRI,2020
PRI,legumes,6.171620917,PRI,2020
PRI,nuts_seeds,2.384345588,PRI,2020
PRI,omega3,0.6165887407,PRI,2020
PRI,processed_meat,5.943463728,PRI,2020
PRI,red_meat,28.543553,PRI,2020
PRI,vegetables,48.52619354,PRI,2020
PRI,whole_grains,22.53276965,PRI,2020
PRT,fruits,219.4743227,PRT,2020
PRT,legumes,4.372444556,PRT,2020
PRT,nuts_seeds,2.687352779,PRT,2020
PRT,omega3,0.7568055529,PRT,2020
PRT,processed_meat,9.092570823,PRT,2020
PRT,red_meat,80.94043924,PRT,2020
PRT,vegetables,192.1649971,PRT,2020
PRT,whole_grains,33.03781118,PRT,2020
PRY,fruits,136.157756,PRY,2020
PRY,legumes,7.06870718,PRY,2020
PRY,nuts_seeds,2.009348958,PRY,2020
PRY,omega3,0.2770536991,PRY,2020
PRY,processed_meat,6.759105483,PRY,2020
PRY,red_meat,50.84352606,PRY,2020
PRY,vegetables,67.91546755,PRY,2020
PRY,whole_grains,88.75503472,PRY,2020
PSE,fruits,120.0882177,PSE,2020
PSE,legumes,3.39965353,PSE,2020
PSE,nuts_seeds,1.84672874,PSE,2020
PSE,omega3,0.1104996378,PSE,2020
PSE,processed_meat,2.586644126,PSE,2020
PSE,red_meat,16.39809392,PSE,2020
PSE,vegetables,91.34333921,PSE,2020
PSE,whole_grains,25.81332141,PSE,2020
ROU,fruits,167.5103909,ROU,2020
ROU,legumes,2.809969769,ROU,2020
ROU,nuts_seeds,1.827343386,ROU,2020
ROU,omega3,0.2450149742,ROU,2020
ROU,processed_meat,16.12177344,ROU,2020
ROU,red_meat,56.75778318,ROU,2020
ROU,vegetables,313.7189606,ROU,2020
ROU,whole_grains,48.88095045,ROU,2020
RUS,fruits,102.001911,RUS,2020
RUS,legumes,2.540087818,RUS,2020
RUS,nuts_seeds,1.526414688,RUS,2020
RUS,omega3,0.5452208836,RUS,2020
RUS,processed_meat,20.84768185,RUS,2020
RUS,red_meat,55.3990806,RUS,2020
RUS,vegetables,150.2859704,RUS,2020
RUS,whole_grains,33.17977202,RUS,2020
RWA,fruits,209.1432245,RWA,2020
RWA,legumes,23.94759274,RWA,2020
RWA,nuts_seeds,1.957697961,RWA,2020
RWA,omega3,0.1076981808,RWA,2020
RWA,processed_meat,1.812895559,RWA,2020
RWA,red_meat,14.26641637,RWA,2020
RWA,vegetables,41.85747572,RWA,2020
RWA,whole_grains,48.44021065,RWA,2020
SAU,fruits,125.0286326,SAU,2020
SAU,legumes,5.340806752,SAU,2020
SAU,nuts_seeds,2.422948905,SAU,2020
SAU,omega3,0.3461340944,SAU,2020
SAU,processed_meat,2.722925176,SAU,2020
SAU,red_meat,21.17372986,SAU,2020
SAU,vegetables,116.7662621,SAU,2020
SAU,whole_grains,49.75065718,SAU,2020
SDN,fruits,106.3656637,SDN,2020
SDN,legumes,6.486777316,SDN,2020
SDN,nuts_seeds,6.28382873,SDN,2020
SDN,omega3,0.05647236792,SDN,2020
SDN,processed_meat,1.476083937,SDN,2020
SDN,red_meat,35.39408565,SDN,2020
SDN,vegetables,134.1628333,SDN,2020
SDN,whole_grains,92.99911389,SDN,2020
SEN,fruits,47.25697304,SEN,2020
SEN,legumes,3.891651331,SEN,2020
SEN,nuts_seeds,9.190923869,SEN,2020
SEN,omega3,0.412682428,SEN,2020
SEN,processed_meat,7.457948045,SEN,2020
SEN,red_meat,23.8262608,SEN,2020
SEN,vegetables,85.25533491,SEN,2020
SEN,whole_grains,60.62198592,SEN,2020
SLB,fruits,120.430087,SLB,2020
SLB,legumes,6.328668235,SLB,2020
SLB,nuts_seeds,0.8152754998,SLB,2020
SLB,omega3,0.5262686836,SLB,2020
SLB,processed_meat,0.8045707226,SLB,2020
SLB,red_meat,13.12151906,SLB,2020
SLB,vegetables,12.22212065,SLB,2020
SLB,whole_grains,5.05078272,SLB,2020
SLE,fruits,45.33962449,SLE,2020
SLE,legumes,6.019038733,SLE,2020
SLE,nuts_seeds,5.891771081,SLE,2020
SLE,omega3,0.4168912622,SLE,2020
SLE,processed_meat,3.988541026,SLE,2020
SLE,red_meat,8.11021241,SLE,2020
SLE,vegetables,44.86770742,SLE,2020
SLE,whole_grains,16.15457826,SLE,2020
SLV,fruits,102.8949857,SLV,2020
SLV,legumes,11.52223115,SLV,2020
SLV,nuts_seeds,1.407419717,SLV,2020
SLV,omega3,0.196712896,SLV,2020
SLV,processed_meat,2.412187395,SLV,2020
SLV,red_meat,16.59092168,SLV,2020
SLV,vegetables,97.45207477,SLV,2020
SLV,whole_grains,111.3658597,SLV,2020
SOM,fruits,41.94376067,SOM,2020
SOM,legumes,2.475537378,SOM,2020
SOM,nuts_seeds,2.469817651,SOM,2020
SOM,omega3,0.06192460359,SOM,2020
SOM,processed_meat,1.007250776,SOM,2020
SOM,red_meat,35.34518001,SOM,2020
SOM,vegetables,10.32442303,SOM,2020
SOM,whole_grains,53.06577233,SOM,2020
SRB,fruits,213.3361665,SRB,2020
SRB,legumes,3.928491223,SRB,2020
SRB,nuts_seeds,5.644490518,SRB,2020
SRB,omega3,0.2373630025,SRB,2020
SRB,processed_meat,11.75062411,SRB,2020
SRB,red_meat,65.67812538,SRB,2020
SRB,vegetables,148.7076066,SRB,2020
SRB,whole_grains,48.18029996,SRB,2020
SSD,fruits,58.91469321,SSD,2020
SSD,legumes,5.90843416,SSD,2020
SSD,nuts_seeds,15.91734251,SSD,2020
SSD,omega3,0.1211772831,SSD,2020
SSD,processed_meat,1.101917098,SSD,2020
SSD,red_meat,32.85222065,SSD,2020
SSD,vegetables,38.22246127,SSD,2020
SSD,whole_grains,78.51598461,SSD,2020
STP,fruits,50.32704644,STP,2020
STP,legumes,3.592473789,STP,2020
STP,nuts_seeds,8.886374606,STP,2020
STP,omega3,0.4465746764,STP,2020
STP,processed_meat,4.646704996,STP,2020
STP,red_meat,6.672078129,STP,2020
STP,vegetables,23.64097846,STP,2020
STP,whole_grains,26.63545406,STP,2020
SUR,fruits,112.1025378,SUR,2020
SUR,legumes,2.899570251,SUR,2020
SUR,nuts_seeds,1.884513724,SUR,2020
SUR,omega3,0.3329957988,SUR,2020
SUR,processed_meat,3.427367821,SUR,2020
SUR,red_meat,13.63634342,SUR,2020
SUR,vegetables,72.98991835,SUR,2020
SUR,whole_grains,10.99497971,SUR,2020
SVK,fruits,82.47765874,SVK,2020
SVK,legumes,2.369595571,SVK,2020
SVK,nuts_seeds,3.279752158,SVK,2020
SVK,omega3,0.2515288722,SVK,2020
SVK,processed_meat,14.25234551,SVK,2020
SVK,red_meat,41.64873458,SVK,2020
SVK,vegetables,116.0004983,SVK,2020
SVK,whole_grains,20.99635923,SVK,2020
SVN,fruits,157.2750864,SVN,2020
SVN,legumes,1.977125889,SVN,2020
SVN,nuts_seeds,3.537835477,SVN,2020
SVN,omega3,0.2664443673,SVN,2020
SVN,processed_meat,28.3783335,SVN,2020
SVN,red_meat,55.75095315,SVN,2020
SVN,vegetables,128.4145088,SVN,2020
SVN,whole_grains,46.68883256,SVN,2020
SWE,fruits,123.7122965,SWE,2020
SWE,legumes,2.821858873,SWE,2020
SWE,nuts_seeds,4.306741359,SWE,2020
SWE,omega3,0.8173019536,SWE,2020
SWE,processed_meat,33.71771047,SWE,2020
SWE,red_meat,74.93233849,SWE,2020
SWE,vegetables,132.6241159,SWE,2020
SWE,whole_grains,32.19601063,SWE,2020
SWZ,fruits,71.86029006,SWZ,2020
SWZ,legumes,2.684886901,SWZ,2020
SWZ,nuts_seeds,3.819960076,SWZ,2020
SWZ,omega3,0.09006288586,SWZ,2020
SWZ,processed_meat,4.747356997,SWZ,2020
SWZ,red_meat,38.79002261,SWZ,2020
SWZ,vegetables,35.83947794,SWZ,2020
SWZ,whole_grains,86.58999561,SWZ,2020
SYR,fruits,156.39586,SYR,2020
SYR,legumes,7.358684266,SYR,2020
SYR,nuts_seeds,5.92773248,SYR,2020
SYR,omega3,0.07086282414,SYR,2020
SYR,processed_meat,1.215450214,SYR,2020
SYR,red_meat,24.02806118,SYR,2020
SYR,vegetables,124.8330507,SYR,2020
SYR,whole_grains,31.60822255,SYR,2020
TCD,fruits,14.40310896,TCD,2020
TCD,legumes,5.934924001,TCD,2020
TCD,nuts_seeds,3.85339979,TCD,2020
TCD,omega3,0.3497162616,TCD,2020
TCD,processed_meat,4.866230862,TCD,2020
TCD,red_meat,90.37629901,TCD,2020
TCD,vegetables,10.84630342,TCD,2020
TCD,whole_grains,137.478389,TCD,2020
TGO,fruits,14.25370696,TGO,2020
TGO,legumes,5.969583899,TGO,2020
TGO,nuts_seeds,6.120862045,TGO,2020
TGO,omega3,0.2520320187,TGO,2020
TGO,processed_meat,3.760163735,TGO,2020
TGO,red_meat,10.91308495,TGO,2020
TGO,vegetables,24.47185301,TGO,2020
TGO,whole_grains,107.2319197,TGO,2020
THA,fruits,107.3442562,THA,2020
THA,legumes,5.96681287,THA,2020
THA,nuts_seeds,1.73388119,THA,2020
THA,omega3,0.6615413777,THA,2020
THA,processed_meat,1.515224868,THA,2020
THA,red_meat,23.88490188,THA,2020
THA,vegetables,60.85799224,THA,2020
THA,whole_grains,9.589306175,THA,2020
TJK,fruits,86.4923419,TJK,2020
TJK,legumes,2.29550871,TJK,2020
TJK,nuts_seeds,1.275939184,TJK,2020
TJK,omega3,0.03346162143,TJK,2020
TJK,processed_meat,7.034244866,TJK,2020
TJK,red_meat,45.04259443,TJK,2020
TJK,vegetables,299.4968608,TJK,2020
TJK,whole_grains,31.04253709,TJK,2020
